,Unnamed: 0,0,1,2,country,vivino_url,vivino_rating,vivino_name,vivino_price,vivino_country,vivino_region,nb_ratings,ratio
175,7,12.05,Baron Philippe de Rothschild' Mouton Cadet Blanc,https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-mouton-cadet-blanc-fr1033.html,france,https://www.vivino.com/FR/en/wines/2665319,3.4,Baron Philippe de Rothschild Bordeaux Blanc 0,—,france,bordeaux,4402,4
176,8,19.20,"Baron Philippe de Rothschild, Mouton Cadet Reserve Graves Blanc",https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-mouton-cadet-reserve-graves-blanc-fr1034.html,france,https://www.vivino.com/FR/en/wines/4743949,3.7,Baron Philippe de Rothschild Baronne Charlotte Graves Blanc 0,—,france,graves,465,3
177,9,5.99,Château Bel Air Bordeaux Superieur,https://www.i-d-s.com/dubai/ch-teau-bel-air-bordeaux-superieur-fr1036.html,france,https://www.vivino.com/FR/en/wines/4827040,3.4,Château Bel-Air Bordeaux Superieur 0,—,france,bordeaux-superieur,4395,0
178,10,8.15,Schröder and Schÿler Chartron La Fleur Rouge,https://www.i-d-s.com/dubai/schr-der-and-sch-ler-chartron-la-fleur-rouge-fr1037.html,france,https://www.vivino.com/FR/en/wines/1723870,3.5,Chartron la Fleur Bordeaux Rouge 0,—,france,bordeaux,2491,0
179,11,29.99,"Chateau Lange Réglat, Sauternes",https://www.i-d-s.com/dubai/chateau-lange-r-glat-dw1010.html,france,https://www.vivino.com/FR/en/wines/3717744,4.2,Vignobles Bernard Reglat Château Lange-Réglat Sauternes 0,23.88,france,sauternes,1591,0
180,0,10.90,"Château Buisson Redon, Bordeaux",https://www.i-d-s.com/dubai/ch-teau-buisson-redon-fr1038.html,france,https://www.vivino.com/FR/en/wines/4935815,3.6,Château Buisson-Redon Bordeaux 0,—,france,bordeaux,910,5
181,1,13.00,Baron Philippe de Rothschild Mouton Cadet Rouge,https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-mouton-cadet-rouge-fr1040.html,france,https://www.vivino.com/FR/en/wines/1516700,3.4,Baron Philippe de Rothschild Bordeaux Rouge 0,—,france,bordeaux,13525,4
182,2,13.25,"Château de Haux Rouge, Premières Côtes de Bordeaux",https://www.i-d-s.com/dubai/ch-teau-de-haux-rouge-premi-res-c-tes-de-bordeaux-fr1041.html,france,https://www.vivino.com/FR/en/wines/4830464,0.0,Château Haut Gaudin Premières Côtes de Bordeaux Rouge 0,—,france,premieres-cotes-de-bordeaux,194,0
183,3,14.55,"Baron Philippe de Rothschild, Mouton Cadet Heritage Rouge",https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-mouton-cadet-heritage-rouge-fr1042.html,france,https://www.vivino.com/FR/en/wines/1516700,3.4,Baron Philippe de Rothschild Bordeaux Rouge 0,—,france,bordeaux,13525,0
184,4,10.80,Schröder and Schÿler Private Réserve Medoc,https://www.i-d-s.com/dubai/schr-der-and-sch-ler-private-r-serve-medoc-fr1043.html,france,https://www.vivino.com/FR/en/wines/4869725,3.6,Schröder \u0026 Schÿler Private Réserve Médoc 0,15.07,france,medoc,687,8
185,5,44.45,"Gervais Gobillard Prestige, Champagne Rosé",https://www.i-d-s.com/dubai/gervais-gobillard-prestige-champagne-rose-cp1026.html,france,https://www.vivino.com/FR/en/wines/1598939,3.9,Schröder \u0026 Schÿler Private Réserve Margaux 0,19.80,france,margaux,1251,0
186,6,16.95,"Baron Philippe de Rothschild, Reserve Mouton Cadet Medoc",https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-reserve-mouton-cadet-medoc-fr1045.html,france,https://www.vivino.com/FR/en/wines/4982145,3.9,Baron Philippe de Rothschild Agneau Réserve Grand Millésime Médoc 0,—,france,medoc,80,0
187,7,24.05,"Château Amour, Medoc",https://www.i-d-s.com/dubai/ch-teau-amour-fr1046.html,france,https://www.vivino.com/FR/en/wines/1783738,3.6,Château de Panigon Château Amour Médoc 0,10.50,france,medoc,1920,4
188,8,23.10,"Château Macquin, Saint-Georges-Saint-Émilion, Bordeaux",https://www.i-d-s.com/dubai/ch-teau-macquin-saint-georges-saint-milion-bordeaux-fr1049.html,france,https://www.vivino.com/FR/en/wines/1911504,3.8,Château Macquin Saint-Georges-Saint-Émilion 0,—,france,saint-georges-saint-emilion,8567,4
189,9,17.15,"Château Vieille Tour La Rose, Saint Emilion",https://www.i-d-s.com/dubai/ch-teau-vieille-tour-la-rose-fr1050.html,france,https://www.vivino.com/FR/en/wines/4903634,3.9,Château Vieille Tour La Rose Saint-Émilion Grand Cru 0,55.00,france,st-emilion-grand-cru,2306,0
190,10,62.10,"Chateau Durfort-Vivens,'Vivens', Margaux",https://www.i-d-s.com/dubai/chateau-durfort-vivens-vivens-margaux-fr1053.html,france,-,-,-,-,-,-,-,0
191,11,39.50,"Château Lalande, Saint-Julien",https://www.i-d-s.com/dubai/ch-teau-lalande-fr1056.html,france,https://www.vivino.com/FR/en/wines/2426516,4.0,Château Lalande-Borie Saint-Julien 0,33.89,france,saint-julien,11905,5
192,0,13.30,Chateau Haut-Bastor Les Grandes Vignes Bordeaux Moelleux Blanc,https://www.i-d-s.com/dubai/chateau-haut-bastor-les-grandes-vignes-bordeaux-moelleux-blanc-fr1221.html,france,https://www.vivino.com/FR/en/wines/157232740,3.7,Château Haut Bastor Les Grandes Vignes Bordeaux 0,—,france,bordeaux,64,4
193,1,14.55,La Chablisienne Bourgogne Chardonnay,https://www.i-d-s.com/dubai/la-chablisienne-bourgogne-chardonnay-fr1059.html,france,https://www.vivino.com/FR/en/wines/2913752,3.6,La Chablisienne Bourgogne Chardonnay 0,12.00,france,bourgogne,2603,0
194,2,20.40,Louis Jadot Mâcon Villages Blanc,https://www.i-d-s.com/dubai/louis-jadot-m-con-villages-blanc-fr1061.html,france,https://www.vivino.com/FR/en/wines/1469024,3.7,Louis Jadot Mâcon-Villages Blanc 0,—,france,macon-villages,9678,5
195,3,33.30,Louis Jadot Saint Véran,https://www.i-d-s.com/dubai/louis-jadot-saint-v-ran-fr1062.html,france,https://www.vivino.com/FR/en/wines/1601676,3.9,Louis Jadot Saint-Véran 0,21.30,france,saint-veran,1197,7
196,4,108.65,Domaine Chanson Chassagne-Montrachet,https://www.i-d-s.com/dubai/domaine-chanson-chassagne-montrachet-fr1066.html,france,https://www.vivino.com/FR/en/wines/2223580,4.3,Domaine Chanson Chassagne Montrachet Premier Cru Les Chenevottes 0,104.00,france,chassagne-montrachet-premier-cru,1027,3
197,5,227.85,"Xavier Monnot Les Charmes, Meursault 1er Cru ",https://www.i-d-s.com/dubai/meursault-1er-cru-les-charmes-xavier-monnot-fr1069.html,france,https://www.vivino.com/FR/en/wines/4846515,4.3,Xavier Monnot Meursault 1er Cru 'Charmes' 0,—,france,meursault-charmes,465,0
198,6,40.30,"Jean-Marc Brocard, Chablis",https://www.i-d-s.com/dubai/chablis-jean-marc-brocard-fr1071.html,france,https://www.vivino.com/FR/en/wines/1582157,3.9,Jean-Marc Brocard Domaine Sainte Claire Chablis 0,26.90,france,chablis,13768,4
199,7,58.00,Piper-Heidsieck Cuvée Brut,https://www.i-d-s.com/dubai/piper-heidsieck-cuv-e-brut-cp1009.html,france,-,-,-,-,-,-,-,0
200,8,44.15,"La Chablisienne Chablis 1er Cru ""Beauroy""",https://www.i-d-s.com/dubai/la-chablisienne-chablis-1er-cru-beauroy-fr1072.html,france,https://www.vivino.com/FR/en/wines/2883586,3.9,La Chablisienne Chablis 1er Cru 'Beauroy' 0,35.42,france,chablis-beauroy,904,4
201,9,41.25,"La Chablisienne Chablis 1er Cru ""Vaillons""",https://www.i-d-s.com/dubai/la-chablisienne-chablis-1er-cru-vaillons-fr1073.html,france,https://www.vivino.com/FR/en/wines/4496784,3.9,La Chablisienne Chablis 1er Cru 'Vaillons' 0,—,france,chablis-vaillons,521,4
202,10,81.95,Domaine Chanson Nuits Saint Georges,https://www.i-d-s.com/dubai/domaine-chanson-nuits-saint-georges-fr1079.html,france,https://www.vivino.com/FR/en/wines/2912783,4.1,Domaine Chanson Nuits-Saint-Georges 0,49.00,france,nuits-saint-georges,994,0
203,11,59.90,Vallet Frères Gevrey Chambertin ,https://www.i-d-s.com/dubai/gevrey-chambertin-vallet-fr-res-fr1080.html,france,https://www.vivino.com/FR/en/wines/1943415,4.1,Vallet Frères Gevrey-Chambertin 0,—,france,gevrey-chambertin,505,5
204,0,12.05,Les Coteaux Tufiers Vouvray Demi Sec,https://www.i-d-s.com/dubai/vouvray-demi-sec-les-coteaux-tufiers-fr1086.html,france,https://www.vivino.com/FR/en/wines/7042100,3.8,Les Coteaux Tufiers Vouvray Demi-Sec 0,—,france,vouvray,1064,5
205,1,13.05,Domaine Pré Baron Touraine Sauvignon Blanc,https://www.i-d-s.com/dubai/domaine-pr-baron-touraine-sauvignon-blanc-fr1087.html,france,https://www.vivino.com/FR/en/wines/162971587,4.0,Domaine Pré Baron L'Elégante Vieilles Vignes Sauvignon Blanc Touraine 0,—,france,touraine,177,3
206,2,12.40,"Chateau du Grand Plantier Caupos, Loupiac Blanc",https://www.i-d-s.com/dubai/chateau-du-grand-plantier-caupos-loupiac-blanc-fr2592.html,france,https://www.vivino.com/FR/en/wines/3194792,4.0,Château du Grand Plantier Loupiac 0,—,france,loupiac,434,5
207,3,52.35,de Ladoucette Pouilly Fumé,https://www.i-d-s.com/dubai/baron-de-ladoucette-pouilly-fum-fr1095.html,france,https://www.vivino.com/FR/en/wines/1470695,4.1,de Ladoucette Pouilly-Fumé 0,—,france,pouilly-fume,18956,0
208,4,14.80,Pierre Sourdais Chinon Tradition,https://www.i-d-s.com/dubai/pierre-sourdais-chinon-tradition-fr1099.html,france,https://www.vivino.com/FR/en/wines/2218898,3.6,Pierre Sourdais Tradition Chinon 0,—,france,chinon,788,5
209,5,37.85,Chante Cigale Châteauneuf -du- Pape Blanc,https://www.i-d-s.com/dubai/chante-cigale-ch-teauneuf-du-pape-blanc-fr1102.html,france,https://www.vivino.com/FR/en/wines/4347906,3.9,Domaine Chante Cigale Châteauneuf-du-Pape Blanc 0,21.50,france,chateauneuf-du-pape,1446,0
210,6,8.60,Patrice Armand Côtes du Rhône La Chapelle de Marin,https://www.i-d-s.com/dubai/patrice-armand-c-tes-du-rh-ne-la-chapelle-de-marin-fr1103.html,france,https://www.vivino.com/FR/en/wines/4869341,3.7,La Chapelle de Marin Côtes du Rhône 0,—,france,cotes-du-rhone,448,5
211,7,52.35,"Chateau de Vaudieu,‘Grand Vin’, Châteauneuf-du-Pape Rouge",https://www.i-d-s.com/dubai/chateau-de-vaudieu-grand-vin-ch-teauneuf-du-pape-rouge-fr1113.html,france,https://www.vivino.com/FR/en/wines/1521901,4.0,Château de Vaudieu Châteauneuf-du-Pape Closerie de Vaudieu Rouge 0,—,france,chateauneuf-du-pape,4860,0
212,8,559.65,"Dom Pérignon Vintage Rosé, in individual Gift Box",https://www.i-d-s.com/dubai/dom-p-rignon-vintage-ros-in-individual-gift-box-cp1015.html,france,https://www.vivino.com/FR/en/wines/4089408,4.6,Dom Pérignon Brut Rosé Champagne 0,520.00,france,champagne,15634,0
213,0,25.80,MASI Tupungato Corbec Rosso di Argentina Organic,https://www.i-d-s.com/dubai/masi-tupungato-corbec-rosso-di-argentina-organic-ag1025.html,argentina,https://www.vivino.com/FR/en/wines/167803536,3.6,Masi Fresco di Masi Organic Rosso 0,—,italy,verona,1183,5
214,1,7.95,Argento Organic Rosé,https://www.i-d-s.com/dubai/argento-organic-ros-ag1028.html,argentina,https://www.vivino.com/FR/en/wines/176317849,3.8,Argento Organic Rosé 0,—,argentina,mendoza,69,0
215,2,7.95,Argento Andes Soul Shiraz,https://www.i-d-s.com/dubai/argento-andes-soul-shiraz-ag1027.html,argentina,https://www.vivino.com/FR/en/wines/176920214,3.6,Argento Andes Soul Malbec 0,—,argentina,mendoza,56,0
216,3,7.35,Argento Andes Soul Chardonnay,https://www.i-d-s.com/dubai/argento-andes-soul-chardonnay-ag1026.html,argentina,https://www.vivino.com/FR/en/wines/178571658,0.0,Argento Andes Soul Chardonnay 0,—,argentina,mendoza,-,0
217,4,35.35,Catena Alta Malbec,https://www.i-d-s.com/dubai/catena-alta-malbec-ag1021.html,argentina,https://www.vivino.com/FR/en/wines/1469245,4.3,Catena Alta Malbec 0,—,argentina,mendoza,36574,0
218,5,10.70,Pablo y Walter Malbec,https://www.i-d-s.com/dubai/pablo-y-walter-malbec-ag1011.html,argentina,https://www.vivino.com/FR/en/wines/2281126,3.7,Pablo Y Walter Malbec 0,11.00,argentina,mendoza,2336,7
219,6,11.25,"Kaiken Clásico, Mendoza Cabernet Sauvignon",https://www.i-d-s.com/dubai/kaiken-cl-sico-mendoza-cabernet-sauvignon-ag1010.html,argentina,https://www.vivino.com/FR/en/wines/173090143,0.0,Kaiken Clásico Cabernet Sauvignon 0,—,argentina,mendoza,-,0
220,7,29.95,Catena Alta Chardonnay,https://www.i-d-s.com/dubai/catena-alta-chardonnay-ag4030.html,argentina,https://www.vivino.com/FR/en/wines/1489764,4.1,Catena Alta Chardonnay 0,—,argentina,mendoza,15764,0
221,8,22.20,Catena Appellation Vista Flores Malbec,https://www.i-d-s.com/dubai/catena-appellation-vista-flores-malbec-ag4029.html,argentina,https://www.vivino.com/FR/en/wines/2078546,4.1,Catena Appellation Vista Flores Malbec 0,—,argentina,vista-flores,15960,4
222,9,33.75,Catena Alta Cabernet Sauvignon,https://www.i-d-s.com/dubai/catena-alta-cabernet-sauvignon-ag4031.html,argentina,https://www.vivino.com/FR/en/wines/155776850,4.2,Catena Alta Cabernet Sauvignon 0,—,argentina,mendoza,10298,0
223,10,8.95,Argento Malbec,https://www.i-d-s.com/dubai/argento-malbec-ag1007.html,argentina,https://www.vivino.com/FR/en/wines/1970313,3.4,Argento Malbec 0,—,argentina,mendoza,19274,0
224,11,27.40,Chandon Garden Spritz Sparkling Wine,https://www.i-d-s.com/dubai/chandon-garden-spritz-sparkling-wine-sw1072.html,argentina,https://www.vivino.com/FR/en/wines/168254383,3.9,CHANDON Argentina Garden Spritz 0,18.92,argentina,mendoza,3681,5
225,0,45.90,Penfolds Bin 128 Shiraz,https://www.i-d-s.com/dubai/penfolds-bin-128-shiraz-au2024.html,australia,https://www.vivino.com/FR/en/wines/1486775,4.0,Penfolds Bin 128 Shiraz 0,—,australia,coonawarra,13009,7
226,1,59.45,"`Gaia` Clare Valley Cabernet Sauvignon/Cabernet Franc, Grosset",https://www.i-d-s.com/dubai/gaia-clare-valley-cabernet-sauvignon-cabernet-franc-grosset-au4024.html,australia,https://www.vivino.com/FR/en/wines/3635610,4.0,Taylors / Wakefield TWP Cabernet Sauvignon - Merlot - Malbec - Cabernet Franc 0,—,australia,clare-valley,439,0
227,2,15.95,Sidewood Estate Sauvignon Blanc,https://www.i-d-s.com/dubai/sidewood-estate-sauvignon-blanc-au1147.html,australia,https://www.vivino.com/FR/en/wines/1526099,4.0,Brancott Estate Sauvignon Blanc 0,—,new-zealand,marlborough,65871,0
228,3,19.50,"D'Arenberg Peppermint Paddock, Sparkling Shiraz",https://www.i-d-s.com/dubai/d-arenberg-peppermint-paddock-sparkling-shiraz-sw1041.html,australia,https://www.vivino.com/FR/en/wines/1542875,3.8,d'Arenberg The Peppermint Paddock Chambourcin 0,—,australia,mclaren-vale,1141,4
229,4,24.45,"Yangarra Estate Old Vine Grenache, McLaren Vale",https://www.i-d-s.com/dubai/yangarra-estate-old-vine-grenache-mclaren-vale-au2020.html,australia,https://www.vivino.com/FR/en/wines/4624707,3.9,Yangarra Old Vine Grenache 0,57.19,australia,mclaren-vale,2431,0
230,5,24.45,"Yangarra Estate Mourvedre, McLaren Vale",https://www.i-d-s.com/dubai/yangarra-estate-mourvedre-mclaren-vale-au2021.html,australia,https://www.vivino.com/FR/en/wines/17213894,4.0,Yangarra Mourvèdre 0,—,australia,mclaren-vale,153,0
231,6,28.70,"Yangarra Estate Shiraz, McLaren Vale",https://www.i-d-s.com/dubai/yangarra-estate-shiraz-mclaren-vale-au2023.html,australia,https://www.vivino.com/FR/en/wines/161967509,0.0,United Cellars Selection Shiraz by Yangarra Estate 0,—,australia,mclaren-vale,-,4
232,7,19.99,Jansz Premium Cuvee NV,https://www.i-d-s.com/dubai/jansz-premium-cuvee-nv-sw4054.html,australia,https://www.vivino.com/FR/en/wines/1586414,3.8,Jansz Premium Cuvée 0,30.00,australia,tasmania,5034,0
233,8,8.99,Fishbone Blue Range Ruby Rose,https://www.i-d-s.com/dubai/fishbone-blue-range-ruby-rose-au1139.html,australia,https://www.vivino.com/FR/en/wines/4986342,3.4,Fishbone Ruby Rosé 0,—,australia,western-australia,27,0
234,9,14.99,Fishbone Black Range Sauvignon Blanc,https://www.i-d-s.com/dubai/fishbone-black-range-sauvignon-blanc-au1918.html,australia,https://www.vivino.com/FR/en/wines/160143408,0.0,Fishbone Black Label Sauvignon Blanc - Semillon 0,—,australia,margaret-river,16038,0
235,10,11.00,"16 Stops, Chardonnay",https://www.i-d-s.com/dubai/16-stops-chardonnay-au4074.html,australia,https://www.vivino.com/FR/en/wines/2581701,3.5,16 Stops Chardonnay 0,—,australia,mclaren-vale,134,15
236,11,9.85,"16 Stops, Shiraz",https://www.i-d-s.com/dubai/16-stops-shiraz-au4072.html,australia,https://www.vivino.com/FR/en/wines/3564737,3.5,16 Stops Shiraz 0,—,australia,mclaren-vale,467,0
237,0,84.35,"Penfolds Bin 389 Cabernet/Shiraz, 2019",https://www.i-d-s.com/dubai/penfolds-bin-389-cabernet-shiraz-2019-au1138.html,australia,https://www.vivino.com/FR/en/wines/159319932,4.2,Penfolds Bin 389 Cabernet - Shiraz 2019 2019,—,australia,south-australia,2471,4
238,1,16.30,Innocent Bystander Yarra Valley Chardonnay,https://www.i-d-s.com/dubai/innocent-bystander-yarra-valley-chardonnay-au4043.html,australia,https://www.vivino.com/FR/en/wines/17339762,3.6,Innocent Bystander Chardonnay 0,21.95,australia,yarra-valley,815,6
239,2,64.15,"Elderton 'Ashmead' Single Vineyard, Cabernet Sauvignon",https://www.i-d-s.com/dubai/elderton-ashmead-single-vineyard-cabernet-sauvignon-au1116.html,australia,https://www.vivino.com/FR/en/wines/1469019,3.8,San Pedro 1865 Single Vineyard Cabernet Sauvignon 0,—,chile,maipo-valley,13079,7
240,3,78.90,"Elderton 'Command' Single Vineyard, Shiraz",https://www.i-d-s.com/dubai/elderton-command-single-vineyard-shiraz-au1115.html,australia,https://www.vivino.com/FR/en/wines/4718059,4.3,Elderton Command Single Vineyard Shiraz 0,99.95,australia,barossa,4836,4
241,4,9.99,Little Ripples Shiraz,https://www.i-d-s.com/dubai/little-ripples-shiraz-au4078.html,australia,https://www.vivino.com/FR/en/wines/167541104,3.6,Little Ripples Shiraz 0,—,australia,central-ranges,30,0
242,5,9.99,Little Ripples Cabernet Sauvignon,https://www.i-d-s.com/dubai/little-ripples-cabernet-sauvignon-au4077.html,australia,https://www.vivino.com/FR/en/wines/163947720,3.8,Little Ripples Cabernet Sauvignon 0,—,australia,new-south-wales,69,0
243,6,14.99,Fishbone Black Range Shiraz,https://www.i-d-s.com/dubai/fishbone-margaret-river-black-range-shiraz-au1916.html,australia,https://www.vivino.com/FR/en/wines/160143458,3.7,Fishbone Black Label Shiraz 0,—,australia,margaret-river,82,0
244,7,8.99,Fishbone Cabernet Shiraz,https://www.i-d-s.com/dubai/fishbone-cabernet-shiraz-au1052.html,australia,-,-,-,-,-,-,-,0
245,8,40.60,Shaw+Smith Adelaide Hills Shiraz,https://www.i-d-s.com/dubai/shaw-smith-adelaide-hills-shiraz-au4039.html,australia,https://www.vivino.com/FR/en/wines/3066889,4.0,Shaw + Smith Shiraz 0,35.30,australia,adelaide-hills,5678,8
246,9,14.99,"Elderton Estate Family Vineyards, Barossa Shiraz",https://www.i-d-s.com/dubai/elderton-estate-family-vineyards-barossa-shiraz-au1111.html,australia,https://www.vivino.com/FR/en/wines/4158916,4.0,Elderton The Ashmead Family Cabernet Sauvignon - Shiraz - Merlot 0,—,australia,barossa,799,0
247,10,14.99,"Elderton Estate Family Vineyards, Barossa Cabernet Sauvignon",https://www.i-d-s.com/dubai/elderton-estate-family-vineyards-barossa-cabernet-sauvignon-au1112.html,australia,https://www.vivino.com/FR/en/wines/4158916,4.0,Elderton The Ashmead Family Cabernet Sauvignon - Shiraz - Merlot 0,—,australia,barossa,799,0
248,11,11.99,"Elderton Estate Family Vineyards, Eden Valley Riesling",https://www.i-d-s.com/dubai/elderton-estate-family-vineyards-eden-valley-riesling-au1114.html,australia,https://www.vivino.com/FR/en/wines/3250403,4.4,Mission Hill Family Estate Five Vineyards Riesling Icewine 0,—,canada,okanagan-valley,37,0
249,0,15.05,"Elderton Estate Family Vineyards, Eden Valley Chardonnay",https://www.i-d-s.com/dubai/elderton-estate-family-vineyards-eden-valley-chardonnay-au1113.html,australia,https://www.vivino.com/FR/en/wines/4726022,3.5,Mission Hill Family Estate Five Vineyards Chardonnay 0,—,canada,okanagan-valley,482,3
250,1,9.99,Little Ripples Chardonnay,https://www.i-d-s.com/dubai/little-ripples-chardonnay-au4080.html,australia,https://www.vivino.com/FR/en/wines/163817904,0.0,Little Ripples Chardonnay 0,—,australia,tumbarumba,-,0
251,2,9.99,Little Ripples Rosé,https://www.i-d-s.com/dubai/little-ripples-ros-au4081.html,australia,https://www.vivino.com/FR/en/wines/169906689,0.0,Little Ripples Rosé 0,—,australia,hilltops,-,0
252,3,9.99,Little Ripples Sauvignon Blanc,https://www.i-d-s.com/dubai/little-ripples-sauvignon-blanc-au4079.html,australia,https://www.vivino.com/FR/en/wines/165129194,3.7,Little Ripples Sauvignon Blanc 0,—,australia,orange,62,0
253,4,41.35,"Jim Barry Macrae Shiraz, McRae Wood",https://www.i-d-s.com/dubai/jim-barry-macrae-shiraz-mcrae-wood-au1144.html,australia,https://www.vivino.com/FR/en/wines/2559395,4.2,Jim Barry The McRae Wood Shiraz 0,—,australia,clare-valley,5048,0
254,5,21.30,Voyager Shiraz,https://www.i-d-s.com/dubai/voyager-shiraz-au1162.html,australia,https://www.vivino.com/FR/en/wines/2231642,3.9,Voyager Estate Shiraz 0,—,australia,margaret-river,1596,7
255,6,16.95,Voyager Sauvignon Blanc Semillion,https://www.i-d-s.com/dubai/voyager-sauvignon-blanc-semillion-au1161.html,australia,https://www.vivino.com/FR/en/wines/4727433,3.6,Voyager Estate Sauvignon Blanc - Semillon 0,—,australia,margaret-river,1051,0
256,7,14.99,Voyager Estate Chardonnay,https://www.i-d-s.com/dubai/voyager-estate-chardonnay-au1159.html,australia,https://www.vivino.com/FR/en/wines/4727436,4.0,Voyager Estate Chardonnay 0,—,australia,margaret-river,1852,0
257,8,17.05,Vasse Felix Filius Chardonnay,https://www.i-d-s.com/dubai/vasse-felix-filius-chardonnay-au1156.html,australia,https://www.vivino.com/FR/en/wines/18430150,3.8,Vasse Felix Filius Chardonnay 0,—,australia,margaret-river,4875,6
258,9,19.50,Vasse felix Filius Cab Merlot,https://www.i-d-s.com/dubai/vasse-felix-filius-cab-merlot-au1155.html,australia,https://www.vivino.com/FR/en/wines/4728196,3.7,Vasse Felix Filius Cabernet - Merlot 0,—,australia,margaret-river,5043,5
259,10,13.25,"Vasse Felix Classic Dry Red, Shiraz",https://www.i-d-s.com/dubai/vasse-felix-classic-dry-red-shiraz-au1153.html,australia,https://www.vivino.com/FR/en/wines/2529187,3.5,Vasse Felix Classic Dry Red 0,—,australia,margaret-river,936,0
260,11,15.50,Taltarni Brut Tache Rosé,https://www.i-d-s.com/dubai/taltarni-brut-tache-ros-sw1078.html,australia,https://www.vivino.com/FR/en/wines/4241226,3.7,Taltarni Taché Brut 0,—,australia,victoria,800,8
261,0,13.80,Taltarni T Series Victorian Sauvignon Blanc,https://www.i-d-s.com/dubai/taltarni-t-series-victorian-sauvignon-blanc-au1149.html,australia,https://www.vivino.com/FR/en/wines/4736709,3.2,Taltarni T Series Sauvignon Blanc - Sémillon 0,—,australia,victoria,26,4
262,1,14.99,Pirathon Silver Shiraz,https://www.i-d-s.com/dubai/pirathon-silver-shiraz-au1146.html,australia,https://www.vivino.com/FR/en/wines/1514876,4.0,Pirathon Silver Shiraz 0,—,australia,barossa-valley,2111,0
263,2,14.99,Jim Barry Watervale Riesling,https://www.i-d-s.com/dubai/jim-barry-watervale-riesling-au1145.html,australia,https://www.vivino.com/FR/en/wines/1504351,3.8,Jim Barry Watervale Riesling 0,—,australia,clare-valley,4891,0
264,3,23.20,Jim Barry lodge Hill Shiraz,https://www.i-d-s.com/dubai/jim-barry-lodge-hill-shiraz-au1143.html,australia,https://www.vivino.com/FR/en/wines/3038488,3.7,Jim Barry The Lodge Hill Shiraz 0,—,australia,clare-valley,7635,5
265,4,19.25,Jim Barry Lodge Hill Riesling,https://www.i-d-s.com/dubai/jim-barry-lodge-hill-riesling-au1142.html,australia,https://www.vivino.com/FR/en/wines/2895590,3.7,Jim Barry The Lodge Hill Riesling 0,—,australia,clare-valley,4037,0
266,5,42.05,d'Arenberg Dead Arm Shiraz,https://www.i-d-s.com/dubai/d-arenberg-dead-arm-shiraz-au1163.html,australia,https://www.vivino.com/FR/en/wines/1744600,4.2,d'Arenberg The Dead Arm Shiraz 0,—,australia,mclaren-vale,18925,5
267,6,62.95,Yering Reserve Cabernet Sauvignon,https://www.i-d-s.com/dubai/yering-reserve-cabernet-sauvignon-au1140.html,australia,https://www.vivino.com/FR/en/wines/152706082,4.1,Yering Station Reserve Cabernet Sauvignon 0,—,australia,yarra-valley,180,0
268,7,14.55,Small Victories Rosé,https://www.i-d-s.com/dubai/small-victories-ros-au1117.html,australia,https://www.vivino.com/FR/en/wines/169148610,3.8,Small Victories Wine Co Rosé 0,—,australia,barossa-valley,25,0
269,8,11.99,Small Victories Pinot Gris,https://www.i-d-s.com/dubai/small-victories-pinot-gris-au1110.html,australia,https://www.vivino.com/FR/en/wines/169148597,0.0,Small Victories Wine Co Pinot Gris 0,—,australia,adelaide-hills,-,0
270,9,14.55,Small Victories Shiraz,https://www.i-d-s.com/dubai/small-victories-shiraz-au1109.html,australia,https://www.vivino.com/FR/en/wines/170229743,0.0,Small Victories Wine Co Shiraz 0,—,australia,eden-valley,30,0
271,10,14.55,Small Victories Sangiovese,https://www.i-d-s.com/dubai/small-victories-sangiovese-au1108.html,australia,https://www.vivino.com/FR/en/wines/169969575,3.7,Small Victories Wine Co Sangiovese 0,—,australia,adelaide-hills,40,0
272,11,12.05,Keith Tulloch Chardonnay,https://www.i-d-s.com/dubai/keith-tulloch-chardonnay-au1102.html,australia,https://www.vivino.com/FR/en/wines/4872114,3.9,Keith Tulloch Chardonnay 0,—,australia,hunter-valley,236,6
273,0,22.30,Keith Tulloch Kester Shiraz ,https://www.i-d-s.com/dubai/keith-tulloch-kester-shiraz-au1101.html,australia,https://www.vivino.com/FR/en/wines/4872140,4.3,Keith Tulloch The Kester Shiraz 0,—,australia,hunter-valley,614,5
274,1,21.15,Keith Tulloch Shiraz,https://www.i-d-s.com/dubai/keith-tulloch-shiraz-au1100.html,australia,https://www.vivino.com/FR/en/wines/4872140,4.3,Keith Tulloch The Kester Shiraz 0,—,australia,hunter-valley,614,0
275,2,22.25,Keith Tulloch Semillon,https://www.i-d-s.com/dubai/keith-tulloch-semillon-au1099.html,australia,https://www.vivino.com/FR/en/wines/4872123,3.9,Keith Tulloch Semillon 0,—,australia,hunter-valley,296,0
276,3,15.60,Rag &amp; Bone Riesling,https://www.i-d-s.com/dubai/rag-bone-riesling-au1107.html,australia,https://www.vivino.com/FR/en/wines/25095096,3.8,Magpie Estate Rag \u0026 Bone Riesling 0,—,australia,eden-valley,774,9
