,Unnamed: 0,0,1,2,country,vivino_url,vivino_rating,vivino_name,vivino_price,vivino_country,vivino_region,nb_ratings,ratio
381,1,14.90,Villa Maria Private Bin Dry Riesling,https://www.i-d-s.com/dubai/villa-maria-private-bin-dry-riesling-nz1008.html,new_zealand,https://www.vivino.com/FR/en/wines/3687183,3.8,Villa Maria Private Bin Dry Riesling 0,—,new-zealand,marlborough,2929,5
382,2,16.35,Villa Maria Private Bin Sauvignon Blanc,https://www.i-d-s.com/dubai/villa-maria-private-bin-sauvignon-blanc-nz1009.html,new_zealand,https://www.vivino.com/FR/en/wines/1694639,4.1,Villa Maria Private Bin Sauvignon Blanc 0,—,new-zealand,marlborough,71088,0
383,3,16.60,Villa Maria Blush Sauvignon Blanc Rosé,https://www.i-d-s.com/dubai/villa-maria-blush-sauvignon-blanc-rose-nz1010.html,new_zealand,https://www.vivino.com/FR/en/wines/1694639,4.1,Villa Maria Private Bin Sauvignon Blanc 0,14.89,new-zealand,marlborough,71088,4
384,4,15.45,Matua Valley Pinot Noir,https://www.i-d-s.com/dubai/matua-valley-pinot-noir-nz1013.html,new_zealand,https://www.vivino.com/FR/en/wines/4733523,3.2,Matua Waikoukou Valley Old North Road Pinot Noir 0,—,australia,wine-of-australia,155,0
385,5,13.40,Oyster Bay Merlot,https://www.i-d-s.com/dubai/oyster-bay-merlot-nz1014.html,new_zealand,https://www.vivino.com/FR/en/wines/2176151,3.6,Oyster Bay Merlot 0,—,new-zealand,hawkes-bay,8701,8
386,6,20.15,Villa Maria Private Bin Pinot Noir,https://www.i-d-s.com/dubai/villa-maria-private-bin-pinot-noir-nz1015.html,new_zealand,https://www.vivino.com/FR/en/wines/1518492,3.5,Villa Maria Private Bin Pinot Noir 0,—,new-zealand,marlborough,8222,5
387,7,15.10,Oyster Bay Sparkling Cuvée Brut,https://www.i-d-s.com/dubai/oyster-bay-sparkling-cuv-e-brut-sw1030.html,new_zealand,https://www.vivino.com/FR/en/wines/2561642,3.6,Oyster Bay Sparkling Cuvée Brut 0,—,new-zealand,marlborough,2693,5
388,0,75.30,Drostdy Hof Claret Select,https://www.i-d-s.com/dubai/drostdy-hof-claret-select-wb1005.html,south_africa,https://www.vivino.com/FR/en/wines/2008703,3.1,Drostdy-Hof Claret Select 0,—,south-africa,coastal-region,873,6
389,1,14.90,Pongrácz Methode Cap Classique Rosé,https://www.i-d-s.com/dubai/pongr-cz-methode-cap-classique-ros-sw1025.html,south_africa,https://www.vivino.com/FR/en/wines/1500376,3.7,Pongrácz Méthode Cap Classique Rosé 0,—,south-africa,western-cape,3304,5
390,2,32.85,"Mullineux Syrah, Swartland, 2018",https://www.i-d-s.com/dubai/mullineux-syrah-swartland-2018-za1074.html,south_africa,https://www.vivino.com/FR/en/wines/156478599,4.0,Mullineux Syrah 2018 2018,—,south-africa,swartland,616,13
391,3,25.90,"Mullineux &amp; Leeu Old Vines White, 2020",https://www.i-d-s.com/dubai/mullineux-leeu-old-vines-white-2020-za1073.html,south_africa,https://www.vivino.com/FR/en/wines/162956312,4.2,Mullineux Old Vines White 2020 2020,32.90,south-africa,swartland,574,10
392,4,11.25,Lanzerac Sauvignon Blanc,https://www.i-d-s.com/dubai/lanzerac-sauvignon-blanc-za1076.html,south_africa,https://www.vivino.com/FR/en/wines/2359771,3.7,Lanzerac Sauvignon Blanc 0,—,south-africa,stellenbosch,1315,0
393,5,12.50,Lanzerac Chardonnay,https://www.i-d-s.com/dubai/lanzerac-chardonnay-za1075.html,south_africa,https://www.vivino.com/FR/en/wines/2359771,3.7,Lanzerac Sauvignon Blanc 0,—,south-africa,stellenbosch,1315,6
394,6,16.20,"Lievland Bush Vine, Pinotage",https://www.i-d-s.com/dubai/lievland-bush-vine-pinotage-za4067.html,south_africa,https://www.vivino.com/FR/en/wines/158285938,3.7,Lievland Vineyards Bushvine Pinotage 0,13.95,south-africa,paarl,4555,5
395,7,17.20,Waterkloof Seriously Cool Cinsault,https://www.i-d-s.com/dubai/waterkloof-seriously-cool-cinsault-za2029.html,south_africa,https://www.vivino.com/FR/en/wines/4789595,3.7,Waterkloof Circumstance Seriously Cool Cinsault 0,13.85,south-africa,stellenbosch,1607,4
396,8,76.40,Drostdy Hof Premium Grand Cru,https://www.i-d-s.com/dubai/drostdy-hof-premium-grand-cru-wb1001.html,south_africa,https://www.vivino.com/FR/en/wines/162202438,3.2,Drostdy-Hof Share the Moment Premier Grand Cru 0,—,south-africa,stellenbosch,116,4
397,9,11.00,Nederburg Private Collection Sauvignon Blanc,https://www.i-d-s.com/dubai/nederburg-private-collection-sauvignon-blanc-za1005.html,south_africa,https://www.vivino.com/FR/en/wines/158881365,3.4,Nederburg Private Collection Sauvignon Blanc 0,—,south-africa,paarl,54,4
398,10,9.75,Mooiplaas The Coco Merlot,https://www.i-d-s.com/dubai/mooiplaas-the-coco-merlot-za1015.html,south_africa,https://www.vivino.com/FR/en/wines/1826747,3.8,Mooiplaas Wine Estate The Coco Chocolate Merlot 0,—,south-africa,stellenbosch,2826,0
399,11,9.75,Mooiplaas 'The Bean' Pinotage,https://www.i-d-s.com/dubai/mooiplaas-the-bean-pinotage-za1014.html,south_africa,https://www.vivino.com/FR/en/wines/1927880,3.8,Mooiplaas Wine Estate The Bean Coffee Pinotage 0,—,south-africa,stellenbosch,4675,0
400,0,6.95,KWV Chardonnay,https://www.i-d-s.com/dubai/kwv-chardonnay-za1010.html,south_africa,https://www.vivino.com/FR/en/wines/4449565,3.4,KWV Classic Collection Chardonnay 0,—,south-africa,western-cape,3002,0
401,1,6.95,KWV Sauvignon Blanc,https://www.i-d-s.com/dubai/kwv-sauvignon-blanc-za1011.html,south_africa,https://www.vivino.com/FR/en/wines/3357089,3.5,KWV Classic Collection Sauvignon Blanc 0,9.35,south-africa,western-cape,3342,0
402,2,9.90,"Fleur Du Cap, Essence Du Cap Cabernet Sauvignon",https://www.i-d-s.com/dubai/fleur-du-cap-essence-du-cap-cabernet-sauvignon-za1022.html,south_africa,https://www.vivino.com/FR/en/wines/160268059,3.6,Fleur du Cap Essence du Cap Cabernet Sauvignon 0,—,south-africa,western-cape,605,4
403,3,8.95,"Front Row Shiraz/Mourvèdre/Viognier, Swartland",https://www.i-d-s.com/dubai/front-row-shiraz-mourv-dre-viognier-swartland-za4052.html,south_africa,https://www.vivino.com/FR/en/wines/161925921,3.8,The Wedge Shiraz - Mourvedre - Viognier 0,—,south-africa,swartland,941,0
404,4,14.05,Coterie Cabernet Franc Malbec,https://www.i-d-s.com/dubai/coterie-cabernet-franc-malbec-za1071.html,south_africa,https://www.vivino.com/FR/en/wines/165977300,4.0,Wildeberg Coterie Cabernet Franc - Malbec 0,15.00,south-africa,coastal-region,654,4
405,5,16.20,ROSE Coterie Cinsault Rosé,https://www.i-d-s.com/dubai/rose-coterie-cinsault-ros-za1070.html,south_africa,https://www.vivino.com/FR/en/wines/2835053,3.3,Roche Mazet Cuvée Spéciale Grenache - Cinsault Rosé 0,4.22,france,vin-de-pays-doc,3135,3
406,6,14.05,Coterie Semillon Sauvignon Blanc,https://www.i-d-s.com/dubai/coterie-semillon-sauvignon-blanc-za1069.html,south_africa,https://www.vivino.com/FR/en/wines/165622646,3.9,Wildeberg Coterie Semillon - Sauvignon Blanc 0,14.84,south-africa,coastal-region,438,4
407,7,10.50,Lanzerac Pinotage Rosé,https://www.i-d-s.com/dubai/lanzerac-pinotage-rose-za1064.html,south_africa,https://www.vivino.com/FR/en/wines/156580548,3.9,Lanzerac Pinotage Rosé 0,—,south-africa,stellenbosch,842,7
408,8,18.90,Lanzerac Pinotage,https://www.i-d-s.com/dubai/lanzerac-pinotage-za1050.html,south_africa,https://www.vivino.com/FR/en/wines/2229141,4.1,Lanzerac Pinotage 0,—,south-africa,stellenbosch,6669,8
409,9,64.45,Lanzerac Pionier Pinotage,https://www.i-d-s.com/dubai/lanzerac-pionier-pinotage-za1051.html,south_africa,https://www.vivino.com/FR/en/wines/4879818,4.4,Lanzerac Pionier Pinotage 0,—,south-africa,stellenbosch,1764,0
410,10,15.25,Mooiplaas Pinotage,https://www.i-d-s.com/dubai/mooiplaas-pinotage-za1053.html,south_africa,https://www.vivino.com/FR/en/wines/1927880,3.8,Mooiplaas Wine Estate The Bean Coffee Pinotage 0,11.92,south-africa,stellenbosch,4675,0
411,11,8.55,Nederburg The Winemaster's Sauvignon Blanc,https://www.i-d-s.com/dubai/nederburg-sauvignon-blanc-za1003.html,south_africa,https://www.vivino.com/FR/en/wines/3082821,3.5,Nederburg The Winemaster's Sauvignon Blanc 0,—,south-africa,coastal-region,5086,0
412,0,8.55,Nederburg The Winemaster's Chardonnay,https://www.i-d-s.com/dubai/nederburg-the-winemaster-chardonnay-za1004.html,south_africa,https://www.vivino.com/FR/en/wines/1638851,3.4,Nederburg The Winemaster's Chardonnay 0,—,south-africa,coastal-region,4581,0
413,1,8.60,Mooiplaas The Peach Chenin Blanc,https://www.i-d-s.com/dubai/mooiplaas-the-peach-white-blend-za1008.html,south_africa,https://www.vivino.com/FR/en/wines/1471486,4.0,Bellingham The Bernard Series Old Vine Chenin Blanc 0,—,south-africa,coastal-region,6935,4
414,2,12.95,Mooiplaas Sauvignon Blanc,https://www.i-d-s.com/dubai/mooiplaas-sauvignon-blanc-za1009.html,south_africa,https://www.vivino.com/FR/en/wines/4107315,3.8,Mooiplaas Wine Estate Sauvignon Blanc 0,23.75,south-africa,stellenbosch,935,0
415,3,6.95,KWV Chenin Blanc,https://www.i-d-s.com/dubai/kwv-chenin-blanc-za1012.html,south_africa,https://www.vivino.com/FR/en/wines/4769594,3.5,KWV Classic Collection Chenin Blanc 0,9.35,south-africa,western-cape,3262,0
416,4,16.15,Mooiplaas Cabernet Sauvignon,https://www.i-d-s.com/dubai/mooiplaas-cabernet-sauvignon-za1017.html,south_africa,https://www.vivino.com/FR/en/wines/4301052,3.8,Mooiplaas Wine Estate Cabernet Sauvignon 0,14.04,south-africa,stellenbosch,732,0
417,5,38.55,Boekenhouskloof The Chocolate Block,https://www.i-d-s.com/dubai/boekenhouskloof-the-chocolate-block-za1020.html,south_africa,https://www.vivino.com/FR/en/wines/1470258,4.2,Boekenhoutskloof The Chocolate Block 0,24.95,south-africa,franschhoek,78023,0
418,6,7.10,KWV Cabernet Sauvignon,https://www.i-d-s.com/dubai/kwv-cabernet-sauvignon-za1025.html,south_africa,https://www.vivino.com/FR/en/wines/2561498,3.5,KWV Classic Collection Cabernet Sauvignon 0,—,south-africa,western-cape,6690,4
419,7,7.10,KWV Pinotage,https://www.i-d-s.com/dubai/kwv-pinotage-za1026.html,south_africa,https://www.vivino.com/FR/en/wines/4769500,3.6,KWV Classic Collection Pinotage 0,9.35,south-africa,western-cape,11407,5
420,8,9.00,Nederburg The Winemaster's Pinotage,https://www.i-d-s.com/dubai/nederburg-pinotage-za1027.html,south_africa,https://www.vivino.com/FR/en/wines/3067206,3.7,Nederburg The Winemaster's Pinotage 0,—,south-africa,coastal-region,18401,5
421,9,9.95,Nederburg The Winemaster's Cabernet Sauvignon,https://www.i-d-s.com/dubai/nederburg-cabernet-sauvignon-za1028.html,south_africa,https://www.vivino.com/FR/en/wines/2554512,3.5,Nederburg The Winemaster's Cabernet Sauvignon 0,—,south-africa,coastal-region,13073,0
422,10,9.95,Nederburg The Winemaster's Shiraz,https://www.i-d-s.com/dubai/nederburg-shiraz-za1029.html,south_africa,https://www.vivino.com/FR/en/wines/2260129,3.5,Nederburg The Winemaster's Shiraz 0,—,south-africa,coastal-region,7958,0
423,11,9.15,Nederburg Winemasters Merlot,https://www.i-d-s.com/dubai/nederburg-merlot-za1030.html,south_africa,https://www.vivino.com/FR/en/wines/3163418,3.4,Nederburg The Winemaster's Merlot 0,—,south-africa,coastal-region,3765,0
424,0,13.65,Nederburg Private Collection Shiraz,https://www.i-d-s.com/dubai/nederburg-private-collection-shiraz-za1032.html,south_africa,https://www.vivino.com/FR/en/wines/158966890,3.8,Nederburg Private Collection Shiraz 0,—,south-africa,western-cape,326,0
425,0,27.95,"Henners Brut, Sussex, US Label",https://www.i-d-s.com/dubai/henners-brut-sussex-us-label-sw1077.html,uk,https://www.vivino.com/FR/en/wines/173371582,4.1,Henners Maypole Brut 0,—,united-kingdom,east-sussex,52,0
426,1,16.45,Chapel Down Flint Dry,https://www.i-d-s.com/dubai/chapel-down-flint-dry-gb2001.html,uk,https://www.vivino.com/FR/en/wines/1622484,3.9,Chapel Down Flint Dry 0,—,united-kingdom,kent,2670,0
427,2,29.99,"Rathfinny Wine Estate, Rosé Brut",https://www.i-d-s.com/dubai/rathfinny-wine-estate-ros-brut-sw1039.html,uk,https://www.vivino.com/FR/en/wines/2071872,4.0,Bolney Wine Estate Cuvée Rosé Brut 0,—,united-kingdom,sussex,360,0
428,3,26.00,Rathfinny Sparkling Brut,https://www.i-d-s.com/dubai/rathfinny-sparkling-brut-sw4061.html,uk,https://www.vivino.com/FR/en/wines/164942858,3.4,Jacob's Creek Brut Cuvée Chardonnay - Pinot Noir Sparkling 0,—,australia,south-eastern,5836,3
429,4,67.15,Nyetimber Blanc de Blancs,https://www.i-d-s.com/dubai/nyetimber-blanc-de-blancs-sw4058.html,uk,https://www.vivino.com/FR/en/wines/1548463,4.2,Nyetimber Blanc de Blancs Brut 0,—,united-kingdom,sussex,2953,0
430,5,38.50,Chapel Down English Sparkling Rosé,https://www.i-d-s.com/dubai/chapel-down-english-rose-nv-sw1048.html,uk,https://www.vivino.com/FR/en/wines/5955651,4.0,Chapel Down English Sparkling Rosé 0,—,united-kingdom,kent,422,5
431,6,55.45,Nyetimber Rosé,https://www.i-d-s.com/dubai/nyetimber-ros-sw4057.html,uk,https://www.vivino.com/FR/en/wines/2683597,4.1,Nyetimber Brut Rosé 0,75.97,united-kingdom,sussex,2228,0
432,7,11.99,Sharpham Dart Valley Reserve,https://www.i-d-s.com/dubai/sharpham-dart-valley-reserve-gb3002.html,uk,https://www.vivino.com/FR/en/wines/2795780,3.9,Sharpham Dart Valley Reserve 0,—,united-kingdom,devon,729,0
433,8,23.75,Bolney Lychgate Bacchus,https://www.i-d-s.com/dubai/bolney-lychgate-bacchus-gb3007.html,uk,https://www.vivino.com/FR/en/wines/164573256,4.0,Bolney Wine Estate Lychgate Bacchus 0,—,united-kingdom,sussex,335,0
434,9,21.99,Henners Native Grace Chardonnay 2018,https://www.i-d-s.com/dubai/henners-native-grace-chardonnay-2018-en2000.html,uk,https://www.vivino.com/FR/en/wines/166743565,3.8,Henners Native Grace Barrel Chardonnay 2018 2018,—,united-kingdom,england,80,8
435,10,20.70,Henners Gardner Street Classic,https://www.i-d-s.com/dubai/henners-gardner-street-classic-gb4002.html,uk,https://www.vivino.com/FR/en/wines/168489764,4.0,Henners Gardner Street Classic 0,—,united-kingdom,england,123,5
436,11,27.10,Bolney Winemaker’s Edition Red,https://www.i-d-s.com/dubai/bolney-winemaker-s-edition-red-gb3006.html,uk,https://www.vivino.com/FR/en/wines/4962106,3.9,Hernando Cortes Mission Vineyards Winemakers Edition Red Blend 0,—,united-states,napa-valley,60,3
437,0,26.60,Sharpham Estate Little Bee Wild Ferment Pinot Gris,https://www.i-d-s.com/dubai/sharpham-estate-little-bee-wild-ferment-pinot-gris-gb1006.html,uk,https://www.vivino.com/FR/en/wines/172629064,3.9,Sharpham Little Bee Wild Ferment Pinot Gris 0,—,united-kingdom,devon,53,4
438,1,37.90,Bolney Bubbly Sparkling,https://www.i-d-s.com/dubai/bolney-bubbly-sparkling-sw1037.html,uk,https://www.vivino.com/FR/en/wines/2952551,3.9,Bolney Wine Estate Bolney Bubbly Brut 0,—,united-kingdom,sussex,643,5
439,2,44.50,Nyetimber Classic Cuvee Multi-Vintage,https://www.i-d-s.com/dubai/nyetimber-classic-cuvee-multi-vintage-sw1038.html,uk,https://www.vivino.com/FR/en/wines/2093215,4.2,Nyetimber Classic Cuvee Brut 0,79.30,united-kingdom,sussex,17637,6
440,3,42.50,"Henners Brut, Sussex",https://www.i-d-s.com/dubai/henners-brut-sussex-sw3002.html,uk,https://www.vivino.com/FR/en/wines/173371582,4.1,Henners Maypole Brut 0,—,united-kingdom,east-sussex,52,7
441,4,15.45,"Rathfinny Cradle Valley, Pinot Blanc",https://www.i-d-s.com/dubai/rathfinny-cradle-valley-pinot-blanc-gb1005.html,uk,https://www.vivino.com/FR/en/wines/144252436,3.9,Rathfinny Cradle Valley Pinot Blanc - Chardonnay 0,—,united-kingdom,sussex,35,0
442,5,31.90,Litmus Red Pinot 2018,https://www.i-d-s.com/dubai/litmus-red-pinot-2018-gb4003.html,uk,https://www.vivino.com/FR/en/wines/162974557,3.7,Rathfinny Cradle Valley Pinot Noir 2018 2018,—,united-kingdom,sussex,52,8
443,0,16.30,Domaine Ste Michelle Brut,https://www.i-d-s.com/dubai/domaine-ste-michelle-brut-sw1031.html,usa,https://www.vivino.com/FR/en/wines/1516983,3.6,Domaine Ste. Michelle Brut 0,—,united-states,us-columbia-valley,5509,12
444,1,14.80,Reata Chardonnay,https://www.i-d-s.com/dubai/reata-chardonnay-us4039.html,usa,https://www.vivino.com/FR/en/wines/3275043,3.8,Reata Chardonnay 0,26.95,united-states,sonoma-coast,975,9
445,2,12.55,True Myth Chardonnay,https://www.i-d-s.com/dubai/true-myth-chardonnay-us4040.html,usa,https://www.vivino.com/FR/en/wines/144749247,3.7,True Myth Chardonnay (Paragon Vineyard) 0,—,united-states,edna-valley,2511,0
446,3,14.50,Bread &amp; Butter Merlot,https://www.i-d-s.com/dubai/bread-butter-merlot-us4041.html,usa,https://www.vivino.com/FR/en/wines/169529095,3.9,Bread \u0026 Butter Merlot 0,—,united-states,california,1675,6
447,4,14.20,Bread &amp; Butter Pinot Grigio,https://www.i-d-s.com/dubai/bread-butter-pinot-grigio-us4037.html,usa,https://www.vivino.com/FR/en/wines/171794574,3.5,Bread \u0026 Butter Pinot Grigio 0,—,united-states,california,373,10
448,5,35.00,Hartford Court Russian River Valley  Pinot Noir,https://www.i-d-s.com/dubai/hartford-court-russian-river-valley-pinot-noir-us1131.html,usa,https://www.vivino.com/FR/en/wines/2698648,4.2,Hartford Court Russian River Valley Pinot Noir 0,—,united-states,russian-river-valley,7590,4
449,6,41.45,Stonestreet Estate Vineyard Cabernet Sauvignon,https://www.i-d-s.com/dubai/stonestreet-estate-vineyard-cabernet-sauvignon-us2010.html,usa,https://www.vivino.com/FR/en/wines/2247108,4.3,Clos du Val Hirondelle Vineyard Estate Cabernet Sauvignon 0,—,united-states,stags-leap-district,3913,0
450,7,36.99,Ferrari Carano Cabernet Sauvignon,https://www.i-d-s.com/dubai/ferrari-carano-cabernet-sauvignon-us2043.html,usa,https://www.vivino.com/FR/en/wines/1799481,4.1,Ferrari Carano Cabernet Sauvignon 0,—,united-states,alexander-valley,8747,0
451,8,55.65,"Stags' Leap Merlot, Napa Valley",https://www.i-d-s.com/dubai/stags-leap-merlot-napa-valley-us2049.html,usa,https://www.vivino.com/FR/en/wines/1825455,4.1,Stags' Leap Merlot 0,—,united-states,napa-valley,17486,0
452,9,49.45,"Freemark Abbey Cabernet Sauvignon, Napa Valley",https://www.i-d-s.com/dubai/freemark-abbey-cabernet-sauvignon-napa-valley-us2051.html,usa,https://www.vivino.com/FR/en/wines/1493819,4.2,Freemark Abbey Cabernet Sauvignon 0,93.00,united-states,napa-valley,12139,0
453,10,78.60,Mt. Brave Mount Veeder Malbec,https://www.i-d-s.com/dubai/mt-brave-mount-veeder-malbec-us2055.html,usa,https://www.vivino.com/FR/en/wines/4838146,4.3,Mt. Brave Malbec 0,—,united-states,mount-veeder,409,17
454,11,19.70,"La Crema Chardonnay, Monterey",https://www.i-d-s.com/dubai/la-crema-chardonnay-monterey-us2062.html,usa,https://www.vivino.com/FR/en/wines/2029836,3.8,La Crema Monterey Chardonnay 0,—,united-states,monterey,8898,6
455,0,28.95,"Kendall-Jackson Grand Reserve Cabernet Sauvignon, Sonoma/Napa",https://www.i-d-s.com/dubai/kendall-jackson-grand-reserve-cabernet-sauvignon-sonoma-napa-us2099.html,usa,https://www.vivino.com/FR/en/wines/1563834,3.9,Kendall-Jackson Grand Reserve Cabernet Sauvignon 0,66.93,united-states,sonoma-county,8974,0
456,1,52.45,Hartford Court Land's Edge Vineyard Pinot Noir,https://www.i-d-s.com/dubai/hartford-court-land-s-edge-vineyard-pinot-noir-us2100.html,usa,https://www.vivino.com/FR/en/wines/4719721,4.3,Hartford Court Land's Edge Vineyard Pinot Noir 0,—,united-states,sonoma-coast,2342,0
457,2,29.45,"Hartford Court ""Jennifer's Vineyard"" Russian River Chardonnay",https://www.i-d-s.com/dubai/hartford-court-jennifer-s-vineyard-russian-river-chardonnay-us2108.html,usa,https://www.vivino.com/FR/en/wines/108558518,4.3,Hartford Court Fog Dance Vineyard Chardonnay 0,—,united-states,green-valley-of-russian-river-valley,240,0
458,3,57.45,Hartford Court Four Hearts Vineyard Chardonnay,https://www.i-d-s.com/dubai/hartford-court-four-hearts-vineyard-chardonnay-us2109.html,usa,https://www.vivino.com/FR/en/wines/4719731,4.3,Hartford Court Four Hearts Vineyards Chardonnay 0,—,united-states,russian-river-valley,983,0
459,4,24.20,"Cambria Estate ""Julia's Vineyard"" Pinot Noir",https://www.i-d-s.com/dubai/cambria-estate-julia-s-vineyard-pinot-noir-us2111.html,usa,https://www.vivino.com/FR/en/wines/2907516,3.8,Cambria Pinot Noir Julia's Vineyard 0,62.08,united-states,santa-maria-valley,9550,5
460,5,39.99,"Hartford Zinfandel, Russian River Valley",https://www.i-d-s.com/dubai/hartford-zinfandel-russian-river-valley-us2114.html,usa,https://www.vivino.com/FR/en/wines/3723100,4.1,Hartford Court Old Vine Zinfandel 0,—,united-states,russian-river-valley,2770,0
461,6,22.70,"Jackson Estate Chardonnay, Santa Maria Valley",https://www.i-d-s.com/dubai/jackson-estate-chardonnay-santa-maria-valley-us2130.html,usa,https://www.vivino.com/FR/en/wines/9632832,3.9,Kendall-Jackson Jackson Estate Camelot Highlands Chardonnay 0,—,united-states,santa-maria-valley,367,3
462,7,21.50,"WillaKenzie Estate Pinot Gris, Willamette Valley",https://www.i-d-s.com/dubai/willakenzie-estate-pinot-gris-willamette-valley-us2141.html,usa,https://www.vivino.com/FR/en/wines/4722102,3.7,WillaKenzie Estate Pinot Gris 0,—,united-states,willamette-valley,1313,6
463,8,37.90,"Gran Moraine Pinot Noir, Yamhill-Carlton",https://www.i-d-s.com/dubai/gran-moraine-pinot-noir-yamhill-carlton-us2145.html,usa,https://www.vivino.com/FR/en/wines/6603865,4.2,Gran Moraine Pinot Noir 0,—,united-states,yamhill,3430,7
464,9,27.20,"WillaKenzie Pinot Noir, Willamette Valley",https://www.i-d-s.com/dubai/willakenzie-pinot-noir-willamette-valley-us2146.html,usa,https://www.vivino.com/FR/en/wines/154918576,4.1,WillaKenzie Estate Pinot Noir 0,—,united-states,willamette-valley,1983,6
465,10,19.99,"Murphy-Goode ""Liar's Dice"" Zinfandel, Sonoma County",https://www.i-d-s.com/dubai/murphy-goode-liar-s-dice-zinfandel-sonoma-county-us2095.html,usa,https://www.vivino.com/FR/en/wines/1485350,4.0,Murphy-Goode Liar's Dice Zinfandel 0,—,united-states,sonoma-county,4546,0
466,11,14.20,Bread &amp; Butter Chardonnay,https://www.i-d-s.com/dubai/bread-butter-chardonnay-us1001.html,usa,https://www.vivino.com/FR/en/wines/4065555,3.9,Bread \u0026 Butter Chardonnay 0,—,united-states,california,56041,11
467,0,19.99,"Kendall-Jackson Vintner's Reserve Merlot, Sonoma County",https://www.i-d-s.com/dubai/kendall-jackson-vintner-s-reserve-merlot-california-us2200.html,usa,https://www.vivino.com/FR/en/wines/1964483,3.7,Kendall-Jackson Vintner's Reserve Merlot 0,—,united-states,sonoma-county,7409,0
468,1,17.99,"Kendall-Jackson Vintner's Reserve Cabernet Sauvignon, Sonoma County",https://www.i-d-s.com/dubai/kendall-jackson-vintner-s-reserve-cabernet-sauvignon-california-us2090.html,usa,https://www.vivino.com/FR/en/wines/1606885,3.8,Kendall-Jackson Vintner's Reserve Cabernet Sauvignon 0,—,united-states,sonoma-county,24478,0
469,2,21.50,"Kendall-Jackson 'Jackson Estate' Pinot Noir, Anderson Valley",https://www.i-d-s.com/dubai/kendall-jackson-jackson-estate-pinot-noir-anderson-valley-us2074.html,usa,https://www.vivino.com/FR/en/wines/9286129,3.9,Kendall-Jackson Jackson Estate Pinot Noir 0,—,united-states,anderson-valley,970,4
470,3,12.99,"Kendall-Jackson Vintner's Reserve Zinfandel, Mendocino",https://www.i-d-s.com/dubai/kendall-jackson-vintner-s-reserve-zinfandel-mendocino-us2069.html,usa,https://www.vivino.com/FR/en/wines/1661845,3.8,Kendall-Jackson Vintner's Reserve Zinfandel 0,—,united-states,mendocino-county,13047,0
471,4,11.99,Murphy Goode Merlot,https://www.i-d-s.com/dubai/murphy-goode-merlot-us1050.html,usa,https://www.vivino.com/FR/en/wines/1646908,3.7,Murphy-Goode Merlot 0,—,united-states,california,3006,0
472,5,12.35,Line 39 Caberet Sauvignon,https://www.i-d-s.com/dubai/line-39-caberet-sauvignon-us1069.html,usa,https://www.vivino.com/FR/en/wines/4026775,3.6,Line 39 Cabernet Sauvignon 0,—,united-states,california,13105,6
473,6,12.35,Line 39 Merlot,https://www.i-d-s.com/dubai/line-39-merlot-us1068.html,usa,https://www.vivino.com/FR/en/wines/4898920,3.6,Line 39 Merlot 0,—,united-states,central-coast,1216,10
474,7,12.35,Line 39 Pinot Noir,https://www.i-d-s.com/dubai/line-39-pinot-noir-us1067.html,usa,https://www.vivino.com/FR/en/wines/5195996,3.6,Line 39 Pinot Noir 0,—,united-states,california,13981,8
475,8,9.75,Dark Horse Cabernet Sauvignon,https://www.i-d-s.com/dubai/dark-horse-cabernet-sauvignon-us2233.html,usa,https://www.vivino.com/FR/en/wines/6379451,3.6,Dark Horse Cabernet Sauvignon 0,—,united-states,california,44953,0
476,9,11.45,Leaping Horse Chardonnay,https://www.i-d-s.com/dubai/leaping-horse-chardonnay-us1097.html,usa,https://www.vivino.com/FR/en/wines/4276317,3.5,Leaping Horse Chardonnay 0,—,united-states,california,673,0
477,10,11.45,Leaping Horse Pinot Grigio,https://www.i-d-s.com/dubai/leaping-horse-pinot-grigio-us1096.html,usa,https://www.vivino.com/FR/en/wines/152490503,3.7,Leaping Horse Pinot Grigio 0,—,united-states,california,110,0
478,11,10.95,Leaping Horse Cabernet Sauvignon,https://www.i-d-s.com/dubai/leaping-horse-cabernet-sauvignon-us1095.html,usa,https://www.vivino.com/FR/en/wines/3097444,3.6,Leaping Horse Cabernet Sauvignon 0,—,united-states,california,1686,5
479,0,11.45,Leaping Horse Merlot,https://www.i-d-s.com/dubai/leaping-horse-merlot-us1094.html,usa,https://www.vivino.com/FR/en/wines/4580514,3.5,Leaping Horse Merlot 0,—,united-states,california,1428,0
480,1,11.65,Obsession Symphony-Peach,https://www.i-d-s.com/dubai/obsession-symphony-peach-us1093.html,usa,https://www.vivino.com/FR/en/wines/172705924,0.0,Ironstone Obsession Symphony - Peach 0,—,united-states,california,-,0
481,2,12.15,Obsession Rose,https://www.i-d-s.com/dubai/obsession-rose-us1091.html,usa,https://www.vivino.com/FR/en/wines/168684260,3.3,Ironstone Obsession Rosé 0,—,united-states,california,28,0
482,3,12.15,Obsession Symphony,https://www.i-d-s.com/dubai/obsession-symphony-us1090.html,usa,https://www.vivino.com/FR/en/wines/1522848,3.8,Ironstone Obsession Symphony 0,—,united-states,california,4994,0
483,4,4.99,Barefoot Sweet Red,https://www.i-d-s.com/dubai/barefoot-sweet-red-us2222.html,usa,https://www.vivino.com/FR/en/wines/1469960,3.5,Barefoot Sweet Red 0,—,united-states,california,5284,0
