,price_usd,Name,IDS link,country,vivino_url,vivino_rating,vivino_name,vivino_price,vivino_country,vivino_region,nb_ratings,confidence,price_bucket,confidence bucket
8,16.25,Villa Maria Blush Sauvignon Blanc Rosé,https://www.i-d-s.com/dubai/villa-maria-blush-sauvignon-blanc-rose-nz1010.html,new_zealand,https://www.vivino.com/FR/en/wines/1694639,4.1,Villa Maria Private Bin Sauvignon Blanc 0,—,new-zealand,marlborough,65794,76,10 - 20 USD,80
9,9.65,Buitenverwachting Chardonnay,https://www.i-d-s.com/dubai/buitenverwachting-chardonnay-za4039.html,south_africa,https://www.vivino.com/FR/en/wines/3512990,4.1,Buitenverwachting Chardonnay 0,"23,95",south-africa,constantia,1211,97,0 - 10 USD,100
10,5.95,Kleinkoof Pinotage,https://www.i-d-s.com/dubai/kleinkoof-pinotage-za4013.html,south_africa,https://www.vivino.com/FR/en/wines/1481558,4.1,Barista Pinotage 0,—,south-africa,western-cape,53676,56,0 - 10 USD,60
11,23.37,"Fairview `The Beacon`Shiraz, Swartland",https://www.i-d-s.com/dubai/fairview-the-beacon-shiraz-swartland-za4074.html,south_africa,https://www.vivino.com/FR/en/wines/2225412,4.1,Fairview The Beacon Shiraz 0,—,south-africa,swartland,866,79,20 - 30 USD,80
0,55.45,Nyetimber Rosé,https://www.i-d-s.com/dubai/nyetimber-ros-sw4057.html,uk,https://www.vivino.com/FR/en/wines/2683597,4.1,Nyetimber Brut Rosé 0,"69,86",united-kingdom,sussex,1929,80,50 - 60 USD,80
1,17.2,Henners Gardner Street Classic,https://www.i-d-s.com/dubai/henners-gardner-street-classic-gb4002.html,uk,https://www.vivino.com/FR/en/wines/168489764,4.1,Henners Gardner Street Classic 0,—,united-kingdom,england,58,97,10 - 20 USD,100
2,23.25,Bolney Lychgate Bacchus,https://www.i-d-s.com/dubai/bolney-lychgate-bacchus-gb3007.html,uk,https://www.vivino.com/FR/en/wines/164573256,4.1,Bolney Wine Estate Lychgate Bacchus 0,—,united-kingdom,sussex,297,77,20 - 30 USD,80
3,32.35,Chapel Down Classic Non-Vintage Brut,https://www.i-d-s.com/dubai/chapel-down-classic-non-vintage-brut-sw1047.html,uk,https://www.vivino.com/FR/en/wines/153087394,4.1,Chapel Down Classic Brut (Non Vintage) 0,—,united-kingdom,england,3036,82,30 - 40 USD,90
4,41.65,"Henners Brut, Sussex",https://www.i-d-s.com/dubai/henners-brut-sussex-sw3002.html,uk,https://www.vivino.com/FR/en/wines/173371582,4.1,Henners Maypole Brut 0,—,united-kingdom,east-sussex,25,62,40 - 50 USD,70
5,43.9,"Littorai Pinot Noir, California",https://www.i-d-s.com/dubai/littorai-pinot-noir-california-us4022.html,usa,https://www.vivino.com/FR/en/wines/1469112,4.1,Meiomi Pinot Noir 0,—,united-states,california,171672,60,40 - 50 USD,60
6,30,Ferrari Carano Cabernet Sauvignon,https://www.i-d-s.com/dubai/ferrari-carano-cabernet-sauvignon-us2043.html,usa,https://www.vivino.com/FR/en/wines/1799481,4.1,Ferrari Carano Cabernet Sauvignon 0,—,united-states,alexander-valley,8372,97,30 - 40 USD,100
7,55.65,"Stags' Leap Merlot, Napa Valley",https://www.i-d-s.com/dubai/stags-leap-merlot-napa-valley-us2049.html,usa,https://www.vivino.com/FR/en/wines/1825455,4.1,Stags' Leap Merlot 0,—,united-states,napa-valley,16421,75,50 - 60 USD,80
8,19.85,Meiomi Pinot Noir,https://www.i-d-s.com/dubai/meiomi-pinot-noir-us2092.html,usa,https://www.vivino.com/FR/en/wines/1469112,4.1,Meiomi Pinot Noir 0,—,united-states,california,171672,94,10 - 20 USD,100
9,46.3,"Hartford Zinfandel, Russian River Valley",https://www.i-d-s.com/dubai/hartford-zinfandel-russian-river-valley-us2114.html,usa,https://www.vivino.com/FR/en/wines/3723100,4.1,Hartford Court Old Vine Zinfandel 0,—,united-states,russian-river-valley,2668,51,40 - 50 USD,60
10,27.2,"WillaKenzie Pinot Noir, Willamette Valley",https://www.i-d-s.com/dubai/willakenzie-pinot-noir-willamette-valley-us2146.html,usa,https://www.vivino.com/FR/en/wines/154918576,4.1,WillaKenzie Estate Pinot Noir 0,—,united-states,willamette-valley,1801,64,20 - 30 USD,70
11,29,Browne Family Cabernet Franc,https://www.i-d-s.com/dubai/browne-family-cabernet-franc-us2155.html,usa,https://www.vivino.com/FR/en/wines/3777659,4.1,Potro de Piedra Family Reserve Cabernet Sauvignon - Cabernet Franc 0,—,chile,curico-valley,3402,52,20 - 30 USD,60
0,11.45,Caymus Mer Soleil Chardonnay,https://www.i-d-s.com/dubai/caymus-mer-soleil-chardonnay-us4011.html,usa,https://www.vivino.com/FR/en/wines/1537335,4.1,Mer Soleil Barrel Fermented Chardonnay 0,—,united-states,santa-lucia-highlands,6722,62,10 - 20 USD,70
1,21.36,Byron Nielson Vineyard Chardonnay,https://www.i-d-s.com/dubai/byron-nielson-vineyard-chardonnay-us2131.html,usa,https://www.vivino.com/FR/en/wines/157535316,4.1,Byron Nielson Vineyard Chardonnay 0,—,united-states,santa-maria-valley,188,97,20 - 30 USD,100
2,40.55,Stag's Leap Wine Cellars 'Karia' Chardonnay,https://www.i-d-s.com/dubai/stag-s-leap-wine-cellars-karia-chardonnay-us1000.html,usa,https://www.vivino.com/FR/en/wines/1962639,4.1,Stag's Leap Wine Cellars KARIA Chardonnay 0,"49,95",united-states,napa-valley,13276,95,40 - 50 USD,100
3,31.45,"Balthasar Ress ""Prestige""Rüdesheim Berg Schlossberg Riesling Brut Nature",https://www.i-d-s.com/dubai/balthasar-ress-prestige-r-desheim-berg-schlossberg-riesling-brut-nature-sw4039.html,germany,https://www.vivino.com/FR/en/wines/4899590,4.1,Balthasar Ress Rüdesheim Berg Schlossberg Riesling 0,—,germany,de-rudesheim,177,82,30 - 40 USD,90
4,29.2,Von Othegraven Altenberg Riesling Spatlese,https://www.i-d-s.com/dubai/von-othegraven-altenberg-riesling-spatlese-ge4005.html,germany,https://www.vivino.com/FR/en/wines/17681337,4.1,Von Othegraven Kanzemer Altenberg Spätlese Riesling 0,—,germany,mosel-saar-ruwer,196,72,20 - 30 USD,80
5,43.35,Balthasar Ress Hattenheim Nussbrunnen Riesling GG Trocken,https://www.i-d-s.com/dubai/balthasar-ress-hattenheim-nussbrunnen-riesling-gg-trocken-ge4011.html,germany,https://www.vivino.com/FR/en/wines/157233832,4.1,Balthasar Ress Hattenheim Nussbrunnen Riesling GG Trocken 0,"37,50",germany,rheingau,106,98,40 - 50 USD,100
6,17.5,Heitlinger Eichelberg Pinot Blanc Gg,https://www.i-d-s.com/dubai/heitlinger-eichelberg-pinot-blanc-gg-ge4022.html,germany,https://www.vivino.com/FR/en/wines/149887331,4.1,Heitlinger Eichelberg Pinot Blanc GG 0,—,germany,baden,247,97,10 - 20 USD,100
7,26.1,"Bassermann-Jordan Hohenmorgen Riesling Gg, (Organic)",https://www.i-d-s.com/dubai/bassermann-jordan-hohenmorgen-riesling-gg-organic-ge4040.html,germany,https://www.vivino.com/FR/en/wines/4780833,4.1,Dr. Von Bassermann-Jordan Deidesheimer Hohenmorgen Riesling Auslese 0,—,germany,pfalz,642,66,20 - 30 USD,70
8,20.84,"Chateau Mancèdre Le Trettin, Pessac Leognan",https://www.i-d-s.com/dubai/chateau-manc-dre-le-trettin-pessac-leognan-fr1238.html,france,https://www.vivino.com/FR/en/wines/174476761,0,Château Mancèdre Le Trettin Pessac-Léognan Blanc 0,—,france,pessac-leognan,-,84,20 - 30 USD,90
9,5.5,Weinbiet - Pfalz Von Ersten Lagen Merlot Rosé,https://www.i-d-s.com/dubai/weinbiet-pfalz-von-ersten-lagen-merlot-ros-ge4052.html,germany,https://www.vivino.com/FR/en/wines/166988154,4.1,Weinbiet Merlot Rosé 0,—,germany,pfalz,29,60,0 - 10 USD,60
10,48.5,Bottega Brunello Di Montalcino,https://www.i-d-s.com/dubai/bottega-brunello-di-montalcino-it1039.html,italy,https://www.vivino.com/FR/en/wines/1658042,4.1,Bottega Brunello di Montalcino Il Vino Dei Poeti 0,—,italy,brunello-di-montalcino,10095,75,40 - 50 USD,80
11,60.9,"Barolo 'La Morra', Corino Giovanni di Corino Giuliano",https://www.i-d-s.com/dubai/barolo-la-morra-corino-giovanni-di-corino-giuliano-it1069.html,italy,https://www.vivino.com/FR/en/wines/3119587,4.1,Corino Barolo del Comune di la Morra 0,—,italy,barolo,2633,42,60 - 70 USD,50
0,36.65,"Ripa Delle More Toscana IGT, Castello Vicchiomaggio",https://www.i-d-s.com/dubai/ripa-delle-more-toscana-igt-castello-vicchiomaggio-it1096.html,italy,https://www.vivino.com/FR/en/wines/4626362,4.1,Castello Vicchiomaggio Ripa delle More 0,—,italy,tuscany,2147,48,30 - 40 USD,50
1,35.75,"Poggio al Tesoro, 'Il Seggio' Bolgheri, Tuscany",https://www.i-d-s.com/dubai/poggio-al-tesoro-il-seggio-bolgheri-tuscany-it1038.html,italy,https://www.vivino.com/FR/en/wines/154873868,4.1,Poggio Al Tesoro Bolgheri Il Seggio 0,"26,96",italy,bolgheri,15645,64,30 - 40 USD,70
2,13.2,"Linaje Garsea Reserva, Ribera Del Duero",https://www.i-d-s.com/dubai/linaje-garsea-reserva-ribera-del-duero-sp4094.html,spain,https://www.vivino.com/FR/en/wines/1558646,4.1,Linaje Garsea Reserva 0,-,-,-,-,71,10 - 20 USD,80
3,19.6,"Cinema Paraiso, Ribera Del Duero",https://www.i-d-s.com/dubai/cinema-paraiso-ribera-del-duero-sp4097.html,spain,https://www.vivino.com/FR/en/wines/57641888,4.1,Cinema Paraiso 0,—,spain,ribera-del-duero,151,62,10 - 20 USD,70
4,60.5,"Gervais Gobillard Prestige Blanc, Champagne",https://www.i-d-s.com/dubai/gervais-gobillard-prestige-blanc-champagne-cp1050.html,france,https://www.vivino.com/FR/en/wines/170410630,0,Gervais Gobillard Blanc de Noirs Brut Chamapagne 0,—,france,champagne,2588,71,60 - 70 USD,80
5,10.85,"Pago De Los Balagueses Organic Syrah, Bodegas Vegalfaro",https://www.i-d-s.com/dubai/pago-de-los-balagueses-organic-syrah-bodegas-vegalfaro-sp4157.html,spain,https://www.vivino.com/FR/en/wines/11178785,4.1,Vegalfaro Pago de los Balagueses Syrah 0,"23,70",spain,utiel-requena,2855,61,10 - 20 USD,70
6,17.4,Vins El Cep Clot Del Roure Xarel-Lo,https://www.i-d-s.com/dubai/vins-el-cep-clot-del-roure-xarel-lo-sp4036.html,spain,https://www.vivino.com/FR/en/wines/3286066,4.1,Vins El Cep Clot del Roure Xarel-lo 0,—,spain,penedes,323,97,10 - 20 USD,100
7,37.37,Marques De Murrieta 'Capellania'&nbsp; Blanco Reserva,https://www.i-d-s.com/dubai/marques-de-murrieta-capellania-reserva-sp4002.html,spain,https://www.vivino.com/FR/en/wines/1536248,4.1,Marqués de Murrieta Capellanía Reserva 0,"89,95",spain,rioja,7796,77,30 - 40 USD,80
8,28.85,Merum Priorati 'INICI' Priorat,https://www.i-d-s.com/dubai/merum-priorati-ardiles-priorat-sp1011.html,spain,https://www.vivino.com/FR/en/wines/28670035,4.1,Merum Priorati Inici 0,"32,95",spain,priorat,5926,81,20 - 30 USD,90
9,21.75,Wein Gattinger Grüner Veltliner Smaragd Weitenberg,https://www.i-d-s.com/dubai/wein-gattinger-gr-ner-veltliner-smaragd-weitenberg-at4002.html,rest-of-the-world,https://www.vivino.com/FR/en/wines/151898675,4.1,Gattinger Grüner Veltliner Smaragd Weitenberg 0,—,austria,wachau,68,93,20 - 30 USD,100
10,32.35,"Argyros, Visanto Mezzo 4 Year Old",https://www.i-d-s.com/dubai/argyros-visanto-mezzo-4-year-old-dw4022.html,rest-of-the-world,https://www.vivino.com/FR/en/wines/164942914,4.1,Taylor's 10 Year Old Tawny Port 0,"34,70",portugal,porto,13313,42,30 - 40 USD,50
11,13.9,Dobogó ‘Mylitta’ Tokaj Noble Late Harvest,https://www.i-d-s.com/dubai/dobog-mylitta-tokaj-noble-late-harvest-dw4009.html,rest-of-the-world,https://www.vivino.com/FR/en/wines/3211117,4.1,Dobogó Mylitta Late Harvest 0,—,hungary,tokaj,296,77,10 - 20 USD,80
0,29.15,Ktima Gerovassiliou AVATON,https://www.i-d-s.com/dubai/ktima-gerovassiliou-avaton-gk1012.html,rest-of-the-world,https://www.vivino.com/FR/en/wines/1470058,4.1,Ktima Gerovassiliou (Κτήμα Γεροβασιλείου) Avaton 0,—,greece,epanomi,5006,68,20 - 30 USD,70
1,22.55,Teliani Valley Glekhuri Kisiskhevi Saperavi Qvevri,https://www.i-d-s.com/dubai/teliani-valley-glekhuri-kisiskhevi-saperavi-qvevri-go1002.html,rest-of-the-world,https://www.vivino.com/FR/en/wines/147680482,4.1,Teliani Valley Glekhuri Kisiskhevi Saperavi Qvevri 0,—,georgia,kakheti,1241,98,20 - 30 USD,100
2,87.5,"Masion Champy ""Les Chenevottes"" Chassagne Montrachet 1er Cru",https://www.i-d-s.com/dubai/masion-champy-les-chenevottes-chassagne-montrachet-1er-cru-fr4406.html,france,https://www.vivino.com/FR/en/wines/1674404,4,Maison Champy Les Chenevottes Chassagne-Montrachet Premier Cru 0,—,france,chassagne-montrachet-premier-cru,59,89,80 - 90 USD,90
3,16,"Clos de la Cure, Saint-Émilion Grand Cru",https://www.i-d-s.com/dubai/clos-de-la-cure-saint-milion-grand-cru-fr4358.html,france,https://www.vivino.com/FR/en/wines/1751787,4,Clos de la Cure Saint-Émilion Grand Cru 0,"27,60",france,st-emilion-grand-cru,2286,96,10 - 20 USD,100
4,262.85,"Chateau Tour De Mons, Margaux",https://www.i-d-s.com/dubai/chateau-tour-de-mons-margaux-fw1222.html,france,https://www.vivino.com/FR/en/wines/1483045,4,Château La Tour de Mons Margaux 0,"23,95",france,margaux,11186,87,>100 USD,90
5,711.5,2020 Chateau&nbsp;Ormes De Pez,https://www.i-d-s.com/dubai/2020-chateau-ormes-de-pez-fw1218.html,france,https://www.vivino.com/FR/en/wines/2096768,4,Château Ormes de Pez Saint-Estèphe 0,"35,26",france,saint-estephe,18297,55,>100 USD,60
6,56.55,Mumm Grand Cordon,https://www.i-d-s.com/dubai/mumm-grand-cordon-cp4026.html,france,https://www.vivino.com/FR/en/wines/1915404,4,G.H. Mumm Grand Cordon Brut Champagne 0,"53,88",france,champagne,10498,61,50 - 60 USD,70
7,700.9,"2020 Sarget D Gruaud Larose, St Julien",https://www.i-d-s.com/dubai/2020-sarget-d-gruaud-larose-st-julien-fw1220.html,france,https://www.vivino.com/FR/en/wines/1532644,4,Château Gruaud Larose Sarget de Gruaud Larose Saint-Julien 0,"31,90",france,saint-julien,17168,65,>100 USD,70
8,31,"Clos de la Cure, Saint-Émilion Grand Cru",https://www.i-d-s.com/dubai/clos-de-la-cure-saint-milion-grand-cru-fr1318.html,france,https://www.vivino.com/FR/en/wines/1751787,4,Clos de la Cure Saint-Émilion Grand Cru 0,"27,60",france,st-emilion-grand-cru,2286,96,30 - 40 USD,100
9,45.9,"Domaine Daniel-Etienne Defaix, Chablis Vieilles Vignes",https://www.i-d-s.com/dubai/domaine-daniel-etienne-defaix-chablis-vieilles-vignes-fr1305.html,france,https://www.vivino.com/FR/en/wines/2046593,4,Daniel-Etienne Defaix Chablis Vieilles Vignes 0,"32,28",france,chablis,6906,89,40 - 50 USD,90
10,234.35,"2019 Connetable de Talbot, Saint Julien",https://www.i-d-s.com/dubai/2019-connetable-de-talbot-saint-julien-fw1200.html,france,https://www.vivino.com/FR/en/wines/1500451,4,Château Talbot Connétable Talbot Saint-Julien 0,"28,00",france,saint-julien,15074,67,>100 USD,70
11,55.15,"Miraval, Côtes de Provence Rosé, Magnum",https://www.i-d-s.com/dubai/miraval-c-tes-de-provence-ros-magnum-fr4423.html,france,https://www.vivino.com/FR/en/wines/8902172,4,Miraval Côtes de Provence Rosé 0,"19,50",france,cotes-de-provence,51539,87,50 - 60 USD,90
0,30,"Miraval, 'Studio' Rosé, Magnum",https://www.i-d-s.com/dubai/miraval-studio-ros-magnum-fr1288.html,france,https://www.vivino.com/FR/en/wines/8902172,4,Miraval Côtes de Provence Rosé 0,"19,50",france,cotes-de-provence,51539,55,30 - 40 USD,60
1,17.5,"Miraval, 'Studio' Rosé",https://www.i-d-s.com/dubai/miraval-studio-ros-fr1287.html,france,https://www.vivino.com/FR/en/wines/8902172,4,Miraval Côtes de Provence Rosé 0,-,-,-,-,59,10 - 20 USD,60
2,45.75,Savigny Les Beaune Antoine Geoffroy,https://www.i-d-s.com/dubai/savigny-les-beaune-antoine-geoffroy-fr4436.html,france,https://www.vivino.com/FR/en/wines/4789464,4,Domaine Antoine Olivier Savigny-Les-Beaune Premier Cru 'Les Peuillets' 0,—,france,savigny-les-beaune-les-peuillets,141,39,40 - 50 USD,40
3,40.35,"M.Chapoutier, Cornas 'Les Arènes'",https://www.i-d-s.com/dubai/m-chapoutier-cornas-les-ar-nes-fr1274.html,france,https://www.vivino.com/FR/en/wines/1523468,4,M. Chapoutier Cornas Les Arènes 0,"38,30",france,cornas,3497,91,40 - 50 USD,100
4,20.8,"Domaine Trénel, Viré Clessé Chardonnay, Vin de Bourgogne",https://www.i-d-s.com/dubai/domaine-tr-nel-vir-cless-chardonnay-vin-de-bourgogne-fr1261.html,france,https://www.vivino.com/FR/en/wines/144587348,4,Domaine de l'Epinet Gramont Chardonnay 0,—,france,vire-clesse,206,50,20 - 30 USD,50
5,44.85,Champagne Pommery Blue Sky with Gift Box,https://www.i-d-s.com/dubai/champagne-pommery-blue-sky-with-gift-box-cp4020.html,france,https://www.vivino.com/FR/en/wines/144910572,4,Pommery Royal Blue Sky Sur Glace Champagne 0,—,france,champagne,1190,48,40 - 50 USD,50
6,45,Bouchard Pere &amp; Fils Pommard,https://www.i-d-s.com/dubai/bouchard-pere-fils-pommard-fr2056.html,france,https://www.vivino.com/FR/en/wines/1834117,4,Bouchard Père \u0026 Fils Pommard 0,"58,00",france,pommard,1693,78,40 - 50 USD,80
7,21.65,Château De Coulaine Chinon Rouge,https://www.i-d-s.com/dubai/ch-teau-de-coulaine-chinon-rouge-fr4037.html,france,https://www.vivino.com/FR/en/wines/2754509,4,Château de la Grille Chinon Rouge 0,"19,90",france,chinon,2872,84,20 - 30 USD,90
8,505.4,"2015 Château Corbin, St Emilion",https://www.i-d-s.com/dubai/2015-ch-teau-corbin-st-emilion-fw1152.html,france,https://www.vivino.com/FR/en/wines/1545587,4,Château Grand Corbin-Despagne Saint-Émilion Grand Cru (Grand Cru Classé) 0,"31,00",france,st-emilion-grand-cru,8019,44,>100 USD,50
9,30.65,"Château Bouscaut Blanc, Pessac-Léognan Grand Cru Classé",https://www.i-d-s.com/dubai/ch-teau-bouscaut-blanc-pessac-l-ognan-grand-cru-class-fr4094.html,france,https://www.vivino.com/FR/en/wines/146945868,4,Château Bouscaut Pessac-Léognan Blanc (Grand Cru Classé de Graves) 0,"33,00",france,pessac-leognan,703,78,30 - 40 USD,80
10,16.15,"Château Lamothe-Bouscaut, Pessac-Léognan Rouge",https://www.i-d-s.com/dubai/ch-teau-lamothe-bouscaut-pessac-l-ognan-rouge-fr4097.html,france,https://www.vivino.com/FR/en/wines/3578831,4,Château Lamothe-Bouscaut Pessac-Léognan 0,"21,11",france,pessac-leognan,1945,92,10 - 20 USD,100
11,22.7,"Château Bouscaut Rouge, Pessac-Léognan Grand Cru Classé",https://www.i-d-s.com/dubai/ch-teau-bouscaut-rouge-pessac-l-ognan-grand-cru-class-fr4098.html,france,https://www.vivino.com/FR/en/wines/2064237,4,Château Bouscaut Pessac-Léognan (Grand Cru Classé de Graves) 0,"32,25",france,pessac-leognan,6679,82,20 - 30 USD,90
0,28,"Château Petit Bocq, Saint-Estèphe Cru Bourgeois Supérieur",https://www.i-d-s.com/dubai/ch-teau-petit-bocq-saint-est-phe-cru-bourgeois-sup-rieur-fr4140.html,france,https://www.vivino.com/FR/en/wines/2919964,4,Château Petit Bocq Saint-Estèphe 0,"23,90",france,saint-estephe,6556,73,20 - 30 USD,80
1,34.5,"Château Teynac, Saint-Julien",https://www.i-d-s.com/dubai/ch-teau-teynac-saint-julien-fr4148.html,france,https://www.vivino.com/FR/en/wines/1983527,4,Château Teynac Château Teynac Saint-Julien 0,"29,90",france,saint-julien,3267,75,30 - 40 USD,80
2,39.7,"Connetable De Talbot, Saint-Julien",https://www.i-d-s.com/dubai/connetable-de-talbot-saint-julien-fr4149.html,france,https://www.vivino.com/FR/en/wines/1500451,4,Château Talbot Connétable Talbot Saint-Julien 0,"28,00",france,saint-julien,15074,72,30 - 40 USD,80
3,37.95,"Sarget De Gruaud Larose, Saint-Julien",https://www.i-d-s.com/dubai/sarget-de-gruaud-larose-saint-julien-fr4150.html,france,https://www.vivino.com/FR/en/wines/1532644,4,Château Gruaud Larose Sarget de Gruaud Larose Saint-Julien 0,"31,90",france,saint-julien,17168,74,30 - 40 USD,80
4,5.8,Château L'Ermitage Cuvée Auzan Rouge,https://www.i-d-s.com/dubai/ch-teau-l-ermitage-cuv-e-auzan-rouge-fr4162.html,france,https://www.vivino.com/FR/en/wines/4007036,4,Château Ollieux Romanis Cuvée Prestige Corbières Boutenac Rouge 0,—,france,corbieres-boutenac,2557,55,0 - 10 USD,60
5,11.05,"Château Bel Evêque, Corbières",https://www.i-d-s.com/dubai/ch-teau-bel-ev-que-corbi-res-fr4287.html,france,https://www.vivino.com/FR/en/wines/3762637,4,Chateau Bel Éveque - Vins Pierre Richard Corbières Rouge 0,"15,00",france,corbieres,1321,57,10 - 20 USD,60
6,21.85,"Clos Magne Figeac, Saint Emilion",https://www.i-d-s.com/dubai/clos-magne-figeac-saint-emilion-fr1163.html,france,https://www.vivino.com/FR/en/wines/1861751,4,Clos Magne Figeac Saint-Émilion 0,—,france,saint-emilion,1600,89,20 - 30 USD,90
7,37.55,"Chateau Bellegrave Les Charmes, Pauillac",https://www.i-d-s.com/dubai/chateau-bellegrave-les-charmes-pauillac-fr1236.html,france,https://www.vivino.com/FR/en/wines/4736888,4,Château Bellegrave Les Charmes Pauillac 0,—,france,pauillac,977,94,30 - 40 USD,100
8,13.1,"Château de Haux Rouge, Premières Côtes de Bordeaux",https://www.i-d-s.com/dubai/ch-teau-de-haux-rouge-premi-res-c-tes-de-bordeaux-fr1041.html,france,https://www.vivino.com/FR/en/wines/4830464,0,Château Haut Gaudin Premières Côtes de Bordeaux Rouge 0,—,france,premieres-cotes-de-bordeaux,147,78,10 - 20 USD,80
9,26.85,"Chateau Canon Saint-Michel (Organic) L'Authentique, Canon Fronsac",https://www.i-d-s.com/dubai/chateau-canon-saint-michel-organic-l-authentique-canon-fronsac-fr1232.html,france,https://www.vivino.com/FR/en/wines/4857854,4,Vignoble Millaire Château Canon Saint-Michel l'Authentique Canon Fronsac 0,—,france,canon-fronsac,402,76,20 - 30 USD,80
10,13.45,"Chateau du Grand Plantier Caupos, Loupiac Blanc",https://www.i-d-s.com/dubai/chateau-du-grand-plantier-caupos-loupiac-blanc-fr2592.html,france,https://www.vivino.com/FR/en/wines/3194792,4,Château du Grand Plantier Loupiac 0,—,france,loupiac,392,80,10 - 20 USD,80
11,50.75,"Chateau de Vaudieu,‘Grand Vin’, Châteauneuf-du-Pape Rouge",https://www.i-d-s.com/dubai/chateau-de-vaudieu-grand-vin-ch-teauneuf-du-pape-rouge-fr1113.html,france,https://www.vivino.com/FR/en/wines/1521901,4,Château de Vaudieu Châteauneuf-du-Pape Closerie de Vaudieu Rouge 0,—,france,chateauneuf-du-pape,4393,70,50 - 60 USD,70
0,20.75,Catena Appellation Cabernet Franc,https://www.i-d-s.com/dubai/catena-appellation-cabernet-franc-ag4028.html,argentina,https://www.vivino.com/FR/en/wines/6261489,4,Catena Appellation San Carlos Cabernet Franc 0,—,argentina,san-carlos,7217,84,20 - 30 USD,90
1,12,"Salta Malbec, Bodega Colomé `Estate Series`",https://www.i-d-s.com/dubai/salta-malbec-bodega-colom-estate-series-ag4025.html,argentina,https://www.vivino.com/FR/en/wines/4609594,4,Colomé Malbec Estate 0,"26,40",argentina,valle-calchaqui,27149,49,10 - 20 USD,50
2,25.7,"`Johann’s Garden` Barossa Valley Grenache/Mataro/Shiraz, Henschke",https://www.i-d-s.com/dubai/johann-s-garden-barossa-valley-grenache-mataro-shiraz-henschke-au4036.html,australia,https://www.vivino.com/FR/en/wines/1470755,4,Penfolds Bin 138 Shiraz - Grenache - Mataro 0,—,australia,barossa-valley,8738,44,20 - 30 USD,50
3,16.8,Peter Lehmann `Black Queen' Sparkling Shiraz,https://www.i-d-s.com/dubai/peter-lehmann-black-queen-sparkling-shiraz-sw4056.html,australia,https://www.vivino.com/FR/en/wines/1599890,4,Peter Lehmann Black Queen Sparkling Shiraz 0,—,australia,barossa,955,95,10 - 20 USD,100
4,19.7,Giant Steps `Wombat Creek Vineyard` Yarra Valley Chardonnay,https://www.i-d-s.com/dubai/giant-steps-wombat-creek-vineyard-yarra-valley-chardonnay-au4044.html,australia,https://www.vivino.com/FR/en/wines/156973428,4,Giant Steps Wombat Creek Single Vineyard Chardonnay 0,—,australia,yarra-valley,317,79,10 - 20 USD,80
5,39.45,Shaw+Smith Adelaide Hills Shiraz,https://www.i-d-s.com/dubai/shaw-smith-adelaide-hills-shiraz-au4039.html,australia,https://www.vivino.com/FR/en/wines/3066889,4,Shaw + Smith Shiraz 0,"36,00",australia,adelaide-hills,5232,64,30 - 40 USD,70
6,18,"Elderton Estate Family Vineyards, Barossa Shiraz",https://www.i-d-s.com/dubai/elderton-estate-family-vineyards-barossa-shiraz-au1111.html,australia,https://www.vivino.com/FR/en/wines/3066889,4,Shaw + Smith Shiraz 0,"36,00",australia,adelaide-hills,5232,35,10 - 20 USD,40
7,18,"Elderton Estate Family Vineyards, Barossa Cabernet Sauvignon",https://www.i-d-s.com/dubai/elderton-estate-family-vineyards-barossa-cabernet-sauvignon-au1112.html,australia,https://www.vivino.com/FR/en/wines/4158916,4,Elderton The Ashmead Family Cabernet Sauvignon - Shiraz - Merlot 0,—,australia,barossa,729,60,10 - 20 USD,60
8,16.6,Voyager Estate Chardonnay,https://www.i-d-s.com/dubai/voyager-estate-chardonnay-au1159.html,australia,https://www.vivino.com/FR/en/wines/4727436,4,Voyager Estate Chardonnay 0,—,australia,margaret-river,1686,96,10 - 20 USD,100
9,19,Pirathon Silver Shiraz,https://www.i-d-s.com/dubai/pirathon-silver-shiraz-au1146.html,australia,https://www.vivino.com/FR/en/wines/1514876,4,Pirathon Silver Shiraz 0,—,australia,barossa-valley,2010,96,10 - 20 USD,100
10,24.85,Grant Burge Wines of Distinction Filsell Shiraz,https://www.i-d-s.com/dubai/grant-burge-wines-of-distinction-filsell-shiraz-au1083.html,australia,https://www.vivino.com/FR/en/wines/2199705,4,Grant Burge Filsell Shiraz 0,"28,80",australia,barossa,5842,69,20 - 30 USD,70
11,17.65,"Shaw + Smith, Sauvignon Blanc , Adelaide Hills",https://www.i-d-s.com/dubai/shaw-smith-sauvignon-blanc-adelaide-hills-au1008.html,australia,https://www.vivino.com/FR/en/wines/1791210,4,Shaw + Smith Sauvignon Blanc 0,"24,50",australia,adelaide-hills,5902,76,10 - 20 USD,80
0,38.7,"Shaw + Smith ""M3"", Chardonnay, Adelaide Hills",https://www.i-d-s.com/dubai/shaw-smith-m3-chardonnay-adelaide-hills-au1009.html,australia,https://www.vivino.com/FR/en/wines/2304522,4,Shaw + Smith M3 Chardonnay 0,—,australia,adelaide-hills,5493,74,30 - 40 USD,80
