,price_usd,Name,IDS link,country,vivino_url,vivino_rating,vivino_name,vivino_price,vivino_country,vivino_region,nb_ratings,confidence,price_bucket,confidence bucket
4,21.8,"Château Macquin, Saint-Georges-Saint-Émilion, Bordeaux",https://www.i-d-s.com/dubai/ch-teau-macquin-saint-georges-saint-milion-bordeaux-fr1049.html,france,https://www.vivino.com/FR/en/wines/1911504,3.8,Château Macquin Saint-Georges-Saint-Émilion 0,"13,90",france,saint-georges-saint-emilion,7734,89,20 - 30 USD,90
5,36.8,"Chablis, Jean-Marc Brocard",https://www.i-d-s.com/dubai/chablis-jean-marc-brocard-fr1071.html,france,https://www.vivino.com/FR/en/wines/1582157,3.8,Jean-Marc Brocard Domaine Sainte Claire Chablis 0,"19,80",france,chablis,12546,45,30 - 40 USD,50
6,11.45,Vouvray Demi Sec Les Coteaux Tufiers,https://www.i-d-s.com/dubai/vouvray-demi-sec-les-coteaux-tufiers-fr1086.html,france,https://www.vivino.com/FR/en/wines/7042100,3.8,Les Coteaux Tufiers Vouvray Demi-Sec 0,—,france,vouvray,962,51,10 - 20 USD,60
7,4.75,Kaiken Terroirs Series Vistaflores Malbec/Bonarda/Petit Verdot,https://www.i-d-s.com/dubai/kaiken-terroirs-series-vistaflores-malbec-bonarda-petit-verdot-ag4013.html,argentina,https://www.vivino.com/FR/en/wines/1492539,3.8,Kaiken Malbec - Bonarda - Petit Verdot 0,"12,75",argentina,mendoza,6751,63,0 - 10 USD,70
8,18.45,"Altos Las Hormigas Malbec Reserve,Valle de Uco",https://www.i-d-s.com/dubai/altos-las-hormigas-malbec-reserve-valle-de-uco-ag4020.html,argentina,https://www.vivino.com/FR/en/wines/4006258,3.8,Altos Las Hormigas Malbec Reserve 0,"38,96",argentina,valle-de-uco,5806,84,10 - 20 USD,90
9,9.1,"Kaiken Chardonnay ""Ultra""",https://www.i-d-s.com/dubai/kaiken-chardonnay-ultra-ag1050.html,argentina,https://www.vivino.com/FR/en/wines/3395519,3.8,Kaiken Ultra Chardonnay 0,"17,45",argentina,mendoza,3790,72,0 - 10 USD,80
10,7.35,"Peter Lehmann Masters, Barossa Valley Botrytis Sémillon",https://www.i-d-s.com/dubai/peter-lehmann-masters-barossa-valley-botrytis-s-millon-dw4019.html,australia,https://www.vivino.com/FR/en/wines/4714323,3.8,Peter Lehmann Botrytis Semillon 0,—,australia,barossa-valley,459,68,0 - 10 USD,70
11,16.05,"D'Arenberg Peppermint Paddock, Sparkling Shiraz",https://www.i-d-s.com/dubai/d-arenberg-peppermint-paddock-sparkling-shiraz-sw1041.html,australia,https://www.vivino.com/FR/en/wines/1542875,3.8,d'Arenberg The Peppermint Paddock Chambourcin 0,—,australia,mclaren-vale,1081,74,10 - 20 USD,80
0,19.99,Jansz Premium Cuvee NV,https://www.i-d-s.com/dubai/jansz-premium-cuvee-nv-sw4054.html,australia,https://www.vivino.com/FR/en/wines/1586414,3.8,Jansz Premium Cuvée 0,"27,40",australia,tasmania,4611,88,10 - 20 USD,90
1,30.1,Penfolds Bin 2 Shiraz Mataro&nbsp; ,https://www.i-d-s.com/dubai/penfolds-bin-2-shiraz-mataro-au2039.html,australia,https://www.vivino.com/FR/en/wines/1649793,3.8,Penfolds Bin 2 Shiraz - Mataro 0,"39,06",australia,south-australia,14484,87,30 - 40 USD,90
2,34.41,"Elderton 'Ashmead' Single Vineyard, Cabernet Sauvignon",https://www.i-d-s.com/dubai/elderton-ashmead-single-vineyard-cabernet-sauvignon-au1116.html,australia,https://www.vivino.com/FR/en/wines/1469019,3.8,San Pedro 1865 Single Vineyard Cabernet Sauvignon 0,—,chile,maipo-valley,12770,76,30 - 40 USD,80
3,8.99,Little Ripples Cabernet Sauvignon,https://www.i-d-s.com/dubai/little-ripples-cabernet-sauvignon-au4077.html,australia,https://www.vivino.com/FR/en/wines/163947720,3.8,Little Ripples Cabernet Sauvignon 0,—,australia,new-south-wales,47,97,0 - 10 USD,100
4,15.3,Voyager Chenin Blanc,https://www.i-d-s.com/dubai/voyager-chenin-blanc-au1158.html,australia,https://www.vivino.com/FR/en/wines/1880983,3.8,Voyager Estate Chenin Blanc 0,—,australia,margaret-river,760,82,10 - 20 USD,90
5,17.05,Vasse Felix Filius Chardonnay,https://www.i-d-s.com/dubai/vasse-felix-filius-chardonnay-au1156.html,australia,https://www.vivino.com/FR/en/wines/18430150,3.8,Vasse Felix Filius Chardonnay 0,"21,90",australia,margaret-river,4418,97,10 - 20 USD,100
6,15.75,Jim Barry Watervale Riesling,https://www.i-d-s.com/dubai/jim-barry-watervale-riesling-au1145.html,australia,https://www.vivino.com/FR/en/wines/1504351,3.8,Jim Barry Watervale Riesling 0,—,australia,clare-valley,4550,97,10 - 20 USD,100
7,14.15,"Jim Barry Cover Drive, Cabernet Sauvignon",https://www.i-d-s.com/dubai/jim-barry-cover-drive-cabernet-sauvignon-au1141.html,australia,https://www.vivino.com/FR/en/wines/1560299,3.8,Jim Barry The Cover Drive Cabernet Sauvignon 0,—,australia,clare-valley,6552,92,10 - 20 USD,100
8,14.85,Rag &amp; Bone Riesling  ,https://www.i-d-s.com/dubai/rag-bone-riesling-au1107.html,australia,https://www.vivino.com/FR/en/wines/25095096,3.8,Magpie Estate Rag \u0026 Bone Riesling 0,—,australia,eden-valley,647,58,10 - 20 USD,60
9,9.75,Xanadu Circa 77 Cabernet. Sauvignon,https://www.i-d-s.com/dubai/xanadu-circa-77-cabernet-sauvignon-au1095.html,australia,https://www.vivino.com/FR/en/wines/172045113,3.8,Xanadu Circa 77 Cabernet Sauvignon 0,—,australia,margaret-river,82,96,0 - 10 USD,100
10,29.6,Mount Horrocks `Watervale` Clare Valley Semillon,https://www.i-d-s.com/dubai/mount-harrocks-watervale-clare-valley-semillon-au4019.html,australia,https://www.vivino.com/FR/en/wines/4744821,3.8,Mount Horrocks Watervale Riesling 0,"19,80",australia,clare-valley,887,72,20 - 30 USD,80
11,27.95,"Cullen `Mangan Vineyard` Sauvignon Blanc/Semillon, Margaret River",https://www.i-d-s.com/dubai/cullen-mangan-vineyard-sauvignon-blanc-semillon-margaret-river-au4001.html,australia,https://www.vivino.com/FR/en/wines/4907548,3.8,Cullen Mangan Vineyard Sauvignon Blanc - Sémillon 0,"24,09",australia,margaret-river,1294,79,20 - 30 USD,80
0,15.3,"Three Lions, Great Southern Chardonnay",https://www.i-d-s.com/dubai/three-lions-great-southern-chardonnay-au4005.html,australia,https://www.vivino.com/FR/en/wines/22231663,3.8,Plantagenet Three Lions Chardonnay 0,—,australia,great-southern,355,59,10 - 20 USD,60
1,19.8,Peter Lehmann `The Barossan' Grenache,https://www.i-d-s.com/dubai/peter-lehmann-the-barossan-grenache-au4034.html,australia,https://www.vivino.com/FR/en/wines/159296338,3.8,Peter Lehmann THE Barossan Grenache 0,—,australia,barossa-valley,448,95,10 - 20 USD,100
2,42.7,Mount Horrocks Clare Valley Shiraz,https://www.i-d-s.com/dubai/mount-horrocks-clare-valley-shiraz-au4023.html,australia,https://www.vivino.com/FR/en/wines/2960412,3.8,Mount Horrocks Shiraz 0,—,australia,clare-valley,525,74,40 - 50 USD,80
3,11.1,d'Arenberg The Stump Jump White,https://www.i-d-s.com/dubai/d-arenberg-the-stump-jump-white-au1000.html,australia,https://www.vivino.com/FR/en/wines/2230067,3.8,d'Arenberg The Stump Jump White Blend 0,"8,98",australia,mclaren-vale,4458,89,10 - 20 USD,90
4,15.65,d'Arenberg The Hermit Crab Marsanne/Viognier,https://www.i-d-s.com/dubai/d-arenberg-the-hermit-crab-marsanne-viognier-au1002.html,australia,https://www.vivino.com/FR/en/wines/2463504,3.8,d'Arenberg The Hermit Crab Viognier - Marsanne 0,—,australia,mclaren-vale,6476,76,10 - 20 USD,80
5,23.95,"Peter Lehmann Masters, Margaret Semillon, Barossa Valley",https://www.i-d-s.com/dubai/peter-lehmann-masters-margaret-semillon-barossa-valley-au1004.html,australia,https://www.vivino.com/FR/en/wines/2055659,3.8,Peter Lehmann The Master's Collection Margaret Semillon 0,—,australia,barossa,911,71,20 - 30 USD,80
6,33.35,"Clonakilla ""Hilltops"", Shiraz",https://www.i-d-s.com/dubai/clonakilla-hilltops-shiraz-au1025.html,australia,https://www.vivino.com/FR/en/wines/1998779,3.8,Clonakilla Hilltops Shiraz 0,—,australia,hilltops,3019,91,30 - 40 USD,100
7,17.8,"Primus Cabernet Sauvignon, Maipo Valley",https://www.i-d-s.com/dubai/primus-cabernet-sauvignon-maipo-valley-ch2007.html,chile,https://www.vivino.com/FR/en/wines/3684408,3.8,Primus Cabernet Sauvignon 0,—,chile,maipo-valley,4382,79,10 - 20 USD,80
8,7.5,"Montes Alpha Merlot, Colchagua",https://www.i-d-s.com/dubai/montes-alpha-merlot-colchagua-ch4014.html,chile,https://www.vivino.com/FR/en/wines/1544622,3.8,Montes Montes Alpha Merlot 0,—,chile,colchagua-valley,10836,69,0 - 10 USD,70
9,20.6,"Sileni Estates ‘The Lodge’ Grand Reserve Chardonnay, Hawke’s Bay",https://www.i-d-s.com/dubai/sileni-estates-the-lodge-grand-reserve-chardonnay-hawke-s-bay-nz1002.html,new_zealand,https://www.vivino.com/FR/en/wines/166042822,3.8,Sileni Estates Lodge Grand Reserve Chardonnay 0,"19,55",new-zealand,hawkes-bay,526,83,20 - 30 USD,90
10,14.9,Villa Maria Private Bin Dry Riesling,https://www.i-d-s.com/dubai/villa-maria-private-bin-dry-riesling-nz1008.html,new_zealand,https://www.vivino.com/FR/en/wines/3687183,3.8,Villa Maria Private Bin Dry Riesling 0,—,new-zealand,marlborough,2925,97,10 - 20 USD,100
11,8.65,Elgin Vintners Sauvignon Blanc,https://www.i-d-s.com/dubai/elgin-vintners-sauvignon-blanc-za4076.html,south_africa,https://www.vivino.com/FR/en/wines/37592285,3.8,Elgin Vintners Sauvignon Blanc 0,—,south-africa,elgin,526,97,0 - 10 USD,100
0,13.05,Elgin Vintners Merlot,https://www.i-d-s.com/dubai/elgin-vintners-merlot-za4078.html,south_africa,https://www.vivino.com/FR/en/wines/4610026,3.8,Elgin Vintners Merlot 0,—,south-africa,elgin,348,95,10 - 20 USD,100
1,6.55,Front Row Chenin Blanc/Roussanne,https://www.i-d-s.com/dubai/front-row-chenin-blanc-roussanne-za4024.html,south_africa,https://www.vivino.com/FR/en/wines/154167849,3.8,Front Row Chenin Blanc - Roussanne 0,—,south-africa,swartland,128,91,0 - 10 USD,100
0,7.3,Babylon's Peak Shiraz/Carignan,https://www.i-d-s.com/dubai/babylon-s-peak-shiraz-carignan-za4058.html,south_africa,https://www.vivino.com/FR/en/wines/2577853,3.8,Babylon's Peak Shiraz - Carignan 0,"17,50",south-africa,swartland,1142,91,0 - 10 USD,100
1,8.75,Cloof Very Sexy Shiraz,https://www.i-d-s.com/dubai/cloof-very-sexy-shiraz-za4064.html,south_africa,https://www.vivino.com/FR/en/wines/2559010,3.8,Cloof The Very Sexy Shiraz 0,"11,95",south-africa,darling,4105,88,0 - 10 USD,90
2,5.35,Neil Joubert Patrysbult Pinotage,https://www.i-d-s.com/dubai/neil-joubert-patrysbult-pinotage-za4012.html,south_africa,https://www.vivino.com/FR/en/wines/109096929,3.8,Niel Joubert Patrysbult Pinotage 0,—,south-africa,paarl,1653,94,0 - 10 USD,100
3,8.45,"Fairview Pinotage, Paarl",https://www.i-d-s.com/dubai/fairview-pinotage-paarl-za4066.html,south_africa,https://www.vivino.com/FR/en/wines/2228991,3.8,Fairview Pinotage 0,—,south-africa,paarl,4645,84,0 - 10 USD,90
4,9,"The Spice Route Mourvèdre, Swartland",https://www.i-d-s.com/dubai/the-spice-route-mourv-dre-swartland-za4059.html,south_africa,https://www.vivino.com/FR/en/wines/2253488,3.8,Spice Route Mourvèdre 0,—,south-africa,swartland,1078,75,0 - 10 USD,80
5,19.45,Ernie Els Big Easy Red Blend,https://www.i-d-s.com/dubai/ernie-els-big-easy-red-blend-za2017.html,south_africa,https://www.vivino.com/FR/en/wines/1826591,3.8,Ernie Els Big Easy Red 0,"33,50",south-africa,western-cape,7000,88,10 - 20 USD,90
6,8.75,Mooiplaas The Coco Merlot,https://www.i-d-s.com/dubai/mooiplaas-the-coco-merlot-za1015.html,south_africa,https://www.vivino.com/FR/en/wines/1826747,3.8,Mooiplaas Wine Estate The Coco Chocolate Merlot 0,—,south-africa,stellenbosch,2747,68,0 - 10 USD,70
7,8.75,Mooiplaas 'The Bean' Pinotage,https://www.i-d-s.com/dubai/mooiplaas-the-bean-pinotage-za1014.html,south_africa,https://www.vivino.com/FR/en/wines/1927880,3.8,Mooiplaas Wine Estate The Bean Coffee Pinotage 0,—,south-africa,stellenbosch,4493,70,0 - 10 USD,70
8,8.95,"Front Row Shiraz/Mourvèdre/Viognier, Swartland",https://www.i-d-s.com/dubai/front-row-shiraz-mourv-dre-viognier-swartland-za4052.html,south_africa,https://www.vivino.com/FR/en/wines/161925921,3.8,The Wedge Shiraz - Mourvedre - Viognier 0,—,south-africa,swartland,742,62,0 - 10 USD,70
9,13.35,Mooiplaas Pinotage,https://www.i-d-s.com/dubai/mooiplaas-pinotage-za1053.html,south_africa,https://www.vivino.com/FR/en/wines/1927880,3.8,Mooiplaas Wine Estate The Bean Coffee Pinotage 0,—,south-africa,stellenbosch,4493,55,10 - 20 USD,60
10,14.75,Mooiplaas Cabernet Sauvignon,https://www.i-d-s.com/dubai/mooiplaas-cabernet-sauvignon-za1017.html,south_africa,https://www.vivino.com/FR/en/wines/4301052,3.8,Mooiplaas Wine Estate Cabernet Sauvignon 0,—,south-africa,stellenbosch,660,80,10 - 20 USD,80
11,11.95,Nederburg Private Collection Shiraz,https://www.i-d-s.com/dubai/nederburg-private-collection-shiraz-za1032.html,south_africa,https://www.vivino.com/FR/en/wines/158966890,3.8,Nederburg Private Collection Shiraz 0,—,south-africa,western-cape,226,97,10 - 20 USD,100
0,26.05,Henners Native Grace Chardonnay 2018,https://www.i-d-s.com/dubai/henners-native-grace-chardonnay-2018-en2000.html,uk,https://www.vivino.com/FR/en/wines/166743565,3.8,Henners Native Grace Barrel Chardonnay 2018 2018,—,united-kingdom,england,76,86,20 - 30 USD,90
1,11.45,"Fog Mountian, Cabernet Sauvignon",https://www.i-d-s.com/dubai/fog-mountian-cabernet-sauvignon-us4005.html,usa,https://www.vivino.com/FR/en/wines/4253177,3.8,Fog Mountain Cabernet Sauvignon 0,—,united-states,california,1138,92,10 - 20 USD,100
2,19.7,"La Crema Chardonnay, Monterey",https://www.i-d-s.com/dubai/la-crema-chardonnay-monterey-us2062.html,usa,https://www.vivino.com/FR/en/wines/2029836,3.8,La Crema Monterey Chardonnay 0,—,united-states,monterey,8216,68,10 - 20 USD,70
3,24.2,"Cambria Estate ""Julia's Vineyard"" Pinot Noir",https://www.i-d-s.com/dubai/cambria-estate-julia-s-vineyard-pinot-noir-us2111.html,usa,https://www.vivino.com/FR/en/wines/2907516,3.8,Cambria Pinot Noir Julia's Vineyard 0,"57,10",united-states,santa-maria-valley,8986,67,20 - 30 USD,70
4,19.05,"Kendall-Jackson Vintner's Reserve Cabernet Sauvignon, Sonoma County",https://www.i-d-s.com/dubai/kendall-jackson-vintner-s-reserve-cabernet-sauvignon-california-us2090.html,usa,https://www.vivino.com/FR/en/wines/1606885,3.8,Kendall-Jackson Vintner's Reserve Cabernet Sauvignon 0,"46,07",united-states,sonoma-county,23376,88,10 - 20 USD,90
5,13.98,"Kendall-Jackson Vintner's Reserve Zinfandel, Mendocino",https://www.i-d-s.com/dubai/kendall-jackson-vintner-s-reserve-zinfandel-mendocino-us2069.html,usa,https://www.vivino.com/FR/en/wines/1661845,3.8,Kendall-Jackson Vintner's Reserve Zinfandel 0,"32,38",united-states,mendocino-county,12124,89,10 - 20 USD,90
6,9.08,Obsession Symphony,https://www.i-d-s.com/dubai/obsession-symphony-us1090.html,usa,https://www.vivino.com/FR/en/wines/1522848,3.8,Ironstone Obsession Symphony 0,—,united-states,california,4924,75,0 - 10 USD,80
7,11.54,"Fog Mountain, Merlot",https://www.i-d-s.com/dubai/fog-mountain-merlot-us4004.html,usa,https://www.vivino.com/FR/en/wines/4710285,3.8,Fog Mountain Merlot 0,—,united-states,california,585,93,10 - 20 USD,100
8,18.8,Caymus Conundrum White Blend,https://www.i-d-s.com/dubai/caymus-conundrum-white-blend-us4031.html,usa,https://www.vivino.com/FR/en/wines/1554012,3.8,Conundrum White Blend 0,—,united-states,california,19253,82,10 - 20 USD,90
9,4.31,Barefoot Moscato,https://www.i-d-s.com/dubai/barefoot-moscato-us2230.html,usa,https://www.vivino.com/FR/en/wines/1562544,3.8,Barefoot Moscato 0,—,united-states,california,19470,94,0 - 10 USD,100
10,17.61,"La Crema Pinot Noir, Monterey",https://www.i-d-s.com/dubai/la-crema-pinot-noir-monterey-us2064.html,usa,https://www.vivino.com/FR/en/wines/1790385,3.8,La Crema Monterey Pinot Noir 0,"53,96",united-states,monterey,19434,68,10 - 20 USD,70
11,17.85,"Cambria Estate ""Katherine's Vineyard"" Chardonnay",https://www.i-d-s.com/dubai/cambria-estate-katherine-s-vineyard-chardonnay-us2105.html,usa,https://www.vivino.com/FR/en/wines/2704236,3.8,Cambria Chardonnay Katherine's Vineyard 0,"45,02",united-states,santa-maria-valley,6366,70,10 - 20 USD,70
0,14.16,"Nielson Chardonnay, Santa Barbara",https://www.i-d-s.com/dubai/nielson-chardonnay-santa-barbara-us2119.html,usa,https://www.vivino.com/FR/en/wines/4725935,3.8,Nielson Santa Barbara County Chardonnay 0,"17,95",united-states,santa-barbara-county,1375,57,10 - 20 USD,60
1,19.6,Francis Ford Coppola Merlot Diamond,https://www.i-d-s.com/dubai/francis-ford-coppola-merlot-diamond-us2008.html,usa,https://www.vivino.com/FR/en/wines/1529040,3.8,Francis Ford Coppola Winery Diamond Collection Merlot 0,"25,90",united-states,california,15882,69,10 - 20 USD,70
2,14.15,Wente Vineyards Sandstone Merlot,https://www.i-d-s.com/dubai/wente-vineyards-sandstone-merlot-us1029.html,usa,https://www.vivino.com/FR/en/wines/3154510,3.8,Wente Vineyards Sandstone Merlot 0,"15,86",united-states,central-coast,5266,97,10 - 20 USD,100
3,23.5,Ironstone Vineyards Reserve Cabernet Sauvignon,https://www.i-d-s.com/dubai/ironstone-vineyards-reserve-cabernet-sauvignon-us1035.html,usa,https://www.vivino.com/FR/en/wines/2136146,3.8,Pascual Toso Reserve Cabernet Sauvignon (Barrancas Vineyards) 0,—,argentina,mendoza,4740,57,20 - 30 USD,60
4,20.2,Korrell Riesling Beerenauslese,https://www.i-d-s.com/dubai/korrell-riesling-beerenauslese-dw4015.html,germany,https://www.vivino.com/FR/en/wines/4834254,3.8,Korrell Riesling vom Tonmergel 0,—,germany,nahe,1064,68,20 - 30 USD,70
5,3.15,Klostor Liebfraumilch,https://www.i-d-s.com/dubai/klostor-liebfraumilch-ge4054.html,germany,https://www.vivino.com/FR/en/wines/4273046,3.8,Klostor Liebfraumilch 0,—,germany,nahe,184,95,0 - 10 USD,100
6,14.85,Alde Gott Ausblick Grauburgunder Spätlese Trocken,https://www.i-d-s.com/dubai/alde-gott-ausblick-grauburgunder-sp-tlese-trocken-ge4021.html,germany,https://www.vivino.com/FR/en/wines/3906818,3.8,Alde Gott Spätburgunder Spätlese Trocken 0,—,germany,baden,410,81,10 - 20 USD,90
7,26.45,Alde Gott Ausblick Spätburgunder Spätlese Von Alten Reben Trocken,https://www.i-d-s.com/dubai/alde-gott-ausblick-sp-tburgunder-sp-tlese-von-alten-reben-trocken-ge4023.html,germany,https://www.vivino.com/FR/en/wines/143026876,3.8,Alde Gott Von Alten Reben Spätburgunder Spätlese Trocken 0,—,germany,baden,273,70,20 - 30 USD,70
8,14,Hofkeller Würzburg Silvaner Würzburger Stein Erste Lage Vdp,https://www.i-d-s.com/dubai/hofkeller-w-rzburg-silvaner-w-rzburger-stein-erste-lage-vdp-ge4028.html,germany,https://www.vivino.com/FR/en/wines/157959550,3.8,Juliusspital Würzburger Stein VDP. Erste Lage Silvaner Trocken 0,—,germany,franken,1655,57,10 - 20 USD,60
9,13.45,Hofkeller Würzburg Riesling Würzburger Innerer Leiste,https://www.i-d-s.com/dubai/hofkeller-w-rzburg-riesling-w-rzburger-innerer-leiste-ge4029.html,germany,https://www.vivino.com/FR/en/wines/155100220,3.8,Staatlicher Hofkeller Würzburger Innere Leiste Riesling 0,—,germany,franken,183,62,10 - 20 USD,70
10,10.5,Schwedhelm Dornfelder,https://www.i-d-s.com/dubai/schwedhelm-dornfelder-ge4042.html,germany,https://www.vivino.com/FR/en/wines/165589479,3.8,Schwedhelm Zellertal Dornfelder 0,—,germany,pfalz,44,78,10 - 20 USD,80
11,8.5,J. Baumer Riesling QBA,https://www.i-d-s.com/dubai/j-baumer-riesling-qba-ge1001.html,germany,https://www.vivino.com/FR/en/wines/1520604,3.8,J. Bäumer Riesling 0,—,germany,rheingau,4028,86,0 - 10 USD,90
0,14.05,Valdipiatta Vino Nobile di Montepulciano,https://www.i-d-s.com/dubai/valdipiatta-vino-nobile-di-montepulciano-it4109.html,italy,https://www.vivino.com/FR/en/wines/1481828,3.8,Valdipiatta Vino Nobile di Montepulciano 0,"47,15",italy,vino-nobile-di-montepulciano,2643,98,10 - 20 USD,100
1,5.3,Il Faggio Montepulciano D'Abruzzo,https://www.i-d-s.com/dubai/il-faggio-montepulciano-d-abruzzo-it4004.html,italy,https://www.vivino.com/FR/en/wines/1581999,3.8,Il Faggio Montepulciano d'Abruzzo 0,—,italy,montepulciano-dabruzzo,3042,97,0 - 10 USD,100
2,5.4,Gran Sasso Montepulciano,https://www.i-d-s.com/dubai/gran-sasso-montepulciano-it4005.html,italy,https://www.vivino.com/FR/en/wines/160005302,3.8,Gran Sasso Terra Vera Edizione Limitada Montepulciano d'Abruzzo Colline Teramane 0,—,italy,montepulciano-dabruzzo-colline-teramane,4930,45,0 - 10 USD,50
3,7.55,Farnese Fantini Cuvee Bianco Brut,https://www.i-d-s.com/dubai/farnese-fantini-cuvee-bianco-brut-sw4012.html,italy,https://www.vivino.com/FR/en/wines/7806591,3.8,Fantini Fantini Gran Cuvée Bianco 0,—,italy,abruzzo,1016,71,0 - 10 USD,80
4,6.85,Batasiolo Barbera D'Alba Doc Sovrana,https://www.i-d-s.com/dubai/batasiolo-barbera-d-alba-doc-sovrana-it4044.html,italy,https://www.vivino.com/FR/en/wines/1499169,3.8,Batasiolo Barbera d'Alba Sovrana 0,—,italy,barbera-dalba,14835,91,0 - 10 USD,100
5,9.15,"Feudo Maccari Olli Grillo, Sicilia DOC",https://www.i-d-s.com/dubai/feudo-maccari-olli-grillo-sicilia-doc-it2024.html,italy,https://www.vivino.com/FR/en/wines/155582738,3.8,Feudo Maccari Olli 0,—,italy,sicilia,2225,66,0 - 10 USD,70
6,6.4,Poggiotondo Organic Vermentino,https://www.i-d-s.com/dubai/poggiotondo-organic-vermentino-it4086.html,italy,https://www.vivino.com/FR/en/wines/167865497,3.8,Poggiotondo Poggiotondo Vermentino Delle Conchiglie Organic 0,—,italy,tuscany,134,57,0 - 10 USD,60
7,11.05,Poggiotondo Chianti Classico Terre Di Cresci,https://www.i-d-s.com/dubai/poggiotondo-chianti-classico-terre-di-cresci-it4102.html,italy,https://www.vivino.com/FR/en/wines/167865497,3.8,Poggiotondo Poggiotondo Vermentino Delle Conchiglie Organic 0,—,italy,tuscany,134,48,10 - 20 USD,50
8,21.9,Banfi 'Belnero' Toscana,https://www.i-d-s.com/dubai/banfi-belnero-toscana-it2010.html,italy,https://www.vivino.com/FR/en/wines/1539539,3.8,Banfi Belnero (Proprietor's Reserve) 0,"22,86",italy,tuscany,8454,56,20 - 30 USD,60
9,10.7,Castello Vicchiomaggio San Jacopo Chianti Classico,https://www.i-d-s.com/dubai/castello-vicchiomaggio-san-jacopo-chianti-classico-it1203.html,italy,https://www.vivino.com/FR/en/wines/1472085,3.8,Castello Vicchiomaggio San Jacopo Chianti Classico 0,"15,98",italy,chianti-classico,4018,98,10 - 20 USD,100
10,14.75,Castello Vicchiomaggio San Jacopo Vin Santo,https://www.i-d-s.com/dubai/castello-vicchiomaggio-san-jacopo-vin-santo-dw1011.html,italy,https://www.vivino.com/FR/en/wines/1472085,3.8,Castello Vicchiomaggio San Jacopo Chianti Classico 0,"15,98",italy,chianti-classico,4018,82,10 - 20 USD,90
11,12.36,Cristina Ascheri Langhe Arneis DOC,https://www.i-d-s.com/dubai/cristina-ascheri-langhe-arneis-doc-it4036.html,italy,https://www.vivino.com/FR/en/wines/2498287,3.8,Ascheri Arneis Langhe 0,—,italy,langhe,1184,56,10 - 20 USD,60
0,30.65,La Giustiniana Gavi Di Gavi `Montessora`,https://www.i-d-s.com/dubai/la-giustiniana-gavi-di-gavi-montessora-it4038.html,italy,https://www.vivino.com/FR/en/wines/2309560,3.8,La Monetta Gavi del Comune di Gavi 0,"13,49",italy,gavi,4903,50,30 - 40 USD,50
1,10.15,Fattoria Selvapiana Chianti Rufina,https://www.i-d-s.com/dubai/fattoria-selvapiana-chianti-rufina-it4099.html,italy,https://www.vivino.com/FR/en/wines/4129239,3.8,Selvapiana Chianti Rufina 0,"12,00",italy,chianti-rufina,13573,82,10 - 20 USD,90
2,28.85,Felsina Berardenga Chianti Classico,https://www.i-d-s.com/dubai/felsina-berardenga-chianti-classico-it4108.html,italy,https://www.vivino.com/FR/en/wines/1518668,3.8,Fèlsina Berardenga Chianti Classico 0,"16,96",italy,chianti-classico,26118,94,20 - 30 USD,100
3,16.6,La Marca Prosecco,https://www.i-d-s.com/dubai/la-marca-prosecco-sw2035.html,italy,https://www.vivino.com/FR/en/wines/1354668,3.8,La Marca Prosecco 0,—,italy,prosecco,31924,94,10 - 20 USD,100
4,15.9,"Santa Margherita, Sparkling Rosè",https://www.i-d-s.com/dubai/santa-margherita-sparkling-ros-sw1051.html,italy,https://www.vivino.com/FR/en/wines/166164685,3.8,Santa Margherita Brut Rosé 0,"19,49",italy,vino-da-tavola,2687,73,10 - 20 USD,80
5,15.9,"Santa Margherita, Prosecco DOCG",https://www.i-d-s.com/dubai/santa-margherita-prosecco-docg-sw1050.html,italy,https://www.vivino.com/FR/en/wines/1650248,3.8,Santa Margherita Valdobbiadene Prosecco Superiore 0,"12,56",italy,conegliano-valdobbiadene-prosecco-superiore,13705,66,10 - 20 USD,70
6,19.25,Vesevo Greco Di Tufo Docg,https://www.i-d-s.com/dubai/vesevo-greco-di-tufo-docg-it4019.html,italy,https://www.vivino.com/FR/en/wines/1469698,3.8,Vesevo Greco di Tufo 0,—,italy,greco-di-tufo,2401,89,10 - 20 USD,90
7,11.8,Vigneti Del Salento I Muri Primitivo,https://www.i-d-s.com/dubai/vigneti-del-salento-i-muri-primitivo-it4055.html,italy,https://www.vivino.com/FR/en/wines/2654536,3.8,Vigneti del Salento Primitivo I Muri 0,—,italy,puglia,25680,78,10 - 20 USD,80
0,13.45,Vigneto Del Vulture Aglianico Pipoli,https://www.i-d-s.com/dubai/vigneto-del-vulture-aglianico-pipoli-it4018.html,italy,https://www.vivino.com/FR/en/wines/1475143,3.8,Vigneti del Vulture Pipoli Aglianico del Vulture 0,—,italy,aglianico-del-vulture,14491,70,10 - 20 USD,70
1,19.2,Ascheri Langhe Nebbiolo DOC San Giacomo,https://www.i-d-s.com/dubai/cristina-ascheri-langhe-arneis-doc-it1002.html,italy,https://www.vivino.com/FR/en/wines/4735602,3.8,Ascheri Nebbiolo Langhe S. Giacomo 0,—,italy,langhe,1234,72,10 - 20 USD,80
2,17.6,Contrada Monte San Nicolo Etna Bianco (Organic),https://www.i-d-s.com/dubai/etna-bianco-fondo-filara-organic-it1006.html,italy,https://www.vivino.com/FR/en/wines/165572812,3.8,Nicosia Contrada Monte San Nicolò Etna Bianco 0,—,italy,etna,110,79,10 - 20 USD,80
