prix,name,country,vivino_url,vivino_rating
14.9,Tinpot Hut Sauvignon Blanc,new_zealand,https://www.vivino.com/FR/en/wines/3337436,4.1
79.8,Ata Rangi Pinot Noir,new_zealand,https://www.vivino.com/FR/en/wines/2285900,4.1
13.35,Villa Maria Private Bin Sauvignon Blanc,new_zealand,https://www.vivino.com/FR/en/wines/1694639,4.1
30.15,"Fairview `The Beacon`Shiraz, Swartland",south_africa,https://www.vivino.com/FR/en/wines/2225412,4.1
32.25,Chapel Down Classic Non-Vintage Brut,uk,https://www.vivino.com/FR/en/wines/153087394,4.1
16.7,Henners Gardner Street Classic,uk,https://www.vivino.com/FR/en/wines/168489764,4.1
40.55,Stag's Leap Wine Cellars 'Karia' Chardonnay,usa,https://www.vivino.com/FR/en/wines/1962639,4.1
23.2,Wente Vineyards Charles Wetmore Cabernet Sauvignon,usa,https://www.vivino.com/FR/en/wines/165019053,4.1
9.2,Zonin Moscato,italy,https://www.vivino.com/FR/en/wines/154653261,4.1
17.6,Cà Dei Frati 'I Frati' Lugana,italy,https://www.vivino.com/FR/en/wines/1779756,4.1
56.05,"Barolo 'La Morra', Corino Giovanni di Corino Giuliano",italy,https://www.vivino.com/FR/en/wines/3119587,4.1
32.85,"Poggio al Tesoro, 'Il Seggio' Bolgheri, Tuscany",italy,https://www.vivino.com/FR/en/wines/154873868,4.1
48.5,Bottega Brunello Di Montalcino,italy,https://www.vivino.com/FR/en/wines/1658042,4.1
58.4,Ferrari Perlé Rosé Riserva,italy,https://www.vivino.com/FR/en/wines/156126718,4.1
15.9,Vins El Cep Clot Del Roure Xarel-Lo,spain,https://www.vivino.com/FR/en/wines/3286066,4.1
10.7,Vins El Cep Gr5 Senders Negre De Terrer( Tempranillo/Cabernet/Merlot/Syrah),spain,https://www.vivino.com/FR/en/wines/1484909,4.1
52.8,Marques De Murrieta 'Capellania'&nbsp; Blanco Reserva,spain,https://www.vivino.com/FR/en/wines/1536248,4.1
28.4,Merum Priorati Ardiles Priorat,spain,https://www.vivino.com/FR/en/wines/2841614,4.1
22.2,Teliani Valley Glekhuri Kisiskhevi Saperavi Qvevri,rest-of-the-world,https://www.vivino.com/FR/en/wines/147680482,4.1
75.6,"Domaine Daniel-Etienne Defaix, Chablis Vieilles Vignes",france,https://www.vivino.com/FR/en/wines/2046593,4
1342.28,"2019 ""Brulieres"" De Beychevelle, Haut-Medoc",france,https://www.vivino.com/FR/en/wines/3049571,4
2025.288,"2015 Chateau Beychevelle ""Amiral De Beychevelle"" St. Julien",france,https://www.vivino.com/FR/en/wines/1674282,4
45.35,Savigny Les Beaune Antoine Geoffroy,france,https://www.vivino.com/FR/en/wines/4789464,4
45.1,"M.Chapoutier, Cornas 'Les Arènes'",france,https://www.vivino.com/FR/en/wines/1523468,4
50.8,"M.Chapoutier, Châteauneuf-du-Pape 'La Bernardine' Blanc",france,https://www.vivino.com/FR/en/wines/1572945,4
22.85,"Domaine Trénel, Viré Clessé Chardonnay, Vin de Bourgogne",france,https://www.vivino.com/FR/en/wines/144587348,4
1478.992,"2015 Château Corbin, St Emilion",france,https://www.vivino.com/FR/en/wines/1545587,4
12.6,Château Turcaud Le Rosé,france,https://www.vivino.com/FR/en/wines/2865859,4
47.6,"Domaine Laroche, Chablis 1er Cru `Les Vaudevey`",france,https://www.vivino.com/FR/en/wines/1597743,4
9.65,Domaine La Font De Notre Dame Lirac,france,https://www.vivino.com/FR/en/wines/160136438,4
21.85,"Clos Magne Figeac, Saint Emilion",france,https://www.vivino.com/FR/en/wines/1861751,4
36.85,"Chateau Bellegrave Les Charmes, Pauillac",france,https://www.vivino.com/FR/en/wines/4736888,4
40.45,"Chateau Ségur de Cabanac, Saint-Estèphe",france,https://www.vivino.com/FR/en/wines/1544857,4
25.85,"Miraval, Côtes de Provence Rosé",france,https://www.vivino.com/FR/en/wines/8902172,4
26.35,"Chateau Canon Saint-Michel (Organic) L'Authentique, Canon Fronsac",france,https://www.vivino.com/FR/en/wines/4857854,4
47,Piper-Heidsieck Cuvée Brut,france,https://www.vivino.com/FR/en/wines/156715939,4
17.3,"Chateau du Grand Plantier Caupos, Loupiac Blanc",france,https://www.vivino.com/FR/en/wines/3194792,4
32.1,Jean-Max Roger Menetou Salon Cuvée le Charnay,france,https://www.vivino.com/FR/en/wines/2114123,4
45.55,"Chateau de Vaudieu,‘Grand Vin’, Châteauneuf-du-Pape Rouge",france,https://www.vivino.com/FR/en/wines/1521901,4
19.55,Catena Appellation Cabernet Franc,argentina,https://www.vivino.com/FR/en/wines/6261489,4
18,"Elderton Estate Family Vineyards, Barossa Shiraz",australia,https://www.vivino.com/FR/en/wines/4158916,4
18,"Elderton Estate Family Vineyards, Barossa Cabernet Sauvignon",australia,https://www.vivino.com/FR/en/wines/4158916,4
14,The Black Craft Shiraz  ,australia,https://www.vivino.com/FR/en/wines/4958681,4
24.85,Grant Burge Wines of Distinction Filsell Shiraz,australia,https://www.vivino.com/FR/en/wines/2199705,4
37.3,Shaw+Smith Adelaide Hills Shiraz,australia,https://www.vivino.com/FR/en/wines/3066889,4
18.85,"Shaw + Smith, Sauvignon Blanc , Adelaide Hills",australia,https://www.vivino.com/FR/en/wines/1791210,4
35.9,"Shaw + Smith ""M3"", Chardonnay, Adelaide Hills",australia,https://www.vivino.com/FR/en/wines/2304522,4
38.3,"Peter Lehmann Masters, 8 Songs Shiraz, Barossa Valley",australia,https://www.vivino.com/FR/en/wines/1533001,4
42.35,Penfolds Bin 28 Kalimna Shiraz,australia,https://www.vivino.com/FR/en/wines/1471246,4
13.85,"Montes Alpha Carmenère , Colchagua",chile,https://www.vivino.com/FR/en/wines/1506272,4
17.3,Montes Alpha Syrah,chile,https://www.vivino.com/FR/en/wines/170799531,4
20.6,Spy Valley Marlborough Sauvignon Blanc,new_zealand,https://www.vivino.com/FR/en/wines/3527948,4
18.75,Framingham Marlborough Classic Riesling,new_zealand,https://www.vivino.com/FR/en/wines/4879612,4
39.35,Greywacke Chardonnay,new_zealand,https://www.vivino.com/FR/en/wines/4800539,4
15.35,Kim Crawford Sauvignon Blanc,new_zealand,https://www.vivino.com/FR/en/wines/1845445,4
23.9,Greywacke Marlborough Riesling,new_zealand,https://www.vivino.com/FR/en/wines/4800542,4
12.7,MOKO Black Sauvignon Blanc,new_zealand,https://www.vivino.com/FR/en/wines/2271217,4
32.25,Chapel Down English Sparkling Rosé,uk,https://www.vivino.com/FR/en/wines/5955651,4
26.95,"Murphy-Goode ""Liar's Dice"" Zinfandel, Sonoma County",usa,https://www.vivino.com/FR/en/wines/1485350,4
34.55,Jordan Vineyard &amp; Winery Chardonnay,usa,https://www.vivino.com/FR/en/wines/4764489,4
23.2,Wente Vineyards Riva Ranch Pinot Noir,usa,https://www.vivino.com/FR/en/wines/142588352,4
35.6,Balthasar Ress Hattenheim Nussbrunnen Riesling Spatlese,germany,https://www.vivino.com/FR/en/wines/2356584,4
30.1,Weingut Knipser Kalkmergel Spätburgunder Trocken QBA,germany,https://www.vivino.com/FR/en/wines/160384409,4
27.95,Mandrarossa Bertolino Soprano Grillo Wooden Box,italy,https://www.vivino.com/FR/en/wines/160209135,4
21.85,Allegrini Oasi Mantellina Lugana,italy,https://www.vivino.com/FR/en/wines/162746584,4
28.2,Pieropan Ruberpan` Valpolicella Superiore,italy,https://www.vivino.com/FR/en/wines/1510833,4
13.65,"Terre Antiche, Gavi di Gavi, Piemonte",italy,https://www.vivino.com/FR/en/wines/2407446,4
22.95,Antinori San Giovanni della Sala Orvieto Classico Superiore,italy,https://www.vivino.com/FR/en/wines/3191899,4
18.4,Prunotto Moscato d’Asti,italy,https://www.vivino.com/FR/en/wines/2342780,4
26.95,Bottega Prosecco Brut Rosé,italy,https://www.vivino.com/FR/en/wines/166536188,4
21.3,"Vins El Cep, Mim Natura Blanc De Noirs Gran Reserva, Organic Pinot Noir/Chardonnay",spain,https://www.vivino.com/FR/en/wines/156098298,4
20.3,"Ramón Bilbao Edición Limitada, Rioja",spain,https://www.vivino.com/FR/en/wines/3068317,4
37.8,"Bodega Contador Predicador Rioja,",spain,https://www.vivino.com/FR/en/wines/1491555,4
9.9,Miguel Torres Viña Esmeralda Blanco,spain,https://www.vivino.com/FR/en/wines/163835664,4
12.95,Alpha Estate Malagouzia Single Vineyard Turtles,rest-of-the-world,https://www.vivino.com/FR/en/wines/8250877,4
28.2,Alpha Estate Red,rest-of-the-world,https://www.vivino.com/FR/en/wines/1935043,4
18.9,Ktima Gerovassiliou White,rest-of-the-world,https://www.vivino.com/FR/en/wines/9428832,4
29.15,Ktima Gerovassiliou AVATON,rest-of-the-world,https://www.vivino.com/FR/en/wines/1470058,4
42.05,"Domaine Cailbourdin, Pouilly-Sur-Loire, Pouilly-Fumé Les Cris ",france,https://www.vivino.com/FR/en/wines/1470230,3.9
26.85,Schröder and Schÿler Margaux Private Selection,france,https://www.vivino.com/FR/en/wines/4869718,3.9
25.35,"Perle d'Aurore, Crémant de Bourgogne Brut Rosé",france,https://www.vivino.com/FR/en/wines/164942842,3.9
45.75,"M.Chapoutier, Châteauneuf-du-Pape, Collection Bio Rouge",france,https://www.vivino.com/FR/en/wines/154656459,3.9
47.9,Mumm Cordon Rouge Brut,france,https://www.vivino.com/FR/en/wines/1469170,3.9
22.85,Domaine Sautereau Sancerre,france,https://www.vivino.com/FR/en/wines/2383089,3.9
25.4,Remoissenet Bourgogne Blanc,france,https://www.vivino.com/FR/en/wines/1868450,3.9
14,Boutinot Cairanne 'Les Six',france,https://www.vivino.com/FR/en/wines/4087553,3.9
36.8,"""M"" De Minuty Magnum (1.5L)",france,https://www.vivino.com/FR/en/wines/2191238,3.9
27.4,Domaine Millet Sancerre Blanc,france,https://www.vivino.com/FR/en/wines/1501008,3.9
29,Domaine Michel Girault La Grappe d'Or “Pouilly-Fume”,france,https://www.vivino.com/FR/en/wines/4813815,3.9
29.95,Champagne Gatinois Grand Cru Tradition Brut,france,https://www.vivino.com/FR/en/wines/3387596,3.9
47.5,Champagne Gremillet Blanc de Noirs Brut,france,https://www.vivino.com/FR/en/wines/5553057,3.9
16.5,"Chateau de Mazerolle La Gravelière Peyronne, Graves",france,https://www.vivino.com/FR/en/wines/160209059,3.9
27,Château Vitallis Saint-Véran,france,https://www.vivino.com/FR/en/wines/4808941,3.9
9.9,L’Ormarine Duc de Morny Picpoul de Pinet,france,https://www.vivino.com/FR/en/wines/4686132,3.9
22.55,M de Minuty Rosé,france,https://www.vivino.com/FR/en/wines/2191238,3.9
13.1,"Chateau Pradeau-Mazeau Cuvée Prestige, Bordeaux Blanc",france,https://www.vivino.com/FR/en/wines/164535253,3.9
24,Cave deTurckheim Grand Cru Riesling,france,https://www.vivino.com/FR/en/wines/2076639,3.9
60.15,"Gervais Gobillard Prestige, Champagne Rosé",france,https://www.vivino.com/FR/en/wines/3936512,3.9
15.7,"Baron Philippe de Rothschild, Reserve Mouton Cadet Medoc",france,https://www.vivino.com/FR/en/wines/4982145,3.9
16.6,Château Vieille Tour La Rose,france,https://www.vivino.com/FR/en/wines/4903634,3.9
23.9,Schröder and Schÿler Margaux Private Reserve,france,https://www.vivino.com/FR/en/wines/1598939,3.9
14.8,"Château de Musset Cuvée Compostelle, Lalande-de-Pomerol",france,https://www.vivino.com/FR/en/wines/4790424,3.9
37.55,"La Chablisienne Chablis 1er Cru ""Beauroy""",france,https://www.vivino.com/FR/en/wines/2883586,3.9
37.55,"La Chablisienne Chablis 1er Cru ""Vaillons""",france,https://www.vivino.com/FR/en/wines/4496784,3.9
34.3,Chante Cigale Châteauneuf -du- Pape Blanc,france,https://www.vivino.com/FR/en/wines/4347906,3.9
19.1,Catena Appellation Tupungato Chardonnay,argentina,https://www.vivino.com/FR/en/wines/153195945,3.9
28.2,Bodega Norton Privada Family Blend,argentina,https://www.vivino.com/FR/en/wines/1504933,3.9
18.45,Keith Tulloch Chardonnay,australia,https://www.vivino.com/FR/en/wines/4872114,3.9
18.55,Keith Tulloch Semillon ,australia,https://www.vivino.com/FR/en/wines/4872123,3.9
17.55,Little Ripples Cabernet Sauvignon,australia,https://www.vivino.com/FR/en/wines/163947720,3.9
24.85,Grant Burge Wines of Distinction Balthasar Shiraz,australia,https://www.vivino.com/FR/en/wines/4721409,3.9
49.35,"`Mangan East Block` Margaret River, Cullen",australia,https://www.vivino.com/FR/en/wines/17176639,3.9
21.55,"Plantagenet, Angevin Mount Barker Riesling",australia,https://www.vivino.com/FR/en/wines/4732161,3.9
33.65,Plantagenet `Aquitaine` Mount Barker Cabernet Sauvignon,australia,https://www.vivino.com/FR/en/wines/146881576,3.9
13.95,Dandelion Vineyards `Lionheart of the Barossa` Shiraz,australia,https://www.vivino.com/FR/en/wines/1478615,3.9
30.3,"Charles Melton, Rose Of Virginia Barossa Valley",australia,https://www.vivino.com/FR/en/wines/1569338,3.9
17.75,"Peter Lehmann, The Barossan Shiraz , Barossa Valley",australia,https://www.vivino.com/FR/en/wines/152886179,3.9
16.8,Casa Silva Gran Terroir De Los Andes Angostura Chardonnay,chile,https://www.vivino.com/FR/en/wines/21467815,3.9
27.3,"Morandé Adventure, Vigno Carignan",chile,https://www.vivino.com/FR/en/wines/1867010,3.9
29.6,"Casa Silva, Cool Coast Pinot Noir",chile,https://www.vivino.com/FR/en/wines/2569108,3.9
24.05,Greywacke Pinot Gris,new_zealand,https://www.vivino.com/FR/en/wines/4586076,3.9
31.5,Ata Rangi `Lismore' Pinot Gris,new_zealand,https://www.vivino.com/FR/en/wines/4734938,3.9
31.75,Bolney Bubbly Sparkling,uk,https://www.vivino.com/FR/en/wines/2952551,3.9
18.2,Sharpham Dart Valley Reserve,uk,https://www.vivino.com/FR/en/wines/2795780,3.9
19.65,"Rathfinny Cradle Valley, Pinot Blanc",uk,https://www.vivino.com/FR/en/wines/144252436,3.9
28.7,"Freemark Abbey Sauvignon Blanc, Napa Valley",usa,https://www.vivino.com/FR/en/wines/3722600,3.9
32.45,"Kendall-Jackson 'Jackson Estate' Pinot Noir, Anderson Valley",usa,https://www.vivino.com/FR/en/wines/9286129,3.9
14.2,Bread &amp; Butter Chardonnay,usa,https://www.vivino.com/FR/en/wines/4065555,3.9
13.55,Wente Vineyards Morning Fog Chardonnay,usa,https://www.vivino.com/FR/en/wines/1485697,3.9
14.15,Wente Vineyards Southern Hills Cabernet Sauvignon,usa,https://www.vivino.com/FR/en/wines/2761366,3.9
14.15,Wente Vineyards Beyer Ranch Zinfandel,usa,https://www.vivino.com/FR/en/wines/1533418,3.9
22.15,Chateau Ste. Michelle Syrah,usa,https://www.vivino.com/FR/en/wines/1820321,3.9
47.7,Balthasar Ress Wiisselbrunnen Riesling GG Trocken,germany,https://www.vivino.com/FR/en/wines/18367665,3.9
21.6,Von Othegraven Altenberg Riesling Kabinett,germany,https://www.vivino.com/FR/en/wines/4760624,3.9
14.5,Alde Gott Einblick Grauburgunder Kabinett Trocken,germany,https://www.vivino.com/FR/en/wines/1894869,3.9
27.9,Vesevo Taurasi Ensis Docg,italy,https://www.vivino.com/FR/en/wines/157831960,3.9
52,"Castello di Monsanto, Chianti Classico DOCG Riserva",italy,https://www.vivino.com/FR/en/wines/2032654,3.9
46.8,"Grattamacco, Bolgheri Rosso",italy,https://www.vivino.com/FR/en/wines/3940643,3.9
41.75,"Bellavista, 'Alma’ Franciacorta Gran Cuvee Brut ,NV",italy,https://www.vivino.com/FR/en/wines/164943133,3.9
15.2,"Santa Margherita, Pinot Grigio Valdadige DOC ",italy,https://www.vivino.com/FR/en/wines/1564205,3.9
21.8,"Contrada Monte Gorna "" Etna Rosso"" (Organic)",italy,https://www.vivino.com/FR/en/wines/166770232,3.9
26.15,"Allegrini Estates Rosso Di Montalcino, San Polo",italy,https://www.vivino.com/FR/en/wines/2114762,3.9
16.25,Alpha Zeta `R` Valpolicella Superiore Ripasso,italy,https://www.vivino.com/FR/en/wines/1541684,3.9
9.95,"Vicchiomaggio ""Floreale"" Rosato, Toscana IGT",italy,https://www.vivino.com/FR/en/wines/171067122,3.9
20.45,"Nicola Bergaglio, Gavi di Gavi ""Vigneto Ciapon"" DOCG",italy,https://www.vivino.com/FR/en/wines/77212780,3.9
