price_usd,Name,IDS link,country,vivino_url,vivino_rating,vivino_name,vivino_price,vivino_country,vivino_region,nb_ratings,confidence,price_bucket,confidence bucket
20.75,Spy Valley Marlborough Sauvignon Blanc,https://www.i-d-s.com/dubai/spy-valley-marlborough-sauvignon-blanc-nz1025.html,new_zealand,https://www.vivino.com/FR/en/wines/3527948,4,Spy Valley Sauvignon Blanc 0,—,new-zealand,marlborough,18032,79,20 - 30 USD,80
23.95,Framingham Marlborough Classic Riesling,https://www.i-d-s.com/dubai/framingham-marlborough-classic-riesling-nz4005.html,new_zealand,https://www.vivino.com/FR/en/wines/4879612,4,Framingham Classic Riesling 0,18.95,new-zealand,marlborough,2657,79,20 - 30 USD,80
21.20,Framingham Marlborough Pinot Gris,https://www.i-d-s.com/dubai/framingham-marlborough-pinot-gris-nz4006.html,new_zealand,https://www.vivino.com/FR/en/wines/4879636,3.8,Framingham Pinot Gris 0,—,new-zealand,marlborough,459,75,20 - 30 USD,80
17.10,Tinpot Hut Pinot Gris,https://www.i-d-s.com/dubai/tinpot-hut-pinot-gris-nz4002.html,new_zealand,https://www.vivino.com/FR/en/wines/3883243,3.7,Tinpot Hut Pinot Gris 0,—,new-zealand,marlborough,201,95,10 - 20 USD,100
18.05,Tinpot Hut Sauvignon Blanc,https://www.i-d-s.com/dubai/tinpot-hut-sauvignon-blanc-nz4003.html,new_zealand,https://www.vivino.com/FR/en/wines/3337436,4,Tinpot Hut Sauvignon Blanc 0,—,new-zealand,marlborough,3827,96,10 - 20 USD,100
20.65,Tinpot Hut `McKee Vineyard` Grüner Veltliner,https://www.i-d-s.com/dubai/tinpot-hut-mckee-vineyard-gr-ner-veltliner-nz4004.html,new_zealand,https://www.vivino.com/FR/en/wines/4985160,3.8,Tinpot Hut McKee Vineyard Grüner Veltliner 0,—,new-zealand,marlborough,170,95,20 - 30 USD,100
29.70,Greywacke Pinot Gris,https://www.i-d-s.com/dubai/greywacke-pinot-gris-nz4009.html,new_zealand,https://www.vivino.com/FR/en/wines/4586076,3.9,Greywacke Pinot Gris 0,30.84,new-zealand,marlborough,1270,95,20 - 30 USD,100
42.05,Greywacke Chardonnay,https://www.i-d-s.com/dubai/greywacke-chardonnay-nz4011.html,new_zealand,https://www.vivino.com/FR/en/wines/4800539,4,Greywacke Chardonnay 0,36.25,new-zealand,marlborough,2046,95,40 - 50 USD,100
23.65,Tinpot Hut Pinot Noir,https://www.i-d-s.com/dubai/tinpot-hut-pinot-noir-nz4014.html,new_zealand,https://www.vivino.com/FR/en/wines/4644550,3.6,Tinpot Hut Pinot Noir 0,—,new-zealand,marlborough,827,95,20 - 30 USD,100
36.25,Ata Rangi `Crimson' Pinot Noir,https://www.i-d-s.com/dubai/ata-rangi-crimson-pinot-noir-nz4016.html,new_zealand,https://www.vivino.com/FR/en/wines/1542266,3.7,Ata Rangi Crimson Pinot Noir 0,—,new-zealand,martinborough,4666,93,30 - 40 USD,100
67.05,"Burn Cottage Vineyard, Pinot Noir Central Otago",https://www.i-d-s.com/dubai/burn-cottage-vineyard-pinot-noir-central-otago-nz4025.html,new_zealand,https://www.vivino.com/FR/en/wines/4422435,4.2,Burn Cottage Burn Cottage Vineyard Pinot Noir 0,68,new-zealand,otago,4028,70,60 - 70 USD,70
19.75,"Trinity Hill, Hawks Bay Chardonay",https://www.i-d-s.com/dubai/trinity-hill-hawkes-bay-chardonnay-nz1030.html,new_zealand,https://www.vivino.com/FR/en/wines/4760202,3.7,Trinity Hill Chardonnay 0,—,new-zealand,hawkes-bay,596,76,10 - 20 USD,80
15.65,Matua Valley Sauvignon Blanc,https://www.i-d-s.com/dubai/matua-valley-sauvignon-blanc-nz1001.html,new_zealand,https://www.vivino.com/FR/en/wines/4380313,4,Matua Single Vineyard Sauvignon Blanc 0,—,new-zealand,awatere-valley,323,75,10 - 20 USD,80
20.60,"The Trinity, Trinity Hill, Hawkes Bay",https://www.i-d-s.com/dubai/the-trinity-trinity-hill-hawkes-bay-nz1003.html,new_zealand,https://www.vivino.com/FR/en/wines/4478606,3.6,Trinity Hill The Trinity 0,—,new-zealand,hawkes-bay,704,54,20 - 30 USD,60
14.90,Villa Maria Private Bin Dry Riesling,https://www.i-d-s.com/dubai/villa-maria-private-bin-dry-riesling-nz1008.html,new_zealand,https://www.vivino.com/FR/en/wines/3687183,3.8,Villa Maria Private Bin Dry Riesling 0,—,new-zealand,marlborough,2929,97,10 - 20 USD,100
16.35,Villa Maria Private Bin Sauvignon Blanc,https://www.i-d-s.com/dubai/villa-maria-private-bin-sauvignon-blanc-nz1009.html,new_zealand,https://www.vivino.com/FR/en/wines/1694639,4.1,Villa Maria Private Bin Sauvignon Blanc 0,—,new-zealand,marlborough,71088,98,10 - 20 USD,100
16.60,Villa Maria Blush Sauvignon Blanc Rosé,https://www.i-d-s.com/dubai/villa-maria-blush-sauvignon-blanc-rose-nz1010.html,new_zealand,https://www.vivino.com/FR/en/wines/1694639,4.1,Villa Maria Private Bin Sauvignon Blanc 0,14.89,new-zealand,marlborough,71088,76,10 - 20 USD,80
15.45,Matua Valley Pinot Noir,https://www.i-d-s.com/dubai/matua-valley-pinot-noir-nz1013.html,new_zealand,https://www.vivino.com/FR/en/wines/4733523,3.2,Matua Waikoukou Valley Old North Road Pinot Noir 0,—,australia,wine-of-australia,155,63,10 - 20 USD,70
13.40,Oyster Bay Merlot,https://www.i-d-s.com/dubai/oyster-bay-merlot-nz1014.html,new_zealand,https://www.vivino.com/FR/en/wines/2176151,3.6,Oyster Bay Merlot 0,—,new-zealand,hawkes-bay,8701,94,10 - 20 USD,100
20.15,Villa Maria Private Bin Pinot Noir,https://www.i-d-s.com/dubai/villa-maria-private-bin-pinot-noir-nz1015.html,new_zealand,https://www.vivino.com/FR/en/wines/1518492,3.5,Villa Maria Private Bin Pinot Noir 0,—,new-zealand,marlborough,8222,97,20 - 30 USD,100
15.10,Oyster Bay Sparkling Cuvée Brut,https://www.i-d-s.com/dubai/oyster-bay-sparkling-cuv-e-brut-sw1030.html,new_zealand,https://www.vivino.com/FR/en/wines/2561642,3.6,Oyster Bay Sparkling Cuvée Brut 0,—,new-zealand,marlborough,2693,97,10 - 20 USD,100
75.30,Drostdy Hof Claret Select,https://www.i-d-s.com/dubai/drostdy-hof-claret-select-wb1005.html,south_africa,https://www.vivino.com/FR/en/wines/2008703,3.1,Drostdy-Hof Claret Select 0,—,south-africa,coastal-region,873,92,70 - 80 USD,100
14.90,Pongrácz Methode Cap Classique Rosé,https://www.i-d-s.com/dubai/pongr-cz-methode-cap-classique-ros-sw1025.html,south_africa,https://www.vivino.com/FR/en/wines/1500376,3.7,Pongrácz Méthode Cap Classique Rosé 0,—,south-africa,western-cape,3304,94,10 - 20 USD,100
32.85,"Mullineux Syrah, Swartland, 2018",https://www.i-d-s.com/dubai/mullineux-syrah-swartland-2018-za1074.html,south_africa,https://www.vivino.com/FR/en/wines/156478599,4,Mullineux Syrah 2018 2018,—,south-africa,swartland,616,74,30 - 40 USD,80
25.90,"Mullineux &amp; Leeu Old Vines White, 2020",https://www.i-d-s.com/dubai/mullineux-leeu-old-vines-white-2020-za1073.html,south_africa,https://www.vivino.com/FR/en/wines/162956312,4.2,Mullineux Old Vines White 2020 2020,32.9,south-africa,swartland,574,78,20 - 30 USD,80
11.25,Lanzerac Sauvignon Blanc,https://www.i-d-s.com/dubai/lanzerac-sauvignon-blanc-za1076.html,south_africa,https://www.vivino.com/FR/en/wines/2359771,3.7,Lanzerac Sauvignon Blanc 0,—,south-africa,stellenbosch,1315,96,10 - 20 USD,100
12.50,Lanzerac Chardonnay,https://www.i-d-s.com/dubai/lanzerac-chardonnay-za1075.html,south_africa,https://www.vivino.com/FR/en/wines/2359771,3.7,Lanzerac Sauvignon Blanc 0,—,south-africa,stellenbosch,1315,58,10 - 20 USD,60
16.20,"Lievland Bush Vine, Pinotage",https://www.i-d-s.com/dubai/lievland-bush-vine-pinotage-za4067.html,south_africa,https://www.vivino.com/FR/en/wines/158285938,3.7,Lievland Vineyards Bushvine Pinotage 0,13.95,south-africa,paarl,4555,79,10 - 20 USD,80
17.20,Waterkloof Seriously Cool Cinsault,https://www.i-d-s.com/dubai/waterkloof-seriously-cool-cinsault-za2029.html,south_africa,https://www.vivino.com/FR/en/wines/4789595,3.7,Waterkloof Circumstance Seriously Cool Cinsault 0,13.85,south-africa,stellenbosch,1607,82,10 - 20 USD,90
76.40,Drostdy Hof Premium Grand Cru,https://www.i-d-s.com/dubai/drostdy-hof-premium-grand-cru-wb1001.html,south_africa,https://www.vivino.com/FR/en/wines/162202438,3.2,Drostdy-Hof Share the Moment Premier Grand Cru 0,—,south-africa,stellenbosch,116,68,70 - 80 USD,70
11.00,Nederburg Private Collection Sauvignon Blanc,https://www.i-d-s.com/dubai/nederburg-private-collection-sauvignon-blanc-za1005.html,south_africa,https://www.vivino.com/FR/en/wines/158881365,3.4,Nederburg Private Collection Sauvignon Blanc 0,—,south-africa,paarl,54,98,10 - 20 USD,100
9.75,Mooiplaas The Coco Merlot,https://www.i-d-s.com/dubai/mooiplaas-the-coco-merlot-za1015.html,south_africa,https://www.vivino.com/FR/en/wines/1826747,3.8,Mooiplaas Wine Estate The Coco Chocolate Merlot 0,—,south-africa,stellenbosch,2826,68,0 - 10 USD,70
9.75,Mooiplaas 'The Bean' Pinotage,https://www.i-d-s.com/dubai/mooiplaas-the-bean-pinotage-za1014.html,south_africa,https://www.vivino.com/FR/en/wines/1927880,3.8,Mooiplaas Wine Estate The Bean Coffee Pinotage 0,—,south-africa,stellenbosch,4675,70,0 - 10 USD,70
6.95,KWV Chardonnay,https://www.i-d-s.com/dubai/kwv-chardonnay-za1010.html,south_africa,https://www.vivino.com/FR/en/wines/4449565,3.4,KWV Classic Collection Chardonnay 0,—,south-africa,western-cape,3002,57,0 - 10 USD,60
6.95,KWV Sauvignon Blanc,https://www.i-d-s.com/dubai/kwv-sauvignon-blanc-za1011.html,south_africa,https://www.vivino.com/FR/en/wines/3357089,3.5,KWV Classic Collection Sauvignon Blanc 0,9.35,south-africa,western-cape,3342,64,0 - 10 USD,70
9.90,"Fleur Du Cap, Essence Du Cap Cabernet Sauvignon",https://www.i-d-s.com/dubai/fleur-du-cap-essence-du-cap-cabernet-sauvignon-za1022.html,south_africa,https://www.vivino.com/FR/en/wines/160268059,3.6,Fleur du Cap Essence du Cap Cabernet Sauvignon 0,—,south-africa,western-cape,605,97,0 - 10 USD,100
8.95,"Front Row Shiraz/Mourvèdre/Viognier, Swartland",https://www.i-d-s.com/dubai/front-row-shiraz-mourv-dre-viognier-swartland-za4052.html,south_africa,https://www.vivino.com/FR/en/wines/161925921,3.8,The Wedge Shiraz - Mourvedre - Viognier 0,—,south-africa,swartland,941,62,0 - 10 USD,70
14.05,Coterie Cabernet Franc Malbec,https://www.i-d-s.com/dubai/coterie-cabernet-franc-malbec-za1071.html,south_africa,https://www.vivino.com/FR/en/wines/165977300,4,Wildeberg Coterie Cabernet Franc - Malbec 0,15,south-africa,coastal-region,654,81,10 - 20 USD,90
16.20,ROSE Coterie Cinsault Rosé,https://www.i-d-s.com/dubai/rose-coterie-cinsault-ros-za1070.html,south_africa,https://www.vivino.com/FR/en/wines/2835053,3.3,Roche Mazet Cuvée Spéciale Grenache - Cinsault Rosé 0,4.22,france,vin-de-pays-doc,3135,56,10 - 20 USD,60
14.05,Coterie Semillon Sauvignon Blanc,https://www.i-d-s.com/dubai/coterie-semillon-sauvignon-blanc-za1069.html,south_africa,https://www.vivino.com/FR/en/wines/165622646,3.9,Wildeberg Coterie Semillon - Sauvignon Blanc 0,14.84,south-africa,coastal-region,438,82,10 - 20 USD,90
10.50,Lanzerac Pinotage Rosé,https://www.i-d-s.com/dubai/lanzerac-pinotage-rose-za1064.html,south_africa,https://www.vivino.com/FR/en/wines/156580548,3.9,Lanzerac Pinotage Rosé 0,—,south-africa,stellenbosch,842,96,10 - 20 USD,100
18.90,Lanzerac Pinotage,https://www.i-d-s.com/dubai/lanzerac-pinotage-za1050.html,south_africa,https://www.vivino.com/FR/en/wines/2229141,4.1,Lanzerac Pinotage 0,—,south-africa,stellenbosch,6669,94,10 - 20 USD,100
64.45,Lanzerac Pionier Pinotage,https://www.i-d-s.com/dubai/lanzerac-pionier-pinotage-za1051.html,south_africa,https://www.vivino.com/FR/en/wines/4879818,4.4,Lanzerac Pionier Pinotage 0,—,south-africa,stellenbosch,1764,96,60 - 70 USD,100
15.25,Mooiplaas Pinotage,https://www.i-d-s.com/dubai/mooiplaas-pinotage-za1053.html,south_africa,https://www.vivino.com/FR/en/wines/1927880,3.8,Mooiplaas Wine Estate The Bean Coffee Pinotage 0,11.92,south-africa,stellenbosch,4675,55,10 - 20 USD,60
8.55,Nederburg The Winemaster's Sauvignon Blanc,https://www.i-d-s.com/dubai/nederburg-sauvignon-blanc-za1003.html,south_africa,https://www.vivino.com/FR/en/wines/3082821,3.5,Nederburg The Winemaster's Sauvignon Blanc 0,—,south-africa,coastal-region,5086,98,0 - 10 USD,100
8.55,Nederburg The Winemaster's Chardonnay,https://www.i-d-s.com/dubai/nederburg-the-winemaster-chardonnay-za1004.html,south_africa,https://www.vivino.com/FR/en/wines/1638851,3.4,Nederburg The Winemaster's Chardonnay 0,—,south-africa,coastal-region,4581,97,0 - 10 USD,100
8.60,Mooiplaas The Peach Chenin Blanc,https://www.i-d-s.com/dubai/mooiplaas-the-peach-white-blend-za1008.html,south_africa,https://www.vivino.com/FR/en/wines/1471486,4,Bellingham The Bernard Series Old Vine Chenin Blanc 0,—,south-africa,coastal-region,6935,52,0 - 10 USD,60
12.95,Mooiplaas Sauvignon Blanc,https://www.i-d-s.com/dubai/mooiplaas-sauvignon-blanc-za1009.html,south_africa,https://www.vivino.com/FR/en/wines/4107315,3.8,Mooiplaas Wine Estate Sauvignon Blanc 0,23.75,south-africa,stellenbosch,935,78,10 - 20 USD,80
6.95,KWV Chenin Blanc,https://www.i-d-s.com/dubai/kwv-chenin-blanc-za1012.html,south_africa,https://www.vivino.com/FR/en/wines/4769594,3.5,KWV Classic Collection Chenin Blanc 0,9.35,south-africa,western-cape,3262,60,0 - 10 USD,60
16.15,Mooiplaas Cabernet Sauvignon,https://www.i-d-s.com/dubai/mooiplaas-cabernet-sauvignon-za1017.html,south_africa,https://www.vivino.com/FR/en/wines/4301052,3.8,Mooiplaas Wine Estate Cabernet Sauvignon 0,14.04,south-africa,stellenbosch,732,80,10 - 20 USD,80
38.55,Boekenhouskloof The Chocolate Block,https://www.i-d-s.com/dubai/boekenhouskloof-the-chocolate-block-za1020.html,south_africa,https://www.vivino.com/FR/en/wines/1470258,4.2,Boekenhoutskloof The Chocolate Block 0,24.95,south-africa,franschhoek,78023,96,30 - 40 USD,100
7.10,KWV Cabernet Sauvignon,https://www.i-d-s.com/dubai/kwv-cabernet-sauvignon-za1025.html,south_africa,https://www.vivino.com/FR/en/wines/2561498,3.5,KWV Classic Collection Cabernet Sauvignon 0,—,south-africa,western-cape,6690,68,0 - 10 USD,70
7.10,KWV Pinotage,https://www.i-d-s.com/dubai/kwv-pinotage-za1026.html,south_africa,https://www.vivino.com/FR/en/wines/4769500,3.6,KWV Classic Collection Pinotage 0,9.35,south-africa,western-cape,11407,53,0 - 10 USD,60
9.00,Nederburg The Winemaster's Pinotage,https://www.i-d-s.com/dubai/nederburg-pinotage-za1027.html,south_africa,https://www.vivino.com/FR/en/wines/3067206,3.7,Nederburg The Winemaster's Pinotage 0,—,south-africa,coastal-region,18401,97,0 - 10 USD,100
9.95,Nederburg The Winemaster's Cabernet Sauvignon,https://www.i-d-s.com/dubai/nederburg-cabernet-sauvignon-za1028.html,south_africa,https://www.vivino.com/FR/en/wines/2554512,3.5,Nederburg The Winemaster's Cabernet Sauvignon 0,—,south-africa,coastal-region,13073,98,0 - 10 USD,100
9.95,Nederburg The Winemaster's Shiraz,https://www.i-d-s.com/dubai/nederburg-shiraz-za1029.html,south_africa,https://www.vivino.com/FR/en/wines/2260129,3.5,Nederburg The Winemaster's Shiraz 0,—,south-africa,coastal-region,7958,97,0 - 10 USD,100
9.15,Nederburg Winemasters Merlot,https://www.i-d-s.com/dubai/nederburg-merlot-za1030.html,south_africa,https://www.vivino.com/FR/en/wines/3163418,3.4,Nederburg The Winemaster's Merlot 0,—,south-africa,coastal-region,3765,89,0 - 10 USD,90
13.65,Nederburg Private Collection Shiraz,https://www.i-d-s.com/dubai/nederburg-private-collection-shiraz-za1032.html,south_africa,https://www.vivino.com/FR/en/wines/158966890,3.8,Nederburg Private Collection Shiraz 0,—,south-africa,western-cape,326,97,10 - 20 USD,100
27.95,"Henners Brut, Sussex, US Label",https://www.i-d-s.com/dubai/henners-brut-sussex-us-label-sw1077.html,uk,https://www.vivino.com/FR/en/wines/173371582,4.1,Henners Maypole Brut 0,—,united-kingdom,east-sussex,52,50,20 - 30 USD,50
16.45,Chapel Down Flint Dry,https://www.i-d-s.com/dubai/chapel-down-flint-dry-gb2001.html,uk,https://www.vivino.com/FR/en/wines/1622484,3.9,Chapel Down Flint Dry 0,—,united-kingdom,kent,2670,95,10 - 20 USD,100
29.99,"Rathfinny Wine Estate, Rosé Brut",https://www.i-d-s.com/dubai/rathfinny-wine-estate-ros-brut-sw1039.html,uk,https://www.vivino.com/FR/en/wines/2071872,4,Bolney Wine Estate Cuvée Rosé Brut 0,—,united-kingdom,sussex,360,71,20 - 30 USD,80
26.00,Rathfinny Sparkling Brut,https://www.i-d-s.com/dubai/rathfinny-sparkling-brut-sw4061.html,uk,https://www.vivino.com/FR/en/wines/164942858,3.4,Jacob's Creek Brut Cuvée Chardonnay - Pinot Noir Sparkling 0,—,australia,south-eastern,5836,40,20 - 30 USD,40
67.15,Nyetimber Blanc de Blancs,https://www.i-d-s.com/dubai/nyetimber-blanc-de-blancs-sw4058.html,uk,https://www.vivino.com/FR/en/wines/1548463,4.2,Nyetimber Blanc de Blancs Brut 0,—,united-kingdom,sussex,2953,88,60 - 70 USD,90
38.50,Chapel Down English Sparkling Rosé,https://www.i-d-s.com/dubai/chapel-down-english-rose-nv-sw1048.html,uk,https://www.vivino.com/FR/en/wines/5955651,4,Chapel Down English Sparkling Rosé 0,—,united-kingdom,kent,422,97,30 - 40 USD,100
55.45,Nyetimber Rosé,https://www.i-d-s.com/dubai/nyetimber-ros-sw4057.html,uk,https://www.vivino.com/FR/en/wines/2683597,4.1,Nyetimber Brut Rosé 0,75.97,united-kingdom,sussex,2228,80,50 - 60 USD,80
11.99,Sharpham Dart Valley Reserve,https://www.i-d-s.com/dubai/sharpham-dart-valley-reserve-gb3002.html,uk,https://www.vivino.com/FR/en/wines/2795780,3.9,Sharpham Dart Valley Reserve 0,—,united-kingdom,devon,729,97,10 - 20 USD,100
23.75,Bolney Lychgate Bacchus,https://www.i-d-s.com/dubai/bolney-lychgate-bacchus-gb3007.html,uk,https://www.vivino.com/FR/en/wines/164573256,4,Bolney Wine Estate Lychgate Bacchus 0,—,united-kingdom,sussex,335,77,20 - 30 USD,80
21.99,Henners Native Grace Chardonnay 2018,https://www.i-d-s.com/dubai/henners-native-grace-chardonnay-2018-en2000.html,uk,https://www.vivino.com/FR/en/wines/166743565,3.8,Henners Native Grace Barrel Chardonnay 2018 2018,—,united-kingdom,england,80,86,20 - 30 USD,90
20.70,Henners Gardner Street Classic,https://www.i-d-s.com/dubai/henners-gardner-street-classic-gb4002.html,uk,https://www.vivino.com/FR/en/wines/168489764,4,Henners Gardner Street Classic 0,—,united-kingdom,england,123,97,20 - 30 USD,100
27.10,Bolney Winemaker’s Edition Red,https://www.i-d-s.com/dubai/bolney-winemaker-s-edition-red-gb3006.html,uk,https://www.vivino.com/FR/en/wines/4962106,3.9,Hernando Cortes Mission Vineyards Winemakers Edition Red Blend 0,—,united-states,napa-valley,60,57,20 - 30 USD,60
26.60,Sharpham Estate Little Bee Wild Ferment Pinot Gris,https://www.i-d-s.com/dubai/sharpham-estate-little-bee-wild-ferment-pinot-gris-gb1006.html,uk,https://www.vivino.com/FR/en/wines/172629064,3.9,Sharpham Little Bee Wild Ferment Pinot Gris 0,—,united-kingdom,devon,53,91,20 - 30 USD,100
37.90,Bolney Bubbly Sparkling,https://www.i-d-s.com/dubai/bolney-bubbly-sparkling-sw1037.html,uk,https://www.vivino.com/FR/en/wines/2952551,3.9,Bolney Wine Estate Bolney Bubbly Brut 0,—,united-kingdom,sussex,643,48,30 - 40 USD,50
44.50,Nyetimber Classic Cuvee Multi-Vintage,https://www.i-d-s.com/dubai/nyetimber-classic-cuvee-multi-vintage-sw1038.html,uk,https://www.vivino.com/FR/en/wines/2093215,4.2,Nyetimber Classic Cuvee Brut 0,79.3,united-kingdom,sussex,17637,78,40 - 50 USD,80
42.50,"Henners Brut, Sussex",https://www.i-d-s.com/dubai/henners-brut-sussex-sw3002.html,uk,https://www.vivino.com/FR/en/wines/173371582,4.1,Henners Maypole Brut 0,—,united-kingdom,east-sussex,52,62,40 - 50 USD,70
15.45,"Rathfinny Cradle Valley, Pinot Blanc",https://www.i-d-s.com/dubai/rathfinny-cradle-valley-pinot-blanc-gb1005.html,uk,https://www.vivino.com/FR/en/wines/144252436,3.9,Rathfinny Cradle Valley Pinot Blanc - Chardonnay 0,—,united-kingdom,sussex,35,81,10 - 20 USD,90
31.90,Litmus Red Pinot 2018,https://www.i-d-s.com/dubai/litmus-red-pinot-2018-gb4003.html,uk,https://www.vivino.com/FR/en/wines/162974557,3.7,Rathfinny Cradle Valley Pinot Noir 2018 2018,—,united-kingdom,sussex,52,46,30 - 40 USD,50
16.30,Domaine Ste Michelle Brut,https://www.i-d-s.com/dubai/domaine-ste-michelle-brut-sw1031.html,usa,https://www.vivino.com/FR/en/wines/1516983,3.6,Domaine Ste. Michelle Brut 0,—,united-states,us-columbia-valley,5509,94,10 - 20 USD,100
14.80,Reata Chardonnay,https://www.i-d-s.com/dubai/reata-chardonnay-us4039.html,usa,https://www.vivino.com/FR/en/wines/3275043,3.8,Reata Chardonnay 0,26.95,united-states,sonoma-coast,975,94,10 - 20 USD,100
12.55,True Myth Chardonnay,https://www.i-d-s.com/dubai/true-myth-chardonnay-us4040.html,usa,https://www.vivino.com/FR/en/wines/144749247,3.7,True Myth Chardonnay (Paragon Vineyard) 0,—,united-states,edna-valley,2511,66,10 - 20 USD,70
14.50,Bread &amp; Butter Merlot,https://www.i-d-s.com/dubai/bread-butter-merlot-us4041.html,usa,https://www.vivino.com/FR/en/wines/169529095,3.9,Bread \u0026 Butter Merlot 0,—,united-states,california,1675,75,10 - 20 USD,80
14.20,Bread &amp; Butter Pinot Grigio,https://www.i-d-s.com/dubai/bread-butter-pinot-grigio-us4037.html,usa,https://www.vivino.com/FR/en/wines/171794574,3.5,Bread \u0026 Butter Pinot Grigio 0,—,united-states,california,373,80,10 - 20 USD,80
35.00,Hartford Court Russian River Valley  Pinot Noir,https://www.i-d-s.com/dubai/hartford-court-russian-river-valley-pinot-noir-us1131.html,usa,https://www.vivino.com/FR/en/wines/2698648,4.2,Hartford Court Russian River Valley Pinot Noir 0,—,united-states,russian-river-valley,7590,97,30 - 40 USD,100
41.45,Stonestreet Estate Vineyard Cabernet Sauvignon,https://www.i-d-s.com/dubai/stonestreet-estate-vineyard-cabernet-sauvignon-us2010.html,usa,https://www.vivino.com/FR/en/wines/2247108,4.3,Clos du Val Hirondelle Vineyard Estate Cabernet Sauvignon 0,—,united-states,stags-leap-district,3913,63,40 - 50 USD,70
36.99,Ferrari Carano Cabernet Sauvignon,https://www.i-d-s.com/dubai/ferrari-carano-cabernet-sauvignon-us2043.html,usa,https://www.vivino.com/FR/en/wines/1799481,4.1,Ferrari Carano Cabernet Sauvignon 0,—,united-states,alexander-valley,8747,97,30 - 40 USD,100
55.65,"Stags' Leap Merlot, Napa Valley",https://www.i-d-s.com/dubai/stags-leap-merlot-napa-valley-us2049.html,usa,https://www.vivino.com/FR/en/wines/1825455,4.1,Stags' Leap Merlot 0,—,united-states,napa-valley,17486,75,50 - 60 USD,80
49.45,"Freemark Abbey Cabernet Sauvignon, Napa Valley",https://www.i-d-s.com/dubai/freemark-abbey-cabernet-sauvignon-napa-valley-us2051.html,usa,https://www.vivino.com/FR/en/wines/1493819,4.2,Freemark Abbey Cabernet Sauvignon 0,93,united-states,napa-valley,12139,84,40 - 50 USD,90
78.60,Mt. Brave Mount Veeder Malbec,https://www.i-d-s.com/dubai/mt-brave-mount-veeder-malbec-us2055.html,usa,https://www.vivino.com/FR/en/wines/4838146,4.3,Mt. Brave Malbec 0,—,united-states,mount-veeder,409,68,70 - 80 USD,70
19.70,"La Crema Chardonnay, Monterey",https://www.i-d-s.com/dubai/la-crema-chardonnay-monterey-us2062.html,usa,https://www.vivino.com/FR/en/wines/2029836,3.8,La Crema Monterey Chardonnay 0,—,united-states,monterey,8898,68,10 - 20 USD,70
28.95,"Kendall-Jackson Grand Reserve Cabernet Sauvignon, Sonoma/Napa",https://www.i-d-s.com/dubai/kendall-jackson-grand-reserve-cabernet-sauvignon-sonoma-napa-us2099.html,usa,https://www.vivino.com/FR/en/wines/1563834,3.9,Kendall-Jackson Grand Reserve Cabernet Sauvignon 0,66.93,united-states,sonoma-county,8974,88,20 - 30 USD,90
52.45,Hartford Court Land's Edge Vineyard Pinot Noir,https://www.i-d-s.com/dubai/hartford-court-land-s-edge-vineyard-pinot-noir-us2100.html,usa,https://www.vivino.com/FR/en/wines/4719721,4.3,Hartford Court Land's Edge Vineyard Pinot Noir 0,—,united-states,sonoma-coast,2342,98,50 - 60 USD,100
29.45,"Hartford Court ""Jennifer's Vineyard"" Russian River Chardonnay",https://www.i-d-s.com/dubai/hartford-court-jennifer-s-vineyard-russian-river-chardonnay-us2108.html,usa,https://www.vivino.com/FR/en/wines/108558518,4.3,Hartford Court Fog Dance Vineyard Chardonnay 0,—,united-states,green-valley-of-russian-river-valley,240,69,20 - 30 USD,70
57.45,Hartford Court Four Hearts Vineyard Chardonnay,https://www.i-d-s.com/dubai/hartford-court-four-hearts-vineyard-chardonnay-us2109.html,usa,https://www.vivino.com/FR/en/wines/4719731,4.3,Hartford Court Four Hearts Vineyards Chardonnay 0,—,united-states,russian-river-valley,983,97,50 - 60 USD,100
24.20,"Cambria Estate ""Julia's Vineyard"" Pinot Noir",https://www.i-d-s.com/dubai/cambria-estate-julia-s-vineyard-pinot-noir-us2111.html,usa,https://www.vivino.com/FR/en/wines/2907516,3.8,Cambria Pinot Noir Julia's Vineyard 0,62.08,united-states,santa-maria-valley,9550,67,20 - 30 USD,70
39.99,"Hartford Zinfandel, Russian River Valley",https://www.i-d-s.com/dubai/hartford-zinfandel-russian-river-valley-us2114.html,usa,https://www.vivino.com/FR/en/wines/3723100,4.1,Hartford Court Old Vine Zinfandel 0,—,united-states,russian-river-valley,2770,51,30 - 40 USD,60
22.70,"Jackson Estate Chardonnay, Santa Maria Valley",https://www.i-d-s.com/dubai/jackson-estate-chardonnay-santa-maria-valley-us2130.html,usa,https://www.vivino.com/FR/en/wines/9632832,3.9,Kendall-Jackson Jackson Estate Camelot Highlands Chardonnay 0,—,united-states,santa-maria-valley,367,49,20 - 30 USD,50
21.50,"WillaKenzie Estate Pinot Gris, Willamette Valley",https://www.i-d-s.com/dubai/willakenzie-estate-pinot-gris-willamette-valley-us2141.html,usa,https://www.vivino.com/FR/en/wines/4722102,3.7,WillaKenzie Estate Pinot Gris 0,—,united-states,willamette-valley,1313,76,20 - 30 USD,80
37.90,"Gran Moraine Pinot Noir, Yamhill-Carlton",https://www.i-d-s.com/dubai/gran-moraine-pinot-noir-yamhill-carlton-us2145.html,usa,https://www.vivino.com/FR/en/wines/6603865,4.2,Gran Moraine Pinot Noir 0,—,united-states,yamhill,3430,74,30 - 40 USD,80
