,price_usd,Name,IDS link,country,vivino_url,vivino_rating,vivino_name,vivino_price,vivino_country,vivino_region,nb_ratings,confidence,price bucket,confidence bucket
0,16.95,"M.Chapoutier, Rasteau "" Les Gadilles""",https://www.i-d-s.com/dubai/m-chapoutier-rasteau-fr1281.html,france,-,-,-,-,-,-,-,0,less than 20 USD,0
1,7.45,Bellefontaine Chardonnay,https://www.i-d-s.com/dubai/bellefontaine-chardonnay-fr1004.html,france,-,-,-,-,-,-,-,0,less than 10 USD,0
2,10,Cavalier de la Méditerranée Merlot IGP Pays d'Oc,https://www.i-d-s.com/dubai/cavalier-de-la-m-diterran-e-merlot-igp-pays-d-oc-fr2597.html,france,-,-,-,-,-,-,-,0,less than 10 USD,0
3,47.9,Giant Steps `Primavera Vineyard' Yarra Valley Pinot Noir,https://www.i-d-s.com/dubai/giant-steps-primavera-vineyard-yarra-valley-pinot-noir-au4045.html,australia,-,-,-,-,-,-,-,0,less than 50 USD,0
4,23.95,"Peter Lehmann Masters, Margaret Semillon, Barossa Valley",https://www.i-d-s.com/dubai/peter-lehmann-masters-margaret-semillon-barossa-valley-au1004.html,australia,-,-,-,-,-,-,-,0,less than 30 USD,0
5,20.7,Loveblock Marlborough Sauvignon Blanc ,https://www.i-d-s.com/dubai/loveblock-marlborough-sauvignon-blanc-nz1034.html,new_zealand,-,-,-,-,-,-,-,0,less than 30 USD,0
6,18.8,Caymus Conundrum White Blend,https://www.i-d-s.com/dubai/caymus-conundrum-white-blend-us4031.html,usa,-,-,-,-,-,-,-,0,less than 20 USD,0
7,8.1,Barefoot White Zinfandel,https://www.i-d-s.com/dubai/barefoot-white-zinfandel-us2213.html,usa,-,-,-,-,-,-,-,0,less than 10 USD,0
8,17.2,"Nielson Chardonnay, Santa Barbara",https://www.i-d-s.com/dubai/nielson-chardonnay-santa-barbara-us2119.html,usa,-,-,-,-,-,-,-,0,less than 20 USD,0
9,14.15,Wente Vineyards Beyer Ranch Zinfandel,https://www.i-d-s.com/dubai/wente-vineyards-beyer-ranch-zinfandel-us1028.html,usa,-,-,-,-,-,-,-,0,less than 20 USD,0
10,62.3,"Stag's Leap Wine Cellars ""Artemis"" Cabernet Sauvignon",https://www.i-d-s.com/dubai/stag-s-leap-wine-cellars-artemis-cabernet-sauvignon-us1038.html,usa,-,-,-,-,-,-,-,0,less than 70 USD,0
11,91.85,Pine Ridge Vineyards Cabernet Sauvignon,https://www.i-d-s.com/dubai/pine-ridge-vineyards-cabernet-sauvignon-us1039.html,usa,-,-,-,-,-,-,-,0,less than 100 USD,0
0,20.95,Chateau Ste. Michelle Syrah,https://www.i-d-s.com/dubai/chateau-ste-michelle-syrah-us1040.html,usa,-,-,-,-,-,-,-,0,less than 30 USD,0
1,13.65,"Santa Margherita, Merlot IGT",https://www.i-d-s.com/dubai/santa-margherita-merlot-igt-it1075.html,italy,-,-,-,-,-,-,-,0,less than 20 USD,0
2,15.9,"Santa Margherita, Sparkling Rosè",https://www.i-d-s.com/dubai/santa-margherita-sparkling-ros-sw1051.html,italy,-,-,-,-,-,-,-,0,less than 20 USD,0
3,31.65,Pieropan Ruberpan` Valpolicella Superiore,https://www.i-d-s.com/dubai/pieropan-ruberpan-valpolicella-superiore-it4161.html,italy,-,-,-,-,-,-,-,0,less than 40 USD,0
4,36.65,"Ripa Delle More Toscana IGT, Castello Vicchiomaggio",https://www.i-d-s.com/dubai/ripa-delle-more-toscana-igt-castello-vicchiomaggio-it1096.html,italy,-,-,-,-,-,-,-,0,less than 40 USD,0
5,12.5,"Pittacum Bierzo, Mencia",https://www.i-d-s.com/dubai/pittacum-bierzo-mencia-sp4066.html,spain,-,-,-,-,-,-,541,0,less than 20 USD,0
6,9.45,Bodegas Castro Ventosa 'El Castro De Valtuille' Mencia Joven,https://www.i-d-s.com/dubai/bodegas-castro-ventosa-el-castro-de-valtuille-mencia-joven-sp4071.html,spain,-,-,-,-,-,-,541,0,less than 10 USD,0
7,42.45,"Nyetimber Classic Cuvee Multi-Vintage,",https://www.i-d-s.com/dubai/nyetimber-classic-cuvee-multi-vintage-sw1038.html,uk,-,-,-,-,-,-,-,5,less than 50 USD,10
8,38.65,Château Lalande,https://www.i-d-s.com/dubai/ch-teau-lalande-fr1056.html,france,https://www.vivino.com/FR/en/wines/1491165,4.4,Château Pichon Longueville Comtesse de Lalande Pauillac (Grand Cru Classé) 0,199,france,pauillac,40335,33,less than 40 USD,40
9,45.75,Savigny Les Beaune Antoine Geoffroy,https://www.i-d-s.com/dubai/savigny-les-beaune-antoine-geoffroy-fr4436.html,france,https://www.vivino.com/FR/en/wines/4789464,4,Domaine Antoine Olivier Savigny-Les-Beaune Premier Cru 'Les Peuillets' 0,—,france,savigny-les-beaune-les-peuillets,129,39,less than 50 USD,40
10,19.1,"Allegrini Estates Rubio, San Polo",https://www.i-d-s.com/dubai/allegrini-estates-rubio-san-polo-it4097.html,italy,https://www.vivino.com/FR/en/wines/2060016,3.7,San Polo Rubio 0,10.5,italy,tuscany,5952,41,less than 20 USD,50
11,10.05,Vins El Cep Gr5 Senders Negre De Terrer( Tempranillo/Cabernet/Merlot/Syrah),https://www.i-d-s.com/dubai/vins-el-cep-gr5-senders-negre-de-terrer-tempranillo-cabernet-merlot-syrah-sp4039.html,spain,https://www.vivino.com/FR/en/wines/1484909,4.1,Casa Madero 3V Cabernet Sauvignon - Merlot - Tempranillo 0,—,mexico,valle-de-parras,31143,41,less than 20 USD,50
0,13.65,"Domaine Trénel, Beaujolais Organic "" Rouge""",https://www.i-d-s.com/dubai/domaine-tr-nel-beaujolais-organic-fr1264.html,france,https://www.vivino.com/FR/en/wines/3582444,3.7,Martine et Pierre Marie Chermette - Domaine du Vissoux Les Griottes Beaujolais Rouge 0,8.8,france,beaujolais,3731,43,less than 20 USD,50
1,31.75,"""M"" De Minuty Magnum (1.5L)",https://www.i-d-s.com/dubai/m-de-minuty-magnum-1-5l-fr4318.html,france,https://www.vivino.com/FR/en/wines/2191238,3.9,Minuty M Rosé 0,15.5,france,cotes-de-provence,40323,43,less than 40 USD,50
2,21.25,"Domaine Trénel, Climat Fleurie 'La Madone' (Single Vineyard)",https://www.i-d-s.com/dubai/domaine-tr-nel-fleurie-la-madone-single-vineyard-fr1265.html,france,https://www.vivino.com/FR/en/wines/4833964,3.7,Jean-Marc Despres Domaine de la Madone Fleurie 0,—,france,fleurie,1140,46,less than 30 USD,50
3,22.85,Macon Rouge Maison Antoine Geoffroy,https://www.i-d-s.com/dubai/macon-rouge-maison-antoine-geoffroy-fr1187.html,france,https://www.vivino.com/FR/en/wines/147009133,3.8,Maison Guillot-Broux Mâcon Rouge 0,—,france,macon,301,46,less than 30 USD,50
4,12.75,"Ripa Delle Mandorle IGT Toscana Rosso, Vicchiomaggio",https://www.i-d-s.com/dubai/ripa-delle-mandorle-igt-toscana-rosso-vicchiomaggio-it1100.html,italy,https://www.vivino.com/FR/en/wines/1966999,3.6,Vicchiomaggio Ripa delle Mandorle 0,13.95,italy,tuscany,2883,46,less than 20 USD,50
5,20.5,"Lugarara, Gavi Di Gavi , La Giustiniana, Piemonte",https://www.i-d-s.com/dubai/lugarara-gavi-di-gavi-la-giustiniana-piemonte-it1061.html,italy,https://www.vivino.com/FR/en/wines/1517136,3.9,Giustiniana Lugarara Gavi del Comune di Gavi 0,—,italy,gavi,1818,46,less than 30 USD,50
6,8.25,Pinot Grigio Piave La di Motte,https://www.i-d-s.com/dubai/pinot-grigio-piave-la-di-motte-it1012.html,italy,https://www.vivino.com/FR/en/wines/4995084,3.6,La di Motte Pinot Grigio 0,9.5,italy,friuli-grave,925,46,less than 10 USD,50
7,36.4,Chateau Lange Réglat,https://www.i-d-s.com/dubai/chateau-lange-r-glat-dw1010.html,france,https://www.vivino.com/FR/en/wines/3717744,4.1,Vignobles Bernard Reglat Château Lange-Réglat Sauternes 0,—,france,sauternes,1274,47,less than 40 USD,50
8,99.6,"Château Minuty ""281"" Rosé",https://www.i-d-s.com/dubai/ch-teau-minuty-281-ros-fr1018.html,france,https://www.vivino.com/FR/en/wines/1473981,4.1,Château d'Esclans Whispering Angel Rosé 0,—,france,cotes-de-provence,79404,48,less than 100 USD,50
9,33,"`Red Moon` Mangan Vineyard Wilyabrup Malbec/Petit Verdot/Merlot, Cullen",https://www.i-d-s.com/dubai/red-moon-mangan-vineyard-wilyabrup-malbec-petit-verdot-merlot-cullen-au4002.html,australia,https://www.vivino.com/FR/en/wines/157938311,3.6,Cullen Mangan Vineyard Red Moon 0,—,australia,western-australia,634,48,less than 40 USD,50
10,31.75,Bolney Bubbly Sparkling,https://www.i-d-s.com/dubai/bolney-bubbly-sparkling-sw1037.html,uk,https://www.vivino.com/FR/en/wines/2952551,3.9,Bolney Wine Estate Bolney Bubbly Brut 0,—,united-kingdom,sussex,527,48,less than 40 USD,50
11,11.25,Boutinot Cairanne 'Les Six',https://www.i-d-s.com/dubai/boutinot-cairanne-les-six-fr4245.html,france,https://www.vivino.com/FR/en/wines/4087553,3.9,Boutinot Les Six Côtes du Rhône Villages Cairanne 0,—,france,cotes-de-rhone-villages,1033,49,less than 20 USD,50
0,295.95,"Dom Pérignon Vintage, in individual Gift Box",https://www.i-d-s.com/dubai/dom-p-rignon-vintage-in-individual-gift-box-cp1014.html,france,https://www.vivino.com/FR/en/wines/1540082,4.6,Dom Pérignon Brut Champagne 0,255,france,champagne,148980,49,less than 300 USD,50
1,24.05,Château Amour,https://www.i-d-s.com/dubai/ch-teau-amour-fr1046.html,france,https://www.vivino.com/FR/en/wines/1783738,3.6,Château de Panigon Château Amour Médoc 0,—,france,medoc,1651,49,less than 30 USD,50
2,215.45,"FSM Castello Vicchiomaggio, Merlot Toscana IGT",https://www.i-d-s.com/dubai/fsm-castello-vicchiomaggio-merlot-toscana-igt-it1099.html,italy,https://www.vivino.com/FR/en/wines/3483261,4.4,Vicchiomaggio FSM 0,—,italy,tuscany,366,49,less than 220 USD,50
3,16.25,"Anna Blanc De Blancs, Codorníu Brut Reserva",https://www.i-d-s.com/dubai/anna-blanc-de-blancs-codorn-u-sw4028.html,spain,https://www.vivino.com/FR/en/wines/169848214,3.8,Anna de Codorniu Reserva Edición Limitada Blanc de Blancs Brut 0,—,spain,cava,54,49,less than 20 USD,50
4,22.95,"Domaine Trénel, Viré Clessé Chardonnay, Vin de Bourgogne",https://www.i-d-s.com/dubai/domaine-tr-nel-vir-cless-chardonnay-vin-de-bourgogne-fr1261.html,france,https://www.vivino.com/FR/en/wines/144587348,4,Domaine de l'Epinet Gramont Chardonnay 0,—,france,vire-clesse,206,50,less than 30 USD,50
5,43.55,Pernand-Vergelesses Blanc Domaine Dubreuil Fontaine,https://www.i-d-s.com/dubai/pernand-vergelesses-blanc-domaine-dubreuil-fontaine-fr1201.html,france,https://www.vivino.com/FR/en/wines/1543182,3.8,Domaine Dubreuil-Fontaine Pernand-Vergelesses Blanc 0,—,france,pernand-vergelesses,705,50,less than 50 USD,50
6,12.35,Apothic Red,https://www.i-d-s.com/dubai/apothic-red-us1030.html,usa,https://www.vivino.com/FR/en/wines/1469195,3.7,Apothic Red (Winemaker's Blend) 0,—,united-states,california,139517,50,less than 20 USD,50
7,15.05,Adegas Valminor'Davila O Rasal (Albarino/Loureiro/Treixadura),https://www.i-d-s.com/dubai/adegas-valminor-davila-o-rasal-albarino-loureiro-treixadura-sp4136.html,spain,https://www.vivino.com/FR/en/wines/5714731,0,Enolegs D3 Bote Llas Albariño Treixadura Loureiro 0,—,spain,rias-baixas,14816,50,less than 20 USD,50
8,20.95,"Domaine Trénel, Moulin à vent, Cru de Beaujolais",https://www.i-d-s.com/dubai/domaine-tr-nel-moulin-vent-cru-de-beaujolais-fr1263.html,france,https://www.vivino.com/FR/en/wines/20089414,3.7,Chausseron Domaine de Lagrange Moulin-à-Vent 0,—,france,beaujolais,43,51,less than 30 USD,60
9,11.45,Vouvray Demi Sec Les Coteaux Tufiers,https://www.i-d-s.com/dubai/vouvray-demi-sec-les-coteaux-tufiers-fr1086.html,france,https://www.vivino.com/FR/en/wines/7042100,3.8,Les Coteaux Tufiers Vouvray Demi-Sec 0,—,france,vouvray,853,51,less than 20 USD,60
10,76.85,Veuve Clicquot Yellow Label Brut,https://www.i-d-s.com/dubai/veuve-clicquot-yellow-label-brut-cp1016.html,france,https://www.vivino.com/FR/en/wines/164942636,4.3,Veuve Clicquot Brut (Carte Jaune) Champagne 0,—,france,champagne,126965,52,less than 80 USD,60
11,61.25,"Gervais Gobillard Prestige, Champagne Rosé",https://www.i-d-s.com/dubai/gervais-gobillard-prestige-champagne-rose-cp1026.html,france,https://www.vivino.com/FR/en/wines/3936512,3.9,J.M. Gobillard \u0026 Fils Cuvée Prestige Millésimé Brut Rosé Champagne 0,—,france,champagne,1587,52,less than 70 USD,60
0,56,"Gevrey Chambertin , Vallet Frères",https://www.i-d-s.com/dubai/gevrey-chambertin-vallet-fr-res-fr1080.html,france,https://www.vivino.com/FR/en/wines/1943415,4.1,Vallet Frères Gevrey-Chambertin 0,—,france,gevrey-chambertin,423,52,less than 60 USD,60
1,7.95,Argento Shiraz,https://www.i-d-s.com/dubai/argento-shiraz-ag1006.html,argentina,https://www.vivino.com/FR/en/wines/2095980,3.5,Argento Malbec - Shiraz AG Forty Seven 0,9.2,argentina,mendoza,1081,52,less than 10 USD,60
2,34.05,"Henschke Henry’s Seven` Shiraz/Grenache/Mataro/Viognier, Barossa",https://www.i-d-s.com/dubai/henschke-henry-s-seven-shiraz-grenache-mataro-viognier-barossa-au1040.html,australia,https://www.vivino.com/FR/en/wines/4874694,0,Seven Deadly Vins Seven Deadly Vins Barossa Shiraz Grenache Mataro 0,—,australia,barossa,8398,52,less than 40 USD,60
3,7.85,Mooiplaas The Peach Chenin Blanc,https://www.i-d-s.com/dubai/mooiplaas-the-peach-white-blend-za1008.html,south_africa,https://www.vivino.com/FR/en/wines/1471486,4,Bellingham The Bernard Series Old Vine Chenin Blanc 0,18,south-africa,coastal-region,6272,52,less than 10 USD,60
4,12.1,"Columbia Crest, Two Vines Merlot",https://www.i-d-s.com/dubai/columbia-crest-two-vines-merlot-us1106.html,usa,https://www.vivino.com/FR/en/wines/1964499,3.5,Two Vines Merlot - Cabernet 0,—,united-states,us-columbia-valley,2665,52,less than 20 USD,60
5,9.3,Sartori Marzemino Villa Mura,https://www.i-d-s.com/dubai/sartori-marzemino-villa-mura-it4143.html,italy,https://www.vivino.com/FR/en/wines/2802867,3.2,Villa Mura Marzemino 0,—,italy,veneto,352,52,less than 10 USD,60
6,5.95,Lambrusco Rosso Minini,https://www.i-d-s.com/dubai/lambrusco-rosso-minini-sw1102.html,italy,https://www.vivino.com/FR/en/wines/2666094,3.7,Cantine Minini Lambrusco Emilia Rosso 0,—,italy,emilia,135,52,less than 10 USD,60
7,28.2,Alpha Estate Red,https://www.i-d-s.com/dubai/alpha-estate-red-gk1005.html,rest-of-the-world,https://www.vivino.com/FR/en/wines/1935043,4,Alpha Estate (Κτήμα Αλφα) Estate Red (S.M.X) 0,—,greece,florina,5800,52,less than 30 USD,60
8,18.5,Domaine JM Lafont Brouilly “Les Roches”,https://www.i-d-s.com/dubai/domaine-de-bel-air-brouilly-fr1152.html,france,https://www.vivino.com/FR/en/wines/171222269,0,Jean Marc Lafont - Domaine de Bel Air Les Roches Brouilly 0,—,france,brouilly,963,53,less than 20 USD,60
9,51.2,"`Mangan East Block` Margaret River, Cullen",https://www.i-d-s.com/dubai/mangan-east-block-margaret-river-cullen-au4003.html,australia,https://www.vivino.com/FR/en/wines/17176639,3.9,Cullen Mangan East Block 0,—,australia,margaret-river,794,53,less than 60 USD,60
10,7.1,KWV Pinotage,https://www.i-d-s.com/dubai/kwv-pinotage-za1026.html,south_africa,https://www.vivino.com/FR/en/wines/4769500,3.6,KWV Classic Collection Pinotage 0,—,south-africa,western-cape,10844,53,less than 10 USD,60
11,33.75,"Grace Koshu Private Reserve, Grace Winery Grace Yamanashi",https://www.i-d-s.com/dubai/grace-koshu-private-reserve-grace-winery-grace-yamanashi-jp1001.html,rest-of-the-world,https://www.vivino.com/FR/en/wines/4910969,3.6,Grace Toriibira Vineyard Koshu Private Reserve 0,—,japan,yamanashi-ken,699,53,less than 40 USD,60
0,10.35,"Domaine Trénel, Coteaux-Bourguignons, Vin de Bourgogne",https://www.i-d-s.com/dubai/domaine-tr-nel-coteaux-bourguignons-vin-de-bourgogne-fr1262.html,france,https://www.vivino.com/FR/en/wines/157901951,0,Domaine de Presles Bourgogne Grand Ordinaire 0,—,france,coteaux-bourguignons,46,54,less than 20 USD,60
1,14.55,"Elderton Estate Family Vineyards, Eden Valley Riesling",https://www.i-d-s.com/dubai/elderton-estate-family-vineyards-eden-valley-riesling-au1114.html,australia,https://www.vivino.com/FR/en/wines/3250403,4.4,Mission Hill Family Estate Five Vineyards Riesling Icewine 0,—,canada,okanagan-valley,36,54,less than 20 USD,60
2,20.15,"The Trinity, Trinity Hill, Hawkes Bay",https://www.i-d-s.com/dubai/the-trinity-trinity-hill-hawkes-bay-nz1003.html,new_zealand,https://www.vivino.com/FR/en/wines/4478606,3.6,Trinity Hill The Trinity 0,—,new-zealand,hawkes-bay,596,54,less than 30 USD,60
3,10,Martín Codax Cuatro Pasos Mencia,https://www.i-d-s.com/dubai/mart-n-codax-cuatro-pasos-mencia-sp4073.html,spain,https://www.vivino.com/FR/en/wines/153104759,4.3,Cuatro Pasos Martin Sarmiento Mencia 0,—,spain,bierzo,169,54,less than 10 USD,60
4,8.75,"Bodegas Tagonius ""Tagonius Blanco"" (Malvar/Moscatel/Sauvignon Blanc)",https://www.i-d-s.com/dubai/bodegas-tagonius-tagonius-blanco-malvar-moscatel-sauvignon-blanc-sp4171.html,spain,https://www.vivino.com/FR/en/wines/157374608,3.8,Bodegas Quinta de Aves Sauvignon Blanc - Moscatel GM 0,—,spain,castilla-la-mancha,375,54,less than 10 USD,60
5,13.05,"Bodegas Alejandro Fernandez"" El Vinculo Tempranillo (Crianza)",https://www.i-d-s.com/dubai/bodegas-alejandro-fernandez-el-vinculo-tempranillo-crianza-sp4178.html,spain,https://www.vivino.com/FR/en/wines/157959858,0,Bodegas y Viñedos El Soleado Jardin Secreto Crianza Tempranillo 0,—,spain,valdepenas,3047,54,less than 20 USD,60
6,9.9,Bodegas Navajas Rioja Blanco,https://www.i-d-s.com/dubai/bodegas-navajas-rioja-blanco-sp1000.html,spain,https://www.vivino.com/FR/en/wines/1535391,3.7,Bodegas Franco-Españolas Diamante Semi-Dulce Blanco 0,—,spain,rioja,9144,54,less than 10 USD,60
7,10.15,"CVNE, Monopole Unoaked Blanco Rioja",https://www.i-d-s.com/dubai/cvne-monopole-unoaked-blanco-rioja-sp1033.html,spain,https://www.vivino.com/FR/en/wines/3379523,3.8,Monopole Blanco Seco (Clasico) 0,—,spain,rioja,4183,54,less than 20 USD,60
8,10.85,"Vinho Verde Loureiro/Alvarinho, Azevedo, Portugal",https://www.i-d-s.com/dubai/vinho-verde-loureiro-alvarinho-azevedo-portugal-pt1001.html,rest-of-the-world,https://www.vivino.com/FR/en/wines/161350291,3.8,Quinta de Azevedo Azevedo Loureiro - Alvarinho 0,—,portugal,vinho-verde,2267,54,less than 20 USD,60
9,38.2,Remoissenet Santenay Blanc 2018,https://www.i-d-s.com/dubai/remoissenet-santenay-blanc-2018-fr4429.html,france,https://www.vivino.com/FR/en/wines/162425490,0,Remoissenet Père \u0026 Fils Santenay Premier Cru Clos De Tavannes Blanc 2018 2018,56.7,france,santenay-premier-cru,-,55,less than 40 USD,60
10,552.9,"Dom Pérignon Vintage Rosé, in individual Gift Box",https://www.i-d-s.com/dubai/dom-p-rignon-vintage-ros-in-individual-gift-box-cp1015.html,france,https://www.vivino.com/FR/en/wines/4089408,4.6,Dom Pérignon Brut Rosé Champagne 0,—,france,champagne,13965,55,less than 560 USD,60
11,13.35,Mooiplaas Pinotage,https://www.i-d-s.com/dubai/mooiplaas-pinotage-za1053.html,south_africa,https://www.vivino.com/FR/en/wines/1927880,3.8,Mooiplaas Wine Estate The Bean Coffee Pinotage 0,—,south-africa,stellenbosch,4368,55,less than 20 USD,60
0,11.95,Cantine Belisario Verdicchio `Terre Di Valbona',https://www.i-d-s.com/dubai/cantine-belisario-verdicchio-terre-di-valbona-it4028.html,italy,https://www.vivino.com/FR/en/wines/1470363,3.5,Belisario Terre di Val Bona Verdicchio di Matelica 0,—,italy,verdicchio-di-matelica,1303,55,less than 20 USD,60
1,8,Bobal De San Juan Tinto,https://www.i-d-s.com/dubai/bobal-de-san-juan-tinto-sp4153.html,spain,https://www.vivino.com/FR/en/wines/2801074,3.5,Bobal de San Juan Bobal Old Vines (Viñas Viejas) 0,—,spain,utiel-requena,10383,55,less than 10 USD,60
2,"1,509.20","2017 Château Talbot 4ème Cru Classe, Saint-Julien",https://www.i-d-s.com/dubai/2017-ch-teau-talbot-4-me-cru-classe-saint-julien-fw1216.html,france,https://www.vivino.com/FR/en/wines/1540417,4.2,Château Talbot Saint-Julien (Grand Cru Classé) 0,—,france,saint-julien,45081,56,less than 1510 USD,60
3,18,"Elderton Estate Family Vineyards, Barossa Shiraz",https://www.i-d-s.com/dubai/elderton-estate-family-vineyards-barossa-shiraz-au1111.html,australia,https://www.vivino.com/FR/en/wines/4158916,4,Elderton The Ashmead Family Cabernet Sauvignon - Shiraz - Merlot 0,—,australia,barossa,708,56,less than 20 USD,60
4,15.35,ROSE Coterie Cinsault Rosé,https://www.i-d-s.com/dubai/rose-coterie-cinsault-ros-za1070.html,south_africa,https://www.vivino.com/FR/en/wines/2835053,3.3,Roche Mazet Cuvée Spéciale Grenache - Cinsault Rosé 0,—,france,vin-de-pays-doc,3045,56,less than 20 USD,60
5,13.1,"Murphy-Goode Red Wine, California",https://www.i-d-s.com/dubai/murphy-goode-red-bordeaux-blend-california-us2005.html,usa,https://www.vivino.com/FR/en/wines/2957871,3.8,Murphy-Goode Homefront Red 0,—,united-states,california,3708,56,less than 20 USD,60
6,15.1,Cristina Ascheri Langhe Arneis DOC,https://www.i-d-s.com/dubai/cristina-ascheri-langhe-arneis-doc-it4036.html,italy,https://www.vivino.com/FR/en/wines/2498287,3.8,Ascheri Arneis Langhe 0,—,italy,langhe,1147,56,less than 20 USD,60
7,12.15,12 Lunas Tinto,https://www.i-d-s.com/dubai/12-lunas-tinto-sp4119.html,spain,https://www.vivino.com/FR/en/wines/1556080,3.8,El Grillo y La Luna 12 Lunas Tinto 0,11.9,spain,somontano,5658,56,less than 20 USD,60
8,51.1,Torres Vina Sol.,https://www.i-d-s.com/dubai/torres-vina-sol-mw3000.html,spain,https://www.vivino.com/FR/en/wines/160993825,3.5,Familia Torres Viña Sol Original 0,—,spain,penedes,9897,56,less than 60 USD,60
9,63.05,Moët &amp; Chandon Brut Impérial,https://www.i-d-s.com/dubai/mo-t-chandon-brut-imp-rial-cp1011.html,france,https://www.vivino.com/FR/en/wines/164942645,4.1,Moët \u0026 Chandon Impérial Brut Champagne 0,—,france,champagne,115219,57,less than 70 USD,60
10,10,"M.Chapoutier, Costières-de-Nîmes, Collection Bio “Areca” &amp; “Rouge” ",https://www.i-d-s.com/dubai/m-chapoutier-costi-res-de-n-mes-collection-bio-fr1280.html,france,https://www.vivino.com/FR/en/wines/148409463,3.6,M. Chapoutier Collection Bio Costières de Nîmes 0,—,france,costieres-de-nimes,277,57,less than 10 USD,60
11,6.95,KWV Chardonnay,https://www.i-d-s.com/dubai/kwv-chardonnay-za1010.html,south_africa,https://www.vivino.com/FR/en/wines/4449565,3.4,KWV Classic Collection Chardonnay 0,—,south-africa,western-cape,2821,57,less than 10 USD,60
0,24.6,Bolney Winemaker’s Edition Red,https://www.i-d-s.com/dubai/bolney-winemaker-s-edition-red-gb3006.html,uk,https://www.vivino.com/FR/en/wines/4962106,3.9,Hernando Cortes Mission Vineyards Winemakers Edition Red Blend 0,—,united-states,napa-valley,57,57,less than 30 USD,60
1,34.55,Jordan Vineyard &amp; Winery Chardonnay,https://www.i-d-s.com/dubai/jordan-vineyard-winery-chardonnay-us1072.html,usa,https://www.vivino.com/FR/en/wines/4764489,4,Golan Heights Winery Yarden Odem Organic Vineyard Chardonnay 0,23.95,israel,galilee,1931,57,less than 40 USD,60
2,23.5,Ironstone Vineyards Reserve Cabernet Sauvignon,https://www.i-d-s.com/dubai/ironstone-vineyards-reserve-cabernet-sauvignon-us1035.html,usa,https://www.vivino.com/FR/en/wines/2136146,3.8,Pascual Toso Reserve Cabernet Sauvignon (Barrancas Vineyards) 0,—,argentina,mendoza,4315,57,less than 30 USD,60
3,11.25,E De Esperanza Verdejo Organic,https://www.i-d-s.com/dubai/e-de-esperanza-verdejo-organic-sp4059.html,spain,https://www.vivino.com/FR/en/wines/2485292,3.3,Hoya de Cadenas Organic Verdejo 0,—,spain,utiel-requena,241,57,less than 20 USD,60
4,10.6,"Alceno Syrah 50 Barricas, Monastrell/Syrah, Bodegas Alceño",https://www.i-d-s.com/dubai/alceno-syrah-50-barricas-monastrell-syrah-bodegas-alce-o-sp4164.html,spain,https://www.vivino.com/FR/en/wines/3177353,3.8,Alceño Premium 50 Barricas Syrah 0,—,spain,jumilla,10953,57,less than 20 USD,60
5,18.6,"Vins El Cep, Mim Natura Blanc De Noirs Gran Reserva, Organic Pinot Noir/Chardonnay",https://www.i-d-s.com/dubai/vins-el-cep-mim-natura-blanc-de-noirs-gran-reserva-organic-pinot-noir-chardonnay-sw4031.html,spain,https://www.vivino.com/FR/en/wines/156098298,4,Marqués de Gelida Mim Natura Cava Gran Reserva Blanc de Noirs 0,—,spain,cava,149,57,less than 20 USD,60
6,34.35,"Cvne Imperial Reserva, Rioja",https://www.i-d-s.com/dubai/cvne-imperial-reserva-rioja-sp4029.html,spain,https://www.vivino.com/FR/en/wines/1744966,3.8,Cune (CVNE) Reserva 0,13.23,spain,rioja,37293,57,less than 40 USD,60
7,721.9,"2016 Château Talbot 4ème Cru Classé, Saint-Julien",https://www.i-d-s.com/dubai/2016-ch-teau-talbot-4-me-cru-class-saint-julien-fw1175.html,france,https://www.vivino.com/FR/en/wines/1540417,4.2,Château Talbot Saint-Julien (Grand Cru Classé) 0,—,france,saint-julien,45081,58,less than 730 USD,60
8,212.5,2017 Chateau Croix Mouton,https://www.i-d-s.com/dubai/2017-chateau-croix-mouton-fw1184.html,france,https://www.vivino.com/FR/en/wines/4733991,3.6,Château Croix Mouton Bordeaux Supérieur 0,15.95,france,bordeaux-superieur,9502,58,less than 220 USD,60
9,14.85,Rag &amp; Bone Riesling  ,https://www.i-d-s.com/dubai/rag-bone-riesling-au1107.html,australia,https://www.vivino.com/FR/en/wines/25095096,3.8,Magpie Estate Rag \u0026 Bone Riesling 0,—,australia,eden-valley,618,58,less than 20 USD,60
10,12.25,"Marius, Avenue de la Gare Syrah, IGP Collines Rhodaniennes ",https://www.i-d-s.com/dubai/marius-avenue-de-la-gare-syrah-igp-collines-rhodaniennes-fr1275.html,france,https://www.vivino.com/FR/en/wines/169451999,3.9,M. Chapoutier Marius Avenue de la Gare Syrah 0,—,france,igp-collines-rhodaniennes,29,59,less than 20 USD,60
11,17.1,"M.Chapoutier, 'La Combe Pilate' Viognier, IGP Collines Rhodaniennes",https://www.i-d-s.com/dubai/m-chapoutier-la-combe-pilate-viognier-igp-collines-rhodaniennes-fr1267.html,france,https://www.vivino.com/FR/en/wines/144196869,3.8,M. Chapoutier La Combe Pilate 0,15.2,france,igp-collines-rhodaniennes,1237,59,less than 20 USD,60
