,price_usd,Name,IDS link,country,vivino_url,vivino_rating,vivino_name,vivino_price,vivino_country,vivino_region,nb_ratings,confidence,price bucket,confidence bucket
11,63.8,Laurent-Perrier Brut,https://www.i-d-s.com/dubai/laurent-perrier-brut-cp1001.html,france,https://www.vivino.com/FR/en/wines/164943434,4.1,Laurent-Perrier La Cuvée Brut Champagne 0,—,france,champagne,47932,66,less than 70 USD,70
0,16.8,"Chateau de Mazerolle La Gravelière Peyronne, Graves",https://www.i-d-s.com/dubai/chateau-de-mazerolle-la-graveli-re-peyronne-graves-fr1237.html,france,https://www.vivino.com/FR/en/wines/160209059,3.9,Vignobles Bernard Reglat Château de la Mazerolle la Gravelière Graves 0,—,france,graves,1089,66,less than 20 USD,70
1,27.5,Château Vitallis Saint-Véran,https://www.i-d-s.com/dubai/ch-teau-vitallis-saint-v-ran-fr1147.html,france,https://www.vivino.com/FR/en/wines/4808941,3.9,Château Vitallis - Denis Dutron Saint-Véran 'À la Côte' 0,19.5,france,saint-veran,175,66,less than 30 USD,70
2,17.75,Allegrini Valpolicella DOC,https://www.i-d-s.com/dubai/allegrini-valpolicella-doc-it1046.html,italy,https://www.vivino.com/FR/en/wines/1723424,4.3,Allegrini Amarone della Valpolicella Classico 0,68.77,italy,amarone-della-valpolicella-classico,28206,66,less than 20 USD,70
3,15.9,"Santa Margherita, Prosecco DOCG",https://www.i-d-s.com/dubai/santa-margherita-prosecco-docg-sw1050.html,italy,https://www.vivino.com/FR/en/wines/1650248,3.8,Santa Margherita Valdobbiadene Prosecco Superiore 0,12.58,italy,conegliano-valdobbiadene-prosecco-superiore,12975,66,less than 20 USD,70
4,703.1,2015 Chateau Les Ormes de Pez Cru Bourgeois Saint Estephe,https://www.i-d-s.com/dubai/2015-chateau-les-ormes-de-pez-cru-bourgeois-saint-estephe-fw1213.html,france,https://www.vivino.com/FR/en/wines/2096768,4,Château Ormes de Pez Saint-Estèphe 0,28,france,saint-estephe,17379,67,less than 710 USD,70
5,26.4,Domaine des Bosquets `La Font des Bosquets` Gigondas,https://www.i-d-s.com/dubai/domaine-des-bosquets-la-font-des-bosquets-gigondas-fr2031.html,france,https://www.vivino.com/FR/en/wines/4743836,3.6,Domaine des Bosquets Gigondas La Font Sereine 0,—,france,gigondas,369,67,less than 30 USD,70
6,45.85,"Domanie Laroche, Chablis 1er Cru ‘Les Vaillons’ Vieilles Vignes",https://www.i-d-s.com/dubai/domanie-laroche-chablis-1er-cru-les-vaillons-vieilles-vignes-fr4187.html,france,https://www.vivino.com/FR/en/wines/4873148,4.1,Domaine Laroche Les Vaillons Vieilles Vignes Chablis Premier Cru 0,—,france,chablis-vaillons,2319,67,less than 50 USD,70
7,13.95,Chateau Feret Lambert Bordeaux Superieur,https://www.i-d-s.com/dubai/chateau-feret-lambert-bordeaux-superieur-fr1181.html,france,https://www.vivino.com/FR/en/wines/2337290,3.7,Château Féret-Lambert Costes du Château Féret-Lambert Bordeaux Supérieur 0,—,france,bordeaux-superieur,1150,67,less than 20 USD,70
8,21.9,Domaine Wiehlé Seidenfaden Gewurztraminer,https://www.i-d-s.com/dubai/domaine-wiehl-seidenfaden-gewurztraminer-fr1218.html,france,https://www.vivino.com/FR/en/wines/159096857,3.8,Domaine Wiehle Gewürztraminer Seidenfaden 0,—,france,alsace,75,67,less than 30 USD,70
9,40.65,"Chateau Gravet Grande Rennaissance , Grand Cru Saint-Emilion",https://www.i-d-s.com/dubai/grande-renaissance-grand-cru-saint-emilion-fr1231.html,france,https://www.vivino.com/FR/en/wines/4776163,4.1,Château Gravet-Renaissance Grande-Renaissance Saint-Émilion Grand Cru 0,—,france,st-emilion-grand-cru,433,67,less than 50 USD,70
10,24.4,Cave deTurckheim Grand Cru Riesling,https://www.i-d-s.com/dubai/cave-deturckheim-grand-cru-riesling-fr1032.html,france,https://www.vivino.com/FR/en/wines/2076639,3.9,Cave de Turckheim Riesling Alsace Grand Cru Brand 0,—,france,alsace-grand-cru,1219,67,less than 30 USD,70
11,20.15,"Fishbone, Margaret River Black Range Shiraz",https://www.i-d-s.com/dubai/fishbone-margaret-river-black-range-shiraz-au1916.html,australia,https://www.vivino.com/FR/en/wines/160143458,3.7,Fishbone Black Label Shiraz 0,—,australia,margaret-river,64,67,less than 30 USD,70
0,11.35,d'Arenberg The Stump Jump Red,https://www.i-d-s.com/dubai/d-arenberg-the-stump-jump-red-au1035.html,australia,https://www.vivino.com/FR/en/wines/2159129,3.5,d'Arenberg The Stump Jump Grenache - Shiraz - Mourvedre 0,8.98,australia,mclaren-vale,10467,67,less than 20 USD,70
1,19.1,"Morandé, Cabernet Sauvignon Gran Reserva",https://www.i-d-s.com/dubai/morand-cabernet-sauvignon-gran-reserva-ch1019.html,chile,https://www.vivino.com/FR/en/wines/2737501,3.7,Morandé Gran Reserva Cabernet Sauvignon 0,—,chile,maipo-valley,8267,67,less than 20 USD,70
2,26.3,Vesevo Taurasi Ensis Docg,https://www.i-d-s.com/dubai/vesevo-taurasi-ensis-docg-it4021.html,italy,https://www.vivino.com/FR/en/wines/157831960,3.9,Vesevo Limited Release Taurasi Ensis 0,—,italy,taurasi,1149,67,less than 30 USD,70
3,29.65,"Chateau Fleur La Mothe, Medoc Cru Bourgeois",https://www.i-d-s.com/dubai/chateau-fleur-la-mothe-medoc-cru-bourgeois-fr1161.html,france,https://www.vivino.com/FR/en/wines/161434001,3.8,Château la Pirouette Cru Bourgeois 0,—,france,medoc,1599,68,less than 30 USD,70
4,16.95,Château Vieille Tour La Rose,https://www.i-d-s.com/dubai/ch-teau-vieille-tour-la-rose-fr1050.html,france,https://www.vivino.com/FR/en/wines/4903634,3.9,Château Vieille Tour La Rose Saint-Émilion Grand Cru 0,—,france,st-emilion-grand-cru,2080,68,less than 20 USD,70
5,22.3,"Plantagenet, Angevin Mount Barker Riesling",https://www.i-d-s.com/dubai/plantagenet-angevin-mount-barker-riesling-au3002.html,australia,https://www.vivino.com/FR/en/wines/4732161,3.8,Plantagenet Wyjup Vineyard Ringbark Riesling 0,—,australia,mount-barker,59,68,less than 30 USD,70
6,9.2,"Mount Langi Ghiran, Billi Billi Pinot Gris",https://www.i-d-s.com/dubai/mount-langi-ghiran-billi-billi-pinot-grigio-au1012.html,australia,https://www.vivino.com/FR/en/wines/2348258,3.5,Mount Langi Ghiran Pinot Grigio (Pinot Gris) Billi Billi 0,—,australia,grampians,230,68,less than 10 USD,70
7,8.75,Mooiplaas The Coco Merlot,https://www.i-d-s.com/dubai/mooiplaas-the-coco-merlot-za1015.html,south_africa,https://www.vivino.com/FR/en/wines/1826747,3.8,Mooiplaas Wine Estate The Coco Chocolate Merlot 0,—,south-africa,stellenbosch,2722,68,less than 10 USD,70
8,7.1,KWV Cabernet Sauvignon,https://www.i-d-s.com/dubai/kwv-cabernet-sauvignon-za1025.html,south_africa,https://www.vivino.com/FR/en/wines/2561498,3.5,KWV Classic Collection Cabernet Sauvignon 0,—,south-africa,western-cape,6282,68,less than 10 USD,70
9,23.65,"Sharpham Estate Pinot Gris , Devon",https://www.i-d-s.com/dubai/sharpham-estate-pinot-gris-devon-gb3001.html,uk,https://www.vivino.com/FR/en/wines/158079915,3.7,Sharpham Wild Ferment Pinot Gris 0,—,united-kingdom,devon,118,68,less than 30 USD,70
10,22.6,"La Crema Pinot Noir, Monterey",https://www.i-d-s.com/dubai/la-crema-pinot-noir-monterey-us2064.html,usa,https://www.vivino.com/FR/en/wines/1790385,3.8,La Crema Monterey Pinot Noir 0,53.98,united-states,monterey,18668,68,less than 30 USD,70
11,12.45,Divino Terroir Weissburgunder Thüngersheimer Johannisberg,https://www.i-d-s.com/dubai/divino-terroir-weissburgunder-th-ngersheimer-johannisberg-ge4026.html,germany,https://www.vivino.com/FR/en/wines/160005825,0,Divino Terroir Weissburgunder 0,—,germany,johannisberg,76,68,less than 20 USD,70
0,78.4,Balthasar Ress RESSpekt Riesling,https://www.i-d-s.com/dubai/balthasar-ress-resspekt-riesling-ge1006.html,germany,https://www.vivino.com/FR/en/wines/2139811,3.7,Balthasar Ress Von Unserm Riesling Trocken 0,11.9,germany,rheingau,2736,68,less than 80 USD,70
1,5.2,Via Nova Merlot del Veneto IGT,https://www.i-d-s.com/dubai/via-nova-merlot-del-veneto-igt-it1043.html,italy,https://www.vivino.com/FR/en/wines/4104488,3.2,Via Nova Merlot 0,—,italy,veneto,81,68,less than 10 USD,70
2,25.75,L'Atzar Priorat,https://www.i-d-s.com/dubai/l-atzar-priorat-sp1050.html,spain,https://www.vivino.com/FR/en/wines/16204799,3.8,Mas la Mola L'Atzar Priorat 0,—,spain,priorat,653,68,less than 30 USD,70
3,9.8,"Casa De Monroy ""Alceno De Monroy Garnacha Y Syrah 3M""",https://www.i-d-s.com/dubai/casa-de-monroy-alceno-de-monroy-garnacha-y-syrah-3m-sp4172.html,spain,https://www.vivino.com/FR/en/wines/42575328,3.7,La Casa de Monroy\t Garnacha - Syrah 0,—,spain,comunidad-de-madrid,83,68,less than 10 USD,70
4,32.95,"Protos Reserva, 5 Años Ribera Del Duero ",https://www.i-d-s.com/dubai/protos-reserva-ribera-del-duero-sp4084.html,spain,https://www.vivino.com/FR/en/wines/1565216,4.2,Protos Reserva 5 Año 0,—,spain,ribera-del-duero,22540,68,less than 40 USD,70
5,18.9,Ktima Gerovassiliou White,https://www.i-d-s.com/dubai/ktima-gerovassiliou-white-gk1010.html,rest-of-the-world,https://www.vivino.com/FR/en/wines/9428832,4,Ktima Gerovassiliou (Κτήμα Γεροβασιλείου) White 0,—,greece,epanomi,5987,68,less than 20 USD,70
6,29.15,Ktima Gerovassiliou AVATON,https://www.i-d-s.com/dubai/ktima-gerovassiliou-avaton-gk1012.html,rest-of-the-world,https://www.vivino.com/FR/en/wines/1470058,4,Ktima Gerovassiliou (Κτήμα Γεροβασιλείου) Avaton 0,20,greece,epanomi,4687,68,less than 30 USD,70
7,8,"Terra Franca,Vinho Regional Tinto",https://www.i-d-s.com/dubai/terra-franca-vinho-regional-tinto-pt1003.html,rest-of-the-world,https://www.vivino.com/FR/en/wines/3474269,0,Ouro Da Terra Vinho Regional Beiras Tinto 0,—,portugal,alentejano,2603,68,less than 10 USD,70
8,89.8,Veuve Clicquot Rosé,https://www.i-d-s.com/dubai/veuve-clicquot-ros-cp1017.html,france,https://www.vivino.com/FR/en/wines/1487195,4.3,Veuve Clicquot Brut Rosé Champagne 0,—,france,champagne,22464,69,less than 90 USD,70
9,96.25,"Bollinger Special Cuvée Brut, in individual Gift Box",https://www.i-d-s.com/dubai/bollinger-special-cuv-e-brut-in-individual-gift-box-cp1000.html,france,https://www.vivino.com/FR/en/wines/164942597,4.3,Bollinger Special Cuvée Brut Aÿ Champagne 0,—,france,champagne,60724,69,less than 100 USD,70
10,9.5,Wishbone Shiraz Cabernet  ,https://www.i-d-s.com/dubai/wishbone-shiraz-cabernet-au1105.html,australia,https://www.vivino.com/FR/en/wines/4881513,3.9,Magpie Estate The Wishbone Shiraz - Cabernet 0,—,australia,barossa-valley,1093,69,less than 10 USD,70
11,24.85,Grant Burge Wines of Distinction Filsell Shiraz,https://www.i-d-s.com/dubai/grant-burge-wines-of-distinction-filsell-shiraz-au1083.html,australia,https://www.vivino.com/FR/en/wines/2199705,4,Grant Burge Filsell Shiraz 0,28.9,australia,barossa,5611,69,less than 30 USD,70
0,23,Stella Bella Semillon Sauvignon Blanc,https://www.i-d-s.com/dubai/stella-bella-semillon-sauvignon-blanc-au1016.html,australia,https://www.vivino.com/FR/en/wines/4245940,3.6,Stella Bella Skuttlebutt Sauvignon Blanc - Semillon 0,—,australia,margaret-river,842,69,less than 30 USD,70
1,39.85,"Peter Lehmann Masters, 8 Songs Shiraz, Barossa Valley",https://www.i-d-s.com/dubai/peter-lehmann-masters-8-songs-shiraz-barossa-valley-au1039.html,australia,https://www.vivino.com/FR/en/wines/1533001,4,Peter Lehmann The Master's Collection 8 Songs Shiraz 0,—,australia,barossa,2513,69,less than 40 USD,70
2,19.6,Francis Ford Coppola Merlot Diamond,https://www.i-d-s.com/dubai/francis-ford-coppola-merlot-diamond-us2008.html,usa,https://www.vivino.com/FR/en/wines/1529040,3.8,Francis Ford Coppola Winery Diamond Collection Merlot 0,25.9,united-states,california,15588,69,less than 20 USD,70
3,8.5,"Alpha Zeta,`S` Soave DOC, Veneto",https://www.i-d-s.com/dubai/alpha-zeta-s-soave-veneto-it1009.html,italy,https://www.vivino.com/FR/en/wines/1544550,3.4,Alpha Zeta S Soave 0,—,italy,soave,425,69,less than 10 USD,70
4,11.15,Araldica Gavi DOCG La Luciana,https://www.i-d-s.com/dubai/araldica-gavi-docg-la-luciana-it1000.html,italy,https://www.vivino.com/FR/en/wines/1469446,3.6,Araldica La Luciana Gavi 0,—,italy,gavi,2639,69,less than 20 USD,70
5,12.25,Mandrarossa Nero d'Avola Costadune,https://www.i-d-s.com/dubai/mandrarossa-nero-d-avola-costadune-it1030.html,italy,https://www.vivino.com/FR/en/wines/3372050,3.6,Mandrarossa Costadune Nero d’Avola 0,10.91,italy,sicily,4273,69,less than 20 USD,70
6,25.35,Miguel Torres Celeste Crianza,https://www.i-d-s.com/dubai/miguel-torres-celeste-crianza-sp1010.html,spain,https://www.vivino.com/FR/en/wines/20602328,3.9,Pago del Cielo Celeste Crianza 0,—,spain,ribera-del-duero,47809,69,less than 30 USD,70
7,23.35,CVNE Rioja Gran Reserva,https://www.i-d-s.com/dubai/cvne-rioja-gran-reserva-sp1024.html,spain,https://www.vivino.com/FR/en/wines/1737193,4,Cune (CVNE) Gran Reserva 0,—,spain,rioja,20733,69,less than 30 USD,70
8,16.8,Alpha Estate Xinomavro Single Vineyard Hedgehog,https://www.i-d-s.com/dubai/alpha-estate-xinomavro-single-vineyard-hedgehog-gk1007.html,rest-of-the-world,https://www.vivino.com/FR/en/wines/19322385,3.8,Alpha Estate (Κτήμα Αλφα) Xinomavro Hedgehog Vineyard 0,—,greece,amyndeon,3188,69,less than 20 USD,70
9,"1,881.50","2017 Chateau Léoville Barton, Saint -Julien",https://www.i-d-s.com/dubai/2017-chateau-l-oville-barton-saint-julien-fw1210.html,france,https://www.vivino.com/FR/en/wines/3502393,4.3,Château Léoville Barton Saint-Julien (Grand Cru Classé) 0,84,france,saint-julien,37834,70,less than 1890 USD,70
0,51.75,Mumm Cordon Rouge Brut,https://www.i-d-s.com/dubai/mumm-cordon-rouge-brut-cp1008.html,france,https://www.vivino.com/FR/en/wines/1469170,3.9,G.H. Mumm (Cordon Rouge) Brut Champagne 0,37.9,france,champagne,33555,70,less than 60 USD,70
1,18.7,Château Comtesse Du Parc - By Christophe Anney,https://www.i-d-s.com/dubai/ch-teau-comtesse-du-parc-by-christophe-anney-fr4133.html,france,https://www.vivino.com/FR/en/wines/4797534,3.7,Château Comtesse du Parc Haut-Médoc 0,14.7,france,haut-medoc,592,70,less than 20 USD,70
2,"2,254.00","2016 Chateau Léoville Barton, Saint -Julien",https://www.i-d-s.com/dubai/2016-chateau-l-oville-barton-saint-julien-fw1124.html,france,https://www.vivino.com/FR/en/wines/3502393,4.3,Château Léoville Barton Saint-Julien (Grand Cru Classé) 0,—,france,saint-julien,37834,70,less than 2260 USD,70
3,108.65,Domaine Chanson Chassagne-Montrachet,https://www.i-d-s.com/dubai/domaine-chanson-chassagne-montrachet-fr1066.html,france,https://www.vivino.com/FR/en/wines/3809792,4.3,Domaine Bernard Moreau et Fils Chassagne-Montrachet 0,84.7,france,chassagne-montrachet,3348,70,less than 110 USD,70
4,50.75,"Chateau de Vaudieu,‘Grand Vin’, Châteauneuf-du-Pape Rouge",https://www.i-d-s.com/dubai/chateau-de-vaudieu-grand-vin-ch-teauneuf-du-pape-rouge-fr1113.html,france,https://www.vivino.com/FR/en/wines/1521901,4,Château de Vaudieu Châteauneuf-du-Pape Closerie de Vaudieu Rouge 0,—,france,chateauneuf-du-pape,4179,70,less than 60 USD,70
5,10.2,Jacob's Creek Sparkling Chardonnay Pinot Noir,https://www.i-d-s.com/dubai/jacob-s-creek-sparkling-chardonnay-pinot-noir-sw1027.html,australia,https://www.vivino.com/FR/en/wines/164942858,3.4,Jacob's Creek Brut Cuvée Chardonnay - Pinot Noir Sparkling 0,—,australia,south-eastern,5632,70,less than 20 USD,70
6,65.65,"Burn Cottage Vineyard, Pinot Noir Central Otago",https://www.i-d-s.com/dubai/burn-cottage-vineyard-pinot-noir-central-otago-nz4025.html,new_zealand,https://www.vivino.com/FR/en/wines/4422435,4.2,Burn Cottage Burn Cottage Vineyard Pinot Noir 0,65,new-zealand,otago,3430,70,less than 70 USD,70
7,8.75,Mooiplaas 'The Bean' Pinotage,https://www.i-d-s.com/dubai/mooiplaas-the-bean-pinotage-za1014.html,south_africa,https://www.vivino.com/FR/en/wines/1927880,3.8,Mooiplaas Wine Estate The Bean Coffee Pinotage 0,—,south-africa,stellenbosch,4368,70,less than 10 USD,70
8,21.65,"Cambria Estate ""Katherine's Vineyard"" Chardonnay",https://www.i-d-s.com/dubai/cambria-estate-katherine-s-vineyard-chardonnay-us2105.html,usa,https://www.vivino.com/FR/en/wines/2704236,3.8,Cambria Chardonnay Katherine's Vineyard 0,—,united-states,santa-maria-valley,6067,70,less than 30 USD,70
9,11.65,Weinbiet&nbsp; Philipp Bassler Spätburgunder Großes Gewachs,https://www.i-d-s.com/dubai/weinbiet-philipp-bassler-sp-tburgunder-gro-es-gewachs-ge4043.html,germany,https://www.vivino.com/FR/en/wines/166179880,0,Weinbiet Philipp Bassler Grosses Gewächs Spätburgunder Trocken 0,—,germany,pfalz,193,70,less than 20 USD,70
10,13.45,Vigneto Del Vulture Aglianico Pipoli,https://www.i-d-s.com/dubai/vigneto-del-vulture-aglianico-pipoli-it4018.html,italy,https://www.vivino.com/FR/en/wines/1475143,3.8,Vigneti del Vulture Pipoli Aglianico del Vulture 0,-,-,-,-,70,less than 20 USD,70
11,15.85,"Sartori ""Regolo"" Valpolicella Superiore Ripasso DOC",https://www.i-d-s.com/dubai/sartori-regolo-valpolicella-superiore-ripasso-doc-it1045.html,italy,https://www.vivino.com/FR/en/wines/2351417,3.9,Sartori di Verona Regolo Valpolicella Ripasso Superiore 0,12.95,italy,valpolicella-ripasso,7905,70,less than 20 USD,70
0,9.6,Bodega Navajas Rioja Rosado,https://www.i-d-s.com/dubai/bodega-navajas-rioja-rosado-sp1008.html,spain,https://www.vivino.com/FR/en/wines/3965173,3.8,Navajas Rioja Crianza Rosado 0,—,spain,rioja,710,70,less than 10 USD,70
1,33,Vranken Brut Nature VDC with Gift Box,https://www.i-d-s.com/dubai/vranken-brut-nature-vdc-with-gift-box-cp4019.html,france,https://www.vivino.com/FR/en/wines/155582683,3.7,Vranken Brut Nature Champagne 0,34.1,france,champagne,565,71,less than 40 USD,80
0,48.15,"Chateau Pontac Lynch Cru, Bourgeois",https://www.i-d-s.com/dubai/chateau-pontac-lynch-cru-bourgeois-ex1020.html,france,https://www.vivino.com/FR/en/wines/134644422,0,Pontaclynch Margaux Cru Bourgeois 0,—,france,pauillac,56822,71,less than 50 USD,80
1,"13,505.45","2011 Remoissenet Pere &amp; Fils, Le Montrachet Grand Cru",https://www.i-d-s.com/dubai/2011-remoissenet-pere-fils-le-montrachet-grand-cru-fw1089.html,france,https://www.vivino.com/FR/en/wines/3233828,4.4,Remoissenet Père \u0026 Fils Le Montrachet Grand Cru Domaine Thénard 0,—,france,montrachet-grand-cru,262,71,less than 13510 USD,80
2,34.55,Paul Jaboulet Aine “Les Jalets” Crozes Hermitage “Blanc”,https://www.i-d-s.com/dubai/paul-jaboulet-aine-les-jalets-crozes-hermitage-blanc-fr1159.html,france,https://www.vivino.com/FR/en/wines/3429091,3.7,Paul Jaboulet Aîné Crozes Hermitage Les Jalets Blanc 0,—,france,crozes-hermitage,1713,71,less than 40 USD,80
3,19.2,Domaine Wiehlé Engelreben Riesling,https://www.i-d-s.com/dubai/domaine-wiehl-engelreben-riesling-fr1217.html,france,https://www.vivino.com/FR/en/wines/158131512,3.6,Domaine Wiehle Riesling Engelreben 0,—,france,alsace,124,71,less than 20 USD,80
4,60.5,"Gervais Gobillard Prestige Blanc, Champagne",https://www.i-d-s.com/dubai/gervais-gobillard-prestige-blanc-champagne-cp1050.html,france,https://www.vivino.com/FR/en/wines/170410630,0,Gervais Gobillard Blanc de Noirs Brut Chamapagne 0,—,france,champagne,2481,71,less than 70 USD,80
5,25.05,M de Minuty Rosé,https://www.i-d-s.com/dubai/m-de-minuty-ros-fr1014.html,france,https://www.vivino.com/FR/en/wines/2191238,3.9,Minuty M Rosé 0,—,france,cotes-de-provence,40323,71,less than 30 USD,80
6,24.85,Grant Burge Wines of Distinction Balthasar Shiraz,https://www.i-d-s.com/dubai/grant-burge-wines-of-distinction-balthasar-shiraz-au1084.html,australia,https://www.vivino.com/FR/en/wines/4721409,3.9,Grant Burge Balthasar Shiraz 0,—,australia,eden-valley,823,71,less than 30 USD,80
7,13.15,Robert Mondavi Woodbridge Cabernet Sauvignon,https://www.i-d-s.com/dubai/robert-mondavi-woodbridge-cabernet-sauvignon-us1025.html,usa,https://www.vivino.com/FR/en/wines/1526032,3.4,Woodbridge by Robert Mondavi Cabernet Sauvignon 0,—,united-states,california,31972,71,less than 20 USD,80
8,11.6,Planeta Rosé,https://www.i-d-s.com/dubai/planeta-ros-it1019.html,italy,https://www.vivino.com/FR/en/wines/2324550,3.7,Planeta Sicilia Rosé 0,—,italy,sicilia,5225,71,less than 20 USD,80
9,124.35,Antinori Cervaro della Sala,https://www.i-d-s.com/dubai/antinori-cervaro-della-sala-it1018.html,italy,https://www.vivino.com/FR/en/wines/1530276,4.4,Antinori Castello della Sala Cervaro della Sala 0,79.9,italy,umbria,31080,71,less than 130 USD,80
10,59.15,"Antinori, Marchese Chianti Classico Riserva DOCG",https://www.i-d-s.com/dubai/antinori-marchese-chianti-classico-riserva-docg-it1040.html,italy,https://www.vivino.com/FR/en/wines/2284661,4.2,Antinori Tenuta Tignanello 'Marchese Antinori' Chianti Classico Riserva 0,—,italy,chianti-classico,48744,71,less than 60 USD,80
11,16.9,Bodegas Protos Roble,https://www.i-d-s.com/dubai/bodegas-protos-roble-sp1009.html,spain,https://www.vivino.com/FR/en/wines/1914506,3.7,Protos Roble 0,19.98,spain,ribera-del-duero,55030,71,less than 20 USD,80
0,12,"Baltasar Gracián Blanco De Hielo, Macebeo, Baltasar Gracián",https://www.i-d-s.com/dubai/baltasar-graci-n-blanco-de-hielo-macebeo-baltasar-graci-n-sp4124.html,spain,https://www.vivino.com/FR/en/wines/4748296,3.7,Baltasar Gracián Blanco de Hielo 0,—,spain,calatayud,509,71,less than 20 USD,80
1,9.85,"Vins El Cep, L'Alzinar Reserva Brut, Chardonnay/Parellada",https://www.i-d-s.com/dubai/vins-el-cep-l-alzinar-reserva-brut-chardonnay-parellada-sw4023.html,spain,https://www.vivino.com/FR/en/wines/2232654,3.6,Vins El Cep Cava L'Alzinar Reserva Brut 0,—,spain,cava,161,71,less than 10 USD,80
2,12.45,Alpha Estate Malagouzia Single Vineyard Turtles,https://www.i-d-s.com/dubai/catalog/product/view/id/12726/s/alpha-estate-malagouzia-single-vineyard-turtles-gk1001/category/486/,rest-of-the-world,https://www.vivino.com/FR/en/wines/8250877,4,Alpha Estate (Κτήμα Αλφα) Malagouzia Turtles Vineyard 0,—,greece,florina,8226,71,less than 20 USD,80
3,27.35,Schröder and Schÿler Margaux Private Selection,https://www.i-d-s.com/dubai/schr-der-and-sch-ler-margaux-private-selection-fr1299.html,france,https://www.vivino.com/FR/en/wines/4869718,3.9,Schröder \u0026 Schÿler Private Selection Margaux 0,—,france,margaux,211,72,less than 30 USD,80
4,32.7,Champagne Charles Chevalier Brut d'Honneur,https://www.i-d-s.com/dubai/champagne-charles-chevalier-brut-d-honneur-cp1019.html,france,https://www.vivino.com/FR/en/wines/3771840,3.8,Charles Chevalier Brut d’Honneur Champagne 0,—,france,champagne,87,72,less than 40 USD,80
5,"1,527.75","2016 Château Grand-Puy-Lacoste, 2nd Cru Classé, Pauillac",https://www.i-d-s.com/dubai/2016-ch-teau-grand-puy-lacoste-2nd-cru-class-pauillac-fw1166.html,france,https://www.vivino.com/FR/en/wines/1683575,4.3,Château Grand-Puy-Lacoste Pauillac (Grand Cru Classé) 0,—,france,pauillac,25376,72,less than 1530 USD,80
6,11.9,"Baron Philippe de Rothschild, Le Rose de Mouton Cadet",https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-le-rose-de-mouton-cadet-fr1035.html,france,https://www.vivino.com/FR/en/wines/1470975,3.3,Baron Philippe de Rothschild Le Cadet Cabernet Sauvignon 0,—,france,vin-de-pays-doc,383,72,less than 20 USD,80
7,16.4,"Baron Philippe de Rothschild, Reserve Mouton Cadet Medoc",https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-reserve-mouton-cadet-medoc-fr1045.html,france,https://www.vivino.com/FR/en/wines/4982145,3.9,Baron Philippe de Rothschild Agneau Réserve Grand Millésime Médoc 0,—,france,medoc,79,72,less than 20 USD,80
8,32.4,Domaine Cailbourdin Pouilly Fumé Cuvée de Boisfleury,https://www.i-d-s.com/dubai/domaine-cailbourdin-pouilly-fum-cuv-e-de-boisfleury-fr1093.html,france,https://www.vivino.com/FR/en/wines/1625080,3.8,Domaine A Cailbourdin Cuvée de Boisfleury Pouilly-Fumé 0,—,france,pouilly-fume,930,72,less than 40 USD,80
9,15.2,Songlines Grenache ,https://www.i-d-s.com/dubai/songlines-grenache-au1098.html,australia,https://www.vivino.com/FR/en/wines/155202244,3.8,Magpie Estate Songlines Grenache 0,—,australia,barossa-valley,155,72,less than 20 USD,80
10,29.6,Mount Horrocks `Watervale` Clare Valley Semillon,https://www.i-d-s.com/dubai/mount-harrocks-watervale-clare-valley-semillon-au4019.html,australia,https://www.vivino.com/FR/en/wines/4744821,3.8,Mount Horrocks Watervale Riesling 0,19.8,australia,clare-valley,836,72,less than 30 USD,80
11,16.75,Cape Mentelle Semillon/Sauvignon Blanc,https://www.i-d-s.com/dubai/cape-mentelle-semillon-sauvignon-blanc-au1015.html,australia,https://www.vivino.com/FR/en/wines/23351637,3.6,Cape Mentelle Sauvignon Blanc - Sémillon 0,-,-,-,-,72,less than 20 USD,80
0,27.9,Greywacke Marlborough Riesling,https://www.i-d-s.com/dubai/greywacke-marlborough-riesling-nz1031.html,new_zealand,https://www.vivino.com/FR/en/wines/4800542,4,Greywacke Riesling 0,25.8,new-zealand,marlborough,847,72,less than 30 USD,80
1,18.85,St Hallett Eden Valley Riesling,https://www.i-d-s.com/dubai/st-hallett-eden-valley-riesling-au1088.html,australia,https://www.vivino.com/FR/en/wines/4724260,3.5,St Hallett Riesling 0,—,australia,eden-valley,605,73,less than 20 USD,80
2,29.4,Trinity Hill `The Gimblett` Gimblett Gravels,https://www.i-d-s.com/dubai/trinity-hill-the-gimblett-gimblett-gravels-nz4023.html,new_zealand,https://www.vivino.com/FR/en/wines/4546530,3.8,Trinity Hill The Gimblett 0,—,new-zealand,gimblett-gravells,981,73,less than 30 USD,80
3,10.65,Callaway Cabernet Sauvignon,https://www.i-d-s.com/dubai/callaway-cabernet-sauvignon-us1063.html,usa,https://www.vivino.com/FR/en/wines/3479272,3.6,Callaway Special Selection Cabernet Sauvignon 0,—,united-states,temecula-valley,1631,73,less than 20 USD,80
4,8.8,Mandrarossa Casa Mia Catarratto,https://www.i-d-s.com/dubai/mandrarossa-casa-mia-catarratto-it4063.html,italy,https://www.vivino.com/FR/en/wines/162321494,3.6,Casa Mia Catarratto 0,—,italy,sicily,56,73,less than 10 USD,80
